prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4077F038-033C-E111-B4A0-A1E6AE8F3818,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306920,SD NEGERI HAUHENA,50306920,Hauhena,HOINENO,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,KST 421 1217 2006,18-07-2006,DIKBUD.06.02.03/43/2022,23-05-2022,Silakan Upload SK (link file tidak valid) => [801794-642989--],2023-03-17 08,C,"5,445",1. -,2. Telkomsel Flash,PLN,,,hauhenasdnegeri960@gmail.com,,-9.870100000000,124.705100000000,9,81,70,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,3,1,0,5,7,0,2,0,2,7,0,7,2,1,2,2,2,0,1,1,3,6,1,1,1,1,1,1,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0A0E638-033C-E111-832E-A1A75F71DC61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307016,SD NEGERI HAUMENI,50307016,Hauneni,SAHAN,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,34,01-08-1963,,01-08-1963,Silakan Upload SK,,,"11,000",1. -,2. -,PLN,,,sdnegeri_haumeni@yahoo.com,,-9.946200000000,124.608400000000,14,148,172,12,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,2,2,0,10,12,2,0,0,0,14,0,10,4,6,2,3,1,0,1,1,7,7,2,2,2,2,2,2,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6013EA49-12FF-E111-A9F3-9F0A917884AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307073,SD NEGERI MENU,50307073,MENU,NUNKOLO,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,SKR A21 1465 2007,12-10-2007,SKR A21 1465 2007,12-10-2007,Silakan Upload SK (link file tidak valid) => [428849-40822--],2021-03-10 13,C,"10,000",1. -,2. -,PLN,,,sekolahdasar_negerimenu@yahoo.com,,-9.880900000000,124.739400000000,7,34,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,3,0,0,4,5,2,0,0,1,6,1,4,2,2,1,1,2,0,1,0,5,2,1,1,1,1,1,1,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E1E638-033C-E111-84E9-81FDD30691A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307024,SD NEGERI OP,50307024,DESA OP,OP,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-08-1967,,01-01-1910,Silakan Upload SK,,B,"4,608",1. Telkomsel Flash,2. -,PLN,,,alvapinis88@gmail.com,,-9.915100000000,124.647300000000,12,142,102,9,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",7,0,1,1,6,1,0,5,8,3,1,0,0,12,0,3,9,0,2,7,3,0,0,0,3,9,2,2,1,1,2,1,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00D96246-8106-4AC4-8043-3C42B269A873,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69992665,SD NEGERI POPNAE,69992665,Jln. Popnae,NUNKOLO,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Nomor 356/KEP/HK/2017,28-08-2017,Nomor 356/KEP/HK/2017,28-08-2017,Lihat SK Operasional,2019-11-27 13,,"15,000",1. -,2. -,Tidak Ada,,,,,-9.857055400000,124.703956900000,6,48,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,11,0,1,0,1,0,0,5,5,1,0,0,0,6,0,3,3,1,3,1,1,0,0,0,3,3,1,1,1,1,1,1,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6020E738-033C-E111-B238-69BAFB608390,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307135,SD NEGERI SAENAM,50307135,Saenam,SAENAM,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,18-08-1989,,01-01-1910,Silakan Upload SK,,B,"8,000",1. -,2. Telkomsel Flash,PLN,,,sdnsaenam@yahoo.co.id,http,-9.956900000000,124.622300000000,8,69,82,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,2,0,0,6,6,2,0,0,0,8,0,4,4,2,4,0,1,1,0,0,3,5,1,1,1,1,1,1,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49E63938-5DA0-405F-A135-B6C82202E7F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987440,SMP NEGERI HAUMENI,69987440,Jl.Am Kobi,HAUMENI,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,676/KEP/HK/2017,16-12-2017,676/KEP/HK/2017,16-12-2017,Lihat SK Operasional,2019-05-09 02,C,"9,600",1. -,2. -,PLN,,,,,-9.924253200000,124.663300500000,10,87,76,6,SMP 2013,Siang/6 hari,,2022/2023-2,900,7,0,1,0,1,1,0,8,10,0,0,0,1,9,0,5,5,1,3,4,1,0,1,0,4,6,,,,,,,Tidak Ada,1,3,2
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/206E693A-033C-E111-B600-5161BEB81EB7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300603,SMP NEGERI HOINENO,50300603,Jl. Kolo Tamelan,HOINENO,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,72/KEP/AK/2002,12-12-2002,,01-01-1910,Silakan Upload SK (link file tidak valid) => [771959-121717--],2023-02-07 14,C,"5,473",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smpnegerihoineno@gmail.com,,-9.872400000000,124.703700000000,21,176,146,12,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"2,300",12,3,2,7,6,4,0,11,18,1,2,0,6,15,1,17,3,7,5,5,1,1,0,2,8,13,,,,,,,Telkomsel Flash,4,4,4
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E7404EA-DA0F-4727-A8F5-827A10CE4DBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987357,SMP NEGERI SAHAN,69987357,SAHAN,SAHAN,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,476/KEP/HK/2017,16-12-2017,476/KEP/HK/2017,16-12-2017,Lihat SK Operasional,2019-05-04 02,C,"37,500",1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,smpnegerisahan@yahoo.com,,-9.900900000000,124.664600000000,9,52,63,3,SMP 2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,1,3,0,5,9,0,0,0,1,8,0,6,3,2,1,6,0,0,0,0,4,5,,,,,,,Telkomsel Flash,1,1,1
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D06FF249-12FF-E111-BF6B-CD56E67E3A89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307258,SMP NEGERI SATU ATAP OP,50307258,DESA OP,HOINENO,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,SKT-421-1217-2006,18-07-2012,,01-01-1910,Silakan Upload SK,,C,"2,600",1. -,2. -,PLN,,,smpnsatapop@yahoo.com,,-9.915300000000,124.647800000000,10,86,77,6,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"2,200",5,1,1,0,1,2,0,7,9,0,1,0,2,8,0,7,3,4,3,1,2,0,0,0,4,6,,,,,,,Tidak Ada,2,2,2
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Nunkolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E7291AB-D11C-4865-B16E-864D62F09DD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993156,SMPTK Iman Putun,69993156,Jl. Oemathonis Tepas  Rt.004 Rw.001,PUTUN,KEC. NUNKOLO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMPTK,Kementerian Agama,Yayasan Pendidikan Kristen Lunu Jaya,AK9605,01/SKEP/YPKLJ/IV/2017,24-04-2017,523 Tahun 2019,14-11-2019,Silakan Upload SK,,C,"2,700",1. Telkomsel Flash,2. -,PLN & Diesel,,,smptk.imanputun@yahoo.com,http,-9.869900000000,124.669800000000,10,75,58,5,SMP 2013,Pagi/6 hari,,2022/2023-2,"1,300",5,0,0,0,0,0,11,0,10,0,0,0,0,10,0,6,4,4,6,0,0,0,0,0,5,5,,,,,,,Telkomsel Flash,,,
