prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F71EC4-0D26-E111-95B2-19CBE30C575A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302023,UPT SD NEGERI 13 ARUNGKEKE,40302023,Tunrung Ganrang,ARUNGKEKE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-2010,Silakan Upload SK (link file tidak valid) => [604336-140538--],2022-03-21 00,B,"1,938",1. Lainnya,2. Telkomsel Flash,PLN,,,sdi249tunrungganrang@gmail.com,,-5.671300000000,119.824100000000,8,43,47,6,Pagi/6 hari,,2022/2023-2,899,4,0,0,0,3,0,0,5,5,3,0,0,2,6,0,5,3,1,1,3,2,0,0,1,1,7,,,,SD 2013,Lainnya,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002C9515-6200-E211-8133-297C89CD9CFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318570,UPT SD NEGERI 14 ARUNGKEKE,40318570,Kampung Sicini Desa Arungkeke,ARUNGKEKE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,425.2/423.a/DP-JP/VII/201,20-07-2010,25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-22 22,C,"3,600",1. -,2. XL (GSM),PLN,,,sdnkampungsicini89@gmail.com,,-5.668300000000,119.837700000000,8,60,64,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,7,0,0,1,8,0,0,0,1,7,0,7,1,3,4,0,0,1,0,0,3,5,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0AA1EC4-0D26-E111-9998-D9D3C8235083,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301827,UPT SD NEGERI 2 ARUNGKEKE,40301827,Arungkeke,ARUNGKEKE PALLANTIKANG,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 tahun 2021,01-01-1946,SK Penggantian nama sekolah,01-01-1910,Lihat SK Operasional,2021-08-27 12,B,"4,000",1. -,2. Telkom Speedy,PLN,,04192425534,sdnarungkeke26@gmail.com,,-5.635800000000,119.833000000000,15,125,135,11,Pagi/6 hari,,2022/2023-2,"1,300",12,0,1,2,8,0,0,7,10,0,4,1,7,8,0,9,6,0,1,3,7,2,2,0,3,12,,,,SD 2013,Tidak Ada,2,2,1,2,2,2
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90851EC4-0D26-E111-ABA8-27D55DE2F01D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301797,UPT SD NEGERI 3 ARUNGKEKE,40301797,Palajau,PALAJAU,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 TAHUN 2021,31-12-1958,25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2021-08-22 11,B,"11,500",1. -,2. Telkomsel Flash,PLN,,,ridawati21@yahoo.co.id,http,-5.673900000000,119.816100000000,10,91,109,8,Pagi/6 hari,,2022/2023-2,"1,299",6,0,1,2,6,0,0,4,5,0,5,0,6,4,0,8,2,0,3,2,4,1,0,0,1,9,,,,SD 2013,Tidak Ada,1,1,2,1,1,2
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/200C3FBC-0D26-E111-9C87-953B09FBA757,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301818,UPT SD NEGERI 4 ARUNGKEKE,40301818,Kulanga,BULO-BULO,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 TAHUN 2021,31-12-1937,,01-01-1910,Lihat SK Operasional,2021-08-22 11,B,"2,640",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdnbulobulo@yahoo.co.id,,-5.688900000000,119.797600000000,11,91,77,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,8,0,0,3,3,2,3,3,8,3,1,10,0,0,1,0,3,2,2,3,1,10,,,,SD 2013,Indosat IM3,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00011EC4-0D26-E111-89AC-E10ECB19AEB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301817,UPT SD NEGERI 5 ARUNGKEKE,40301817,KALUKUANG,KAMPALA,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1966,,01-01-1910,Lihat SK Operasional,2021-08-25 11,B,"3,180",1. -,2. -,PLN,,,sdn107buntulu@gmail.com,,-5.551300000000,119.680000000000,10,87,60,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,6,0,0,4,4,2,4,0,5,5,0,6,4,0,0,4,2,0,3,1,0,10,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70633FBC-0D26-E111-88CC-2717B29A7736,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301895,UPT SD NEGERI 6 ARUNGKEKE,40301895,Balang Loe Palajau,KALUMPANG LOE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,25 tahun 2021,03-06-2021,25 tahun 2021,03-06-2021,Silakan Upload SK (link file tidak valid) => [497631-852212--],2021-08-22 11,B,"1,974",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn108balangloepalajau_arungkeke@yahoo.com,,-5.671900000000,119.791700000000,12,78,69,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,7,0,0,5,6,1,3,2,7,5,1,9,2,0,3,3,0,1,3,2,4,8,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00DD3EBC-0D26-E111-B4BD-AFFB6CAE9FD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301883,UPT SD NEGERI 7 ARUNGKEKE,40301883,Kalumpang Lompoa,KALUMPANG LOE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,31-12-1977,25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-19 07,C,"3,900",1. Smartfren,2. Smartfren,PLN,,,sdn_kalumpanglompoa@yahoo.com,,-5.662200000000,119.790300000000,10,63,69,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,5,0,0,5,6,1,1,2,5,5,0,5,5,0,0,5,3,0,0,2,2,8,,,,SD 2013,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0B81DC4-0D26-E111-B2CD-979908A20384,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314581,UPT SD NEGERI 8 ARUNGKEKE,40314581,Bulo-bulo,BULO-BULO,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 TAHUN 2021,01-01-1910,,01-01-1910,Lihat SK Operasional,2021-08-22 11,B,"2,250",1. Smartfren,2. Indosat IM3,PLN,,,sdiinpres164_kulanga@Yahoo.com,,-5.688400000000,119.802900000000,12,73,87,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,6,0,0,6,6,0,6,0,7,5,0,6,6,2,2,2,2,4,0,0,3,9,,,,SD 2013,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70921DC4-0D26-E111-8FF2-F78E46C1D347,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302032,UPT SD NEGERI 9 ARUNGKEKE,40302032,Campagaya,BORONG LAMU,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,07-01-1980,420/772/DISDIKBUD-JP,07-01-1980,Lihat SK Operasional,2023-01-26 09,B,"1,320,000",1. -,2. Telkom Speedy,PLN,00,,sdicampagaya_Arungkeke@yahoo.co.id,,-5.655500000000,119.828200000000,9,58,63,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,4,0,0,5,6,1,0,2,4,5,0,7,2,2,1,2,2,0,0,2,3,6,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609F25C6-0D26-E111-9733-65F650345516,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313593,UPT SMP NEGERI 1 ARUNGKEKE,40313593,Arungkeke Pallantikang,ARUNGKEKE PALLANTIKANG,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,030U1979,17-02-1979,25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-22 11,B,"19,070",1. Lainnya,2. Lainnya (Serat Optik),PLN,0419242550,0419242550,smpnegeri.arungkeke@yahoo.com,http,-5.635800000000,119.833500000000,22,130,127,10,Pagi/6 hari,,2022/2023-2,"3,500",20,3,1,3,12,1,0,9,12,1,8,1,9,13,0,14,8,5,3,5,5,1,2,1,5,17,3,3,4,SMP 2013,Lainnya,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10253FC0-0D26-E111-9CEC-6FB9752C3AE2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313594,UPT SMP NEGERI 2 ARUNGKEKE,40313594,Palajau,PALAJAU,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,UPT SMP NEGERI 2 ARUNGKEKE,12-01-2006,010/DP/MN/VIII/2006,25-08-2006,Lihat SK Operasional,2021-08-28 12,B,"6,000",1. -,2. Telkom Astinet,PLN,,,smp2akkdikbud@gmail.com,,-5.676800000000,119.812700000000,23,113,112,8,Pagi/6 hari,,2022/2023-2,450,9,1,1,2,12,0,0,11,13,1,7,2,6,17,0,17,6,3,6,6,6,1,1,0,7,16,2,3,3,SMP 2013,Tidak Ada,,,,,,
