prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD6E099D-EC86-4096-8BA8-52D788B3C122,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279077,MTSS AS SYIFA WAL AIN BONDAN,20279077,Jl. Raya Bondan No. 2 Rt.007 Rw.004,BONDAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,037/U/1975,02-03-1981,Wi.1/PP.03.2/188/1999,17-06-1999,Lihat SK Operasional,2019-12-10 14,A,0,,2.,,,,,,-6.598700000000,108.296200000000,0,94,68,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EB9ED93-A990-49B2-A12A-7078731830B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279078,MTSS CADANGPINGGAN,20279078,Jl. By Pass Kertasemaya Km 37 Indramayu Rt./rw. 01/01,GEDANGAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,D/wi/MTs/691/1999,27-01-1999,Wi/I/KP.08.8/0171999,27-01-1999,Lihat SK Operasional,2021-06-18 13,A,0,,2.,,,,,,-6.552200000000,108.350300000000,0,201,171,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45691104-8C5C-4A99-B178-15164D08A2F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955945,MTsS NU Yasmin,69955945,Blok Nyongat Kulon,GUNUNGSARI,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.587500000000,108.314300000000,0,27,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1ED4408A-5FBE-4D8D-BCEF-67B2F26EFDD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892486,SMP PESANTREN NU WALISANGA,69892486,Desa Tersana Blok. Grabyagan Kec. SUkagumiwang Kab. Indramayu,TERSANA,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN INSAN SEPENUH HATI,AG5503,004/SMPP.NU/II/2015,14-02-2015,421.20/KEP.31-DISDIK/2015,20-02-2015,Lihat SK Operasional,2020-08-31 13,C,"3,145",,2.,,,,smpp.nuwalisanga@yahoo.co.id,,-6.562700000000,108.329700000000,9,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,7,4,9,0,0,0,0,9,0,5,4,4,2,0,3,0,0,0,3,6,SMP 2013,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1080BD11-2CF5-E011-95F0-9BE4578E60B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216402,UPTD SDN 1 BONDAN,20216402,Jalan Raya Bondan No. 2,BONDAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10.SIP.315/Kep-Sekret,24-02-2016,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,B,0,1. XL (GSM),2. Lainnya (Wavelan),PLN,0,0,uptdsdn1bondan@gmail.com,,-6.597500000000,108.296500000000,12,78,74,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,5,1,0,6,7,0,4,1,6,6,0,12,0,1,0,4,2,2,2,1,4,8,SD 2013,,,,XL (GSM),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6070BD11-2CF5-E011-9B14-2FCC1EF98823,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216224,UPTD SDN 1 CADANGPINGGAN,20216224,Jln. By Pass Cadangpinggan No. 15,CADANGPINGGAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,302/07.1981/XI/81,16-11-1981,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-27 15,B,"2,436",1. 3 (Tri),2. Telkom Speedy,PLN,,,uptdsdn1cadangpinggan@gmail.com,,-6.560100000000,108.350900000000,8,71,56,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,4,0,0,4,4,0,2,2,5,3,0,7,1,1,0,2,0,1,3,1,2,6,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4053BD11-2CF5-E011-BFC7-4BD42B1B6358,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216880,UPTD SDN 1 GUNUNGSARI,20216880,Blok Boros,GUNUNGSARI,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10.SIP.315/kep.Sekret,16-04-1965,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-03 10,B,"30,000",1. -,2. Lainnya (Kabel),PLN,,,uptdsdn1gunungsari@gmail.com,,-6.542400000000,108.343700000000,7,96,110,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,1,1,0,5,6,0,1,0,1,6,0,6,1,1,3,0,1,1,1,0,3,4,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A08EBD11-2CF5-E011-AEAB-A554FB4DEA97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215878,UPTD SDN 1 SUKAGUMIWANG,20215878,Jln. Desa No.02 Blok Plumbon,SUKAGUMIWANG,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,420.10.SIP.318/Kep.26-Sekret,25-03-1973,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-06 10,A,"1,400",1. Indosat Mentari,2. Telkomsel Flash,PLN,,,sdnsukagumiwang1@yahoo.com,,-6.577100000000,108.318800000000,6,79,91,6,Double Shift/6 hari,,2022/2023-2,450,4,0,1,0,4,0,0,2,2,1,3,0,4,2,0,6,0,0,1,2,0,3,0,0,4,2,SD 2013,,,,Indosat Mentari,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20C9BD11-2CF5-E011-AE8D-49436B12C370,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216131,UPTD SDN 1 TERSANA,20216131,Jln. Raya Tersana,TERSANA,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10/SIP.315/Kep.Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2021-10-21 15,C,"1,620",1. Axis,2. Lainnya (Wavelan),PLN,,,sdntersana01@gmail.com,,-6.548000000000,108.341300000000,5,17,22,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,1,0,0,0,5,5,0,0,0,1,4,0,4,1,0,1,2,1,1,0,0,0,5,SD 2013,,,,Axis,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0D7BD11-2CF5-E011-91A2-1113769E3D39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216151,UPTD SDN 2 BONDAN,20216151,Jln. Bondan - Arjawinangun,BONDAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,NOMOR,10-01-2018,NOMOR,10-01-2018,Silakan Upload SK (link file tidak valid) => [723167-928257--],2022-10-14 08,B,0,1. Axis,2. Lainnya (Wavelan),PLN,,,uptdsdn2bondan@gmail.com,,-6.616800000000,108.321200000000,6,30,37,6,Pagi/6 hari,,2022/2023-2,450,3,0,1,0,2,1,0,3,5,1,0,0,1,5,0,5,1,0,2,1,2,1,0,0,2,4,SD 2013,,,,Axis,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609DBD11-2CF5-E011-9408-179F87D526E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216368,UPTD SDN 2 CADANGPINGGAN,20216368,By Pass Cadangpinggan,CADANGPINGGAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,77,12-01-1977,Nomor 1 Tahun 2018,10-01-2018,Silakan Upload SK (link file tidak valid) => [554338-585917--],2021-12-16 11,A,"1,280",1. -,2. Telkomsel Flash,PLN,085224632325,,uptdsdn2cadangpinggan@gmail.com,,-6.562100000000,108.351300000000,8,112,90,6,Pagi/6 hari,,2022/2023-2,450,5,0,0,0,3,1,0,4,5,0,0,3,4,4,0,7,1,3,1,1,0,0,1,2,3,5,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A061BD11-2CF5-E011-BAE9-012F190A1295,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216879,UPTD SDN 2 GUNUNGSARI,20216879,Jalan Raya Gunungsari Nomor 02,GUNUNGSARI,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10.SIP.315/Kep-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-28 14,B,837,1. Lainnya (Serat Optik),2. Telkomsel Flash,PLN,,,sdn.gunungsaridua@yahoo.com,,-6.581400000000,108.342300000000,9,48,35,6,Pagi/6 hari,,2022/2023-2,448,0,0,0,0,5,0,0,4,4,0,4,1,4,5,0,9,0,1,0,4,2,0,0,2,3,6,SD 2013,,,,Lainnya (Serat Optik),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0ABBD11-2CF5-E011-8D5C-9715CB472303,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216881,UPTD SDN 2 SUKAGUMIWANG,20216881,Jl. Raya Binaria - Bondan,SUKAGUMIWANG,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,503642/SPB/878-DPU.CK/200,05-08-1975,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-06 10,B,0,1. Indosat IM3,2. Telkom Speedy,PLN,,,sdn2sukagumiwang@gmail.com,,-6.575100000000,108.314100000000,8,42,29,6,Pagi/6 hari,,2022/2023-2,0,6,0,0,1,4,0,0,4,5,0,2,1,5,3,0,7,1,1,2,2,1,0,1,1,4,4,SD 2013,,,,Indosat IM3,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/003FBE11-2CF5-E011-A7E7-B55FA1FED96C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216885,UPTD SDN 2 TERSANA,20216885,Jln. Lokasi Pasir No. 05,TERSANA,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,642.2/233-Sarana/1982,24-03-1982,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,B,"2,000",1. 3 (Tri),2. Lainnya (Kabel),PLN,,,uptdsdntersana@gmail.com,,-6.550200000000,108.332800000000,8,57,65,6,Pagi/6 hari,,2022/2023-2,900,7,1,1,2,4,1,0,3,5,0,2,1,4,4,0,7,1,3,1,0,2,1,0,1,4,4,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E6BD11-2CF5-E011-B032-E9B45B008E86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216400,UPTD SDN 3 BONDAN,20216400,Jln. Bondan-Gadel,BONDAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10.SIP.324/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-11-02 11,B,0,1. -,2. 3 (Tri),PLN,,,sdnbondantiga@gmail.com,,-6.595100000000,108.289000000000,7,64,53,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,3,0,0,4,5,0,2,0,4,3,0,6,1,3,1,2,1,0,0,0,2,5,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90F5BD11-2CF5-E011-A6FF-3FB66A97B340,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216401,UPTD SDN 3 CADANGPINGGAN,20216401,Jln. Tambangan,GEDANGAN,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.10.SIP.325/Kep.26-Sekret,01-01-1979,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-28 15,Sertifikat Kedaluwarsa,"1,623",1. Axis,2. Biznet (Kabel),PLN,,,sdncadangpinggan3@gmail.com,,-6.542337000000,108.343666000000,6,106,97,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,5,1,0,0,3,1,2,0,6,0,0,4,2,1,1,2,0,1,1,0,0,6,SD 2013,,,,Axis,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Sukagumiwang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90BABD11-2CF5-E011-80B6-516DCFC75C69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215650,UPTD SDN 3 GUNUNGSARI,20215650,Jln. Blok Pule,GUNUNGSARI,KEC. SUKAGUMIWANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1977,28-05-1977,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-08-26 15,B,"1,900",1. Lainnya,2. XL (GSM),PLN,,,uptdsdn3gunungsari@gmail.com,,-6.581400000000,108.342300000000,6,39,27,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,4,0,0,2,3,0,1,2,4,2,0,5,1,0,0,2,0,2,0,2,4,2,SD 2013,,,,Lainnya,1,1,1,1,1,1
