prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/303897FB-30F5-E011-BD5A-471A2CB53831,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101909,SD KRISTEN LORANG,60101909,Lorang,LORANG,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK8991,148/420/SKEP/06/2022,01-08-1945,420/59/III/2023,01-01-1910,Lihat SK Operasional,2023-03-15 12,C,"40,000",1. -,2. -,Diesel,,,,,-5.766000000000,134.203400000000,5,24,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",5,0,1,0,4,0,0,1,1,1,3,0,0,5,0,3,2,1,0,1,0,1,1,1,1,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A01C96FB-30F5-E011-B7EF-8B7870BF4AE4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101906,SD KRISTEN MAIJURING,60101906,Maijuring,MAIJURING,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK8991,149/420/SKEP/09/2021,12-08-1984,420/214.287 /III /2023,01-01-1910,Lihat SK Operasional,2023-03-17 14,Tidak Terakreditasi,"7,500",1. -,2. -,Diesel,,,sdkmaijuring@gmail.com,,-6.020506700000,134.204655000000,4,20,17,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,3,0,0,2,2,0,0,2,3,0,1,0,0,4,0,1,3,1,0,1,1,1,0,0,0,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0EF96FB-30F5-E011-B460-61B256CC81CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102529,SD KRISTEN MURAI,60102529,Murai,MURAI,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,02/420/skep/01/2020,01-01-1910,420/214.276 /III /2023,01-01-1910,Lihat SK Operasional,2023-03-17 07,C,"225,000",1. -,2. -,Lainnya,,,,,-5.710500000000,134.214700000000,7,23,20,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,3,0,0,4,4,0,3,0,1,6,0,4,3,2,1,1,0,1,0,2,1,6,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/805696FB-30F5-E011-9AB5-71FFF47BF918,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101901,SD KRISTEN NAMARA,60101901,Namara,NAMARA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK8991,420/204/III/2023,13-06-1947,420/204/III/2023,13-06-1947,Lihat SK Operasional,2023-03-16 13,C,"2,500",1. -,2. -,Diesel,,,sdkristennamara@gmail.com,,-6.025000000000,134.328300000000,6,40,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,6,0,0,0,2,0,0,4,4,1,1,0,3,3,0,5,1,0,3,0,3,0,0,0,3,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002B96FB-30F5-E011-98CC-9159A4932CBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101911,SD KRISTEN PAPAKULA,60101911,Papakula,PAPAKULA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,064/YPPK/UIP/03/2023,12-05-1948,420/176/II/2023,01-01-1910,Lihat SK Operasional,2023-03-15 13,C,"2,500",1. -,2. -,Diesel,,,,,-6.039313000000,134.344974200000,6,140,136,9,SD 2013,Pagi/6 hari,,2022/2023-2,0,4,0,0,0,3,0,0,3,4,1,1,0,2,4,0,2,4,0,1,2,0,1,2,0,3,3,3,1,1,1,2,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/806397FB-30F5-E011-BBA4-C3A7AD19A6C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101918,SD KRISTEN SELIBATABATA,60101918,Selibata-Bata,SELIBATA-BATA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,Tidak Ada,12-12-1957,TIDAK ADA,01-01-1910,Silakan Upload SK (link file tidak valid) => [795850-983834--],2023-03-09 14,C,"2,250",1. -,2. -,Diesel,,,,,-6.019145000000,134.390876700000,5,67,75,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,2,0,1,1,2,0,0,3,3,0,2,0,3,2,0,2,3,0,2,1,0,1,0,1,2,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/204896FB-30F5-E011-804D-E1810155595E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101917,SD KRISTEN SELILAU,60101917,Selilau,SELILAU,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,151/420/SKEP/09/2021,10-09-2021,420/214.6 /III /2023,01-01-1910,Lihat SK Operasional,2023-03-16 11,B,"7,200",1. -,2. -,Diesel,,,,,-6.026935000000,134.314826700000,5,44,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",2,0,1,0,5,0,0,0,0,1,4,0,0,5,0,1,4,0,0,0,1,1,3,0,1,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006596FB-30F5-E011-B7F8-67B931C392B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101912,SD KRISTEN WAKUA,60101912,Jl. Pendidikan Desa Wakua,WAKUA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,180/420/SKEP/07/2020,01-07-2020,56/BS/1910,01-01-1910,Silakan Upload SK (link file tidak valid) => [799605-14620--],2023-03-14 10,C,"2,400",1. -,2. Lainnya,Diesel,,,sdkristenwakua20@gmail.com,https,-5.936800000000,134.518300000000,12,128,77,9,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",1,0,0,0,4,0,1,7,8,3,1,0,2,10,0,9,3,7,1,1,1,0,0,2,4,8,1,1,2,2,1,2,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E107F99-48A3-4FFE-AC4B-0F92BA95E79B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006289,SD NEGERI BENJINA,70006289,JL. Kilometer 1,BENJINA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,422/66 Tahun 2020,03-06-2020,422/77.3 Tahun 2020,05-06-2020,Lihat SK Operasional,2020-12-22 08,,"10,000",1. -,2. Telkomsel Flash,Diesel,,,,,.000000000000,.000000000000,5,32,32,5,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",5,0,0,0,3,0,0,2,2,3,0,0,1,4,0,3,2,2,0,0,0,0,2,1,0,5,1,1,1,1,1,0,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/506B31FB-30F5-E011-AA0C-E3D90D9BE927,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101831,SD NEGERI GULILI,60101831,Gulili,GULILI,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,250",1. -,2. -,Diesel,,,sdngulili@yahoo.co.id,,-6.028283000000,134.335246000000,6,19,11,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,2,0,1,0,4,0,0,2,2,2,2,0,2,4,0,5,1,0,3,3,0,0,0,0,3,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A07931FB-30F5-E011-9EE1-DFF5C9F20FD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101779,SD NEGERI JIRLAY,60101779,Jirlay,JIRLAY,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"10,000",1. -,2. -,Tidak Ada,,,sdn_jirlay@yahoo.co.id,,-6.041475000000,134.394200000000,4,29,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,4,0,1,0,1,0,0,3,3,0,1,0,1,3,0,1,3,1,2,1,0,0,0,0,1,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0FB31FB-30F5-E011-9EF2-957540448757,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101750,SD NEGERI KOBADANGAR,60101750,Kobadangar,KOBADANGAR,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"4,000",1. -,2. Telkom Speedy,Diesel,,,,,-5.794200000000,134.190700000000,5,39,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",6,0,0,0,3,0,0,2,2,1,2,0,0,5,0,2,3,0,0,5,0,0,0,0,2,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/208097FB-30F5-E011-96CA-131F61C41E5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101880,SD NEGERI MANJAU,60101880,Manjau,MANJAU,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/261 TAHUN 2014,09-09-2014,,01-01-1910,Silakan Upload SK,,C,"2,250",1. -,2. -,Diesel,,,,,-6.404400000000,134.309000000000,7,27,14,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,3,0,1,0,4,1,0,2,3,1,3,0,0,7,0,5,2,0,4,3,0,0,0,0,3,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/508831FB-30F5-E011-987F-9D95EB99C329,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101743,SD NEGERI MARIRIMAR,60101743,Maririmar,MARIRIMAR,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,.1975,12-10-1975,,01-01-1910,Silakan Upload SK,,C,"4,750",1. -,2. -,Tidak Ada,,,,,-6.029376700000,134.385033300000,5,59,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,6,0,0,0,4,0,0,1,2,2,1,0,0,5,0,2,3,0,1,1,1,0,2,0,1,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/400A32FB-30F5-E011-ADA9-A144B0E3AD6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101760,SD NEGERI MURAI BARU,60101760,Murai Baru,MURAI,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [531700-303212--],2021-10-17 19,,"1,616",1. Telkomsel Flash,2. -,Lainnya,,,sdnmurai@gmail.com,,-6.301600000000,134.538800000000,1,8,4,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,4,0,1,2,1,0,0,0,0,0,1,0,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09C32FB-30F5-E011-ABA0-8FBCF71AC4D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101758,SD NEGERI PAPAKULA KECIL,60101758,Papakula Kecil,BENJINA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,03-05-2005,,01-01-1910,Silakan Upload SK (link file tidak valid) => [413581-241352--],2021-01-26 09,C,"10,000",1. -,2. Telkomsel Flash,Diesel,,,papakulakecil@gmail.com,http,-6.063800000000,134.286500000000,7,21,15,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",6,0,1,1,5,0,0,2,3,2,2,0,2,5,0,7,0,0,1,4,0,0,2,0,2,5,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C09631FB-30F5-E011-B7EF-210DFFA53116,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101786,SD NEGERI TANAH MIRING,60101786,Tanah Miring,TANAH MIRING,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,.,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"37,500",1. -,2. -,Diesel,,,sdntanahmiring55@gmail.com,,-6.032396000000,134.339291700000,9,26,25,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",5,0,1,0,4,0,0,5,6,2,1,0,0,9,0,6,3,2,4,1,0,0,2,0,2,7,1,1,1,1,1,1,Tidak Ada,,,
