prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C06425FB-30F5-E011-A4AB-77A102E4AFC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102396,SD INPRES ANAUNI,60102396,Anauni,BUANO UTARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,27-12-2006,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. -,PLN,,,sdinp.anauni@gmail.com,,-2.966467700000,127.878372900000,6,18,24,6,Pagi/6 hari,,2022/2023-2,900,4,0,0,0,2,0,0,4,5,1,0,0,0,6,1,3,2,2,2,1,1,0,0,0,2,4,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/605625FB-30F5-E011-B107-15C711B4E1ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101603,SD INPRES MASIKA JAYA,60101603,DESA WAESALA,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,16-07-1983,,01-01-1910,Silakan Upload SK,,B,"10,000",1. -,2. -,PLN,,,sdinpresmasikajaya@yahoo.com,,-3.079300000000,128.024400000000,11,88,63,7,Pagi/6 hari,,2022/2023-2,900,11,0,1,0,7,0,0,4,4,4,3,0,4,7,3,7,1,0,1,3,5,0,0,2,3,8,SD 2013,1,1,2,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004825FB-30F5-E011-B4FF-8DF851C4EB7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102803,SD INPRES NAGALEMA,60102803,Nagalema,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,15-04-1985,,01-01-1910,Silakan Upload SK,,,"3,078",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinpresnagalema@yahoo.com,,-3.207000000000,127.874600000000,8,46,47,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,3,0,0,5,6,0,2,0,1,7,0,7,1,1,2,5,0,0,0,0,6,2,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E01C25FB-30F5-E011-B70B-2D2B705E1277,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102811,SD INPRES TATINANG,60102811,Dusun Tatinang,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,27-02-1982,,01-01-1910,Silakan Upload SK (link file tidak valid) => [640548-587260--],2022-06-27 14,C,"2,500",1. -,2. Telkomsel Flash,PLN,,,sdinprestatinang@gmail.com,,-3.088100000000,127.985300000000,3,13,18,6,Pagi/6 hari,,2022/2023-2,450,1,0,1,0,2,0,0,1,3,0,0,0,0,3,0,2,1,1,0,2,0,0,0,0,1,2,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A09590FB-30F5-E011-9E21-87FBDDC3D472,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102438,SD KRISTEN HATO ALLANG,60102438,Hato Allang,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"5,000",1. -,2. -,PLN,,,sdkhatoallang@gmail.com,,-3.394800000000,128.630000000000,4,29,19,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,2,2,4,0,0,0,1,3,1,1,2,1,0,1,0,1,1,0,0,4,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D61A6347-49B6-4298-87B6-84F25A712863,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027628,SD MUHAMMADIYAH ASAUDE,70027628,Asaude,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Seram Bagian Barat,AF8126,420/ 451 / 2022,03-03-2022,420/ 451 / 2022,03-03-2022,Lihat SK Operasional,2022-04-02 20,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,14,3,2,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,0,3,1,0,0,0,0,2,2,SD 2013,1,1,0,0,0,0,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DE9BF17-B3CE-4298-96CD-88920566D74D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70009229,SD MUHAMMADIYAH WAIYALE,70009229,Dusun Waiyale,SOLE,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Seram Bagian Barat,AF8126,420/18/2021,21-01-2021,420/18/2021,21-01-2021,Lihat SK Operasional,2021-03-27 19,,"10,000",1. -,2. -,PLN,,,sdmuhwaiyale@gmail.com,,.000000000000,.000000000000,4,10,17,6,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,5,0,4,0,0,0,0,4,0,1,3,2,0,1,1,0,0,0,0,4,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/404524FB-30F5-E011-B6FA-EFCF2B0447E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102423,SD NEGERI 1 BUANO SELATAN,60102423,Buano Selatan,BUANO SELATAN,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,01/KEP/MENPEM/1948,03-07-1951,,01-01-1910,Lihat SK Operasional,2020-08-31 05,B,"7,363",1. Telkomsel Flash,2. Telkomsel Flash,PLN,085216378508,,sdnegeri1buanoselatan@gmail.com,,-3.011100000000,127.950300000000,13,133,95,8,Pagi/6 hari,,2022/2023-2,900,8,0,1,0,9,0,0,4,6,4,3,0,5,8,0,9,4,1,1,3,2,2,3,1,6,7,SD 2013,1,2,2,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C624FB-30F5-E011-8C05-1F6DF62C922D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102433,SD NEGERI 1 TAHALUPU,60102433,Tahalupu,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,18-06-1967,,01-01-1910,Silakan Upload SK,,B,"10,000",1. -,2. -,PLN,,,Sdntahalupu0001@gmail.com,,-3.231400000000,127.654800000000,7,58,45,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,3,0,0,4,4,3,0,0,0,7,4,2,1,0,0,6,0,0,1,0,3,4,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B05324FB-30F5-E011-921E-E9535C450625,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102435,SD NEGERI 1 TIANG BENDERA,60102435,Tiang Bendera,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/19-IP.05/2020,17-08-1952,420/19-IP.05/2020,17-08-1952,Silakan Upload SK (link file tidak valid) => [403062-143405--],2020-12-14 08,B,"3,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdntiber0@gmail.com,,-3.247000000000,127.755000000000,9,99,83,6,Double Shift/6 hari,,2022/2023-2,"1,300",4,0,0,0,5,1,0,3,4,2,3,0,7,2,0,7,2,0,2,2,3,1,1,0,2,7,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0A924FB-30F5-E011-A669-D7770CF4AF45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102662,SD NEGERI 1 TIHU,60102662,Tihu,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-06-1974,,01-01-1910,Silakan Upload SK,,B,"2,859",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdntihu@yahoo.com,,-3.255348400000,127.695387000000,8,87,71,6,Pagi/6 hari,,2022/2023-2,"2,200",5,0,0,2,5,1,0,2,4,2,2,0,4,4,0,5,3,1,1,3,3,0,0,0,2,6,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/909C257A-2FBC-E111-A6F7-FF9EFC1941EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60103668,SD NEGERI 2 BUANO SELATAN,60103668,Buano Selatan,BUANO SELATAN,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/46/2010,23-07-2010,,01-01-1910,Silakan Upload SK,,B,"3,000",1. -,2. Telkomsel Flash,PLN,,,,,-3.011700000000,127.950200000000,9,78,58,6,Pagi/6 hari,,2022/2023-2,500,6,0,1,2,6,0,0,3,4,3,2,0,2,7,1,7,1,1,1,2,1,1,1,2,3,6,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A05E8656-D5C8-4BC5-9C04-67D0BB6A7686,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947141,SD NEGERI 2 TAHALUPU,69947141,Desa Tahalupu,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/21/2016,29-06-2016,420/21/2016,29-06-2016,Lihat SK Operasional,2016-08-09 13,C,"6,300",1. -,2. -,PLN,,,sdnegeri2tahalupu@gmail.com,,-3.192585200000,127.927390000000,5,79,76,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,2,0,0,3,3,2,0,0,0,5,2,3,0,1,0,2,2,0,0,0,1,4,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50CF90FB-30F5-E011-934B-716FC2292375,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102421,SD NEGERI 2 TIANG BENDERA,60102421,Tiang Bendera,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/415/2005,09-11-2005,,01-01-1910,Lihat SK Operasional,2022-08-03 09,C,"10,000",1. -,2. -,Tenaga Surya,,,sdn2tiangbendera@gmail.com,,-3.239500000000,127.754400000000,13,83,90,10,Pagi/6 hari,,2022/2023-2,900,12,2,1,4,8,0,0,5,5,2,6,0,8,5,0,11,2,0,2,4,0,3,2,2,7,6,SD 2013,1,2,1,2,2,2,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409E25FB-30F5-E011-ABD3-199C8D77B324,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60103669,SD NEGERI 2 TIHU,60103669,Tihu,TAHALUPU,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/486-A1/2009,31-07-2008,420/486-A1 2009,13-10-2009,Lihat SK Operasional,2022-01-16 02,B,"3,339",1. -,2. Telkomsel Flash,Tidak Ada,,,sdnegeri2tihu@gmail.com,,-3.255200000000,127.701900000000,6,95,66,6,Pagi/6 hari,,2022/2023-2,0,5,0,1,1,4,0,0,2,2,3,1,0,3,3,0,5,1,0,1,3,1,1,0,0,3,3,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B03624FB-30F5-E011-A106-97D2FE41ED57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102830,SD NEGERI ALLANG ASAUDE,60102830,Jalan Pendidikan,ALANG ASAUDE,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-02-1949,,01-01-1910,Silakan Upload SK,,A,"8,000",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,018343011045,sdnallangasaude@gmail.com,,-3.120900000000,127.950300000000,8,71,70,8,Pagi/6 hari,,2022/2023-2,"1,300",10,0,1,2,7,0,0,1,1,2,5,0,6,2,0,8,0,0,0,1,2,0,3,2,0,8,SD 2013,2,2,1,1,1,1,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00991FB-30F5-E011-9EF1-9789FDBDA6A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102417,SD NEGERI HAYA PULAU,60102417,Haya Pulau,SOLE,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/352/2006,23-02-2006,420/352/2006,22-02-2006,Lihat SK Operasional,2018-07-09 07,B,"4,000",1. -,2. -,PLN,,,amina@yahoo.com,,-3.156200000000,127.833300000000,1,26,34,6,Pagi/6 hari,,2022/2023-2,450,6,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
