prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8782B752-C7F0-4B41-81A6-EC19DC7F305B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005434,SMP MUHAMMADIYAH AL GHIFARI BATANGHARI,70005434,"Jl. Darussalam , Dusun Boyolali",BANARJOYO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lampung Timur,AO5588,420/005/PENDIDIKANFORMAL/18-SK/2020,31-08-2020,420/1562/03.SK-03/2020,23-09-2020,Lihat SK Operasional,2020-11-09 09,,"2,500",1. -,2. Telkom Speedy,PLN,,,,http,-5.142300000000,105.383000000000,19,214,179,14,Pagi/6 hari,,2022/2023-2,"7,686",14,1,1,3,0,0,21,2,17,0,1,1,3,16,0,15,4,11,3,1,0,1,1,2,10,9,7,5,2,SMP 2013,Tidak Ada,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/204E7775-8B18-E111-B29B-D924CCF1E258,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10805892,SMP PGRI 1 BATANGHARI,10805892,Jalan Banarjoyo 46,BANARJOYO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Kabupaten Lampung Timur,AF3419,1090/I.12.B1/U/1989,26-06-1989,04/YPLPPGRI/XXIII/1982,02-01-1982,Silakan Upload SK,,Sertifikat Kedaluwarsa,"4,872",1. -,2. Telkom Speedy,PLN,,,smppgri1batanghari@yahoo.co.id,http,-5.143800000000,105.375800000000,12,92,47,6,Pagi/6 hari,,2022/2023-2,"1,300",12,1,1,0,0,0,13,0,9,0,3,0,9,3,0,12,0,2,1,2,2,2,2,1,3,9,1,3,2,SMP 2013,Tidak Ada,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C474F28A-BF5C-4C8F-971A-4A1CE9811673,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69762730,SMPS IT INSAN MULIA,69762730,JL. MAJAPAHAIT DESA BATANGHARJO KECAMATAN BATANGHARI,BATANG HARJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Lampung Insan Mandiri,AO2811,001/YLIM/5/2012,,420/11120/11.SK-01/2012,,Silakan Upload SK,,B,"5,760",1. -,2. Lainnya (Serat Optik),PLN,,,smpitimbatanghari@gmail.com,http,-5.125700000000,105.388300000000,25,73,68,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",6,1,1,2,6,0,16,5,19,1,3,2,5,20,0,19,6,9,6,1,3,0,4,2,14,11,2,2,2,SMP 2013,Tidak Ada,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A010FB70-8B18-E111-99AE-D516326835C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806166,UPTD SD NEGERI 1 ADIWARNO,10806166,Adiwarno,ADIWARNO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 10,B,"4,125",1. Telkom Speedy,2. Lainnya (Kabel),PLN,,,adiwarno.sdn145@gmail.com,,-5.155400000000,105.341200000000,10,99,77,8,Pagi/6 hari,,2022/2023-2,450,9,0,1,2,4,3,0,3,6,0,2,2,6,4,0,6,4,0,3,3,0,1,1,2,3,7,,,,SD 2013,Telkom Speedy,1,1,1,1,2,2
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90FAFA70-8B18-E111-84DE-77B84C5D4475,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806164,UPTD SD NEGERI 1 BALEKENCONO,10806164,Balekencono,BALAI KENCONO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 10,B,"1,800",1. -,2. Telkomsel Flash,PLN,,,sdn1balekencono@gmail.com,,-5.147800000000,105.424800000000,8,52,45,6,Pagi/6 hari,,2022/2023-2,0,3,0,0,1,4,3,0,1,4,0,1,3,4,4,2,4,2,1,1,3,0,0,0,3,3,5,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6083FA70-8B18-E111-B84B-658B61EC69FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806163,UPTD SD NEGERI 1 BALEREJO,10806163,Jl. M. Rijan Bd. 40,BALE REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"2,530",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,,sdbalerejo08@gmail.com,,-5.115100000000,105.380600000000,9,80,78,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,2,2,0,5,8,0,0,1,2,7,1,5,3,4,2,2,0,0,0,1,3,6,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8030FA70-8B18-E111-84D0-F51B9E94B22B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806162,UPTD SD NEGERI 1 BANARJOYO,10806162,Banarjoyo,BANARJOYO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"3,225",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,sdnegerisatubanarjoyo@gmail.com,,-5.140500000000,105.378000000000,10,33,31,6,Pagi/6 hari,,2022/2023-2,600,6,0,1,2,4,2,0,4,6,1,1,2,4,6,0,5,5,4,2,1,0,0,0,3,4,6,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0ACFA70-8B18-E111-B0F9-BD04ABB1721C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806159,UPTD SD NEGERI 1 BANJARREJO,10806159,Banjarrejo,BANJAR REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2001,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,0,1. -,2. -,PLN,,,sdn1banjarrejo@gmail.com,,-5.132300000000,105.334800000000,9,81,63,7,Pagi/6 hari,,2022/2023-2,450,9,0,1,2,6,2,0,1,3,0,2,4,7,2,0,6,3,1,0,4,0,0,1,3,1,8,,,,SD 2013,Tidak Ada,1,1,1,1,1,2
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/405AFA70-8B18-E111-9AB7-598A859BAAA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806158,UPTD SD NEGERI 1 BATANGHARJO,10806158,Batangharjo,BATANG HARJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-11-03 10,A,"2,500",1. -,2. 3 (Tri),PLN,,,sdn1batangharjo93@yahoo.com,,-5.138200000000,105.375300000000,9,82,68,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,2,5,2,0,2,4,1,0,4,6,3,1,8,0,3,1,1,0,1,0,3,1,8,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20CF0371-8B18-E111-AC84-F9E8CC5B5C3B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806176,UPTD SD NEGERI 1 BUANASAKTI,10806176,Buanasakti,BUANA SAKTI,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,C,"3,000",1. -,2. -,PLN,,,didi.pitoy@gmail.com,,-5.173800000000,105.379700000000,10,41,39,6,Sehari Penuh/5 hari,,2022/2023-2,223,6,0,0,2,3,1,0,6,7,0,0,3,5,5,0,5,5,4,1,0,2,0,0,3,4,6,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0410271-8B18-E111-973F-EF039BF9AA3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806172,UPTD SD NEGERI 1 BUMIHARJO,10806172,Bumiharjo,BUMI HARJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"7,650",1. Axis,2. Telkomsel Flash,PLN,,,sdn1bumiharjo39@gmail.com,,-5.122600000000,105.358700000000,12,105,87,10,Pagi/6 hari,,2022/2023-2,900,9,0,0,0,6,2,0,4,6,0,3,3,7,5,0,11,1,4,1,3,0,0,0,4,5,7,,,,SD 2013,Axis,2,1,2,2,2,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/402E0271-8B18-E111-9011-D5573E74C477,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806171,UPTD SD NEGERI 1 BUMIMAS,10806171,Bumimas,BUMI MAS,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"3,186",1. -,2. Telkomsel Flash,PLN,,,bumimassdnegeri@gmail.com,,-5.122500000000,105.406400000000,8,71,55,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,3,1,0,4,5,0,0,3,4,4,0,6,2,3,2,0,0,0,0,3,2,6,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80570371-8B18-E111-A1AB-B5D9BE742F90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806452,UPTD SD NEGERI 1 NAMPIREJO,10806452,Nampirejo,NAMPI REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,56,1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,,,sdn_nampirejo@yahoo.com,,-5.152000000000,105.375500000000,10,100,85,7,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,4,1,0,5,6,1,1,2,2,8,0,9,1,2,5,0,1,0,0,2,2,8,,,,SD 2013,Lainnya (Wavelan),1,1,1,2,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0930371-8B18-E111-B1C1-91CCB8BA8C5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806545,UPTD SD NEGERI 1 REJOAGUNG,10806545,Rejoagung,REJO AGUNG,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"2,800",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,rudiwijaya68@gmail.com,http,-5.160700000000,105.357900000000,10,88,80,7,Pagi/6 hari,,2022/2023-2,900,6,1,1,2,3,3,0,4,7,1,0,2,3,7,1,7,2,2,2,1,0,2,0,3,4,6,,,,SD 2013,Telkomsel Flash,1,1,1,1,2,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00040371-8B18-E111-96A2-A3EA64685F46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806539,UPTD SD NEGERI 1 SELOREJO,10806539,Selorejo,SELO REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,11-08-2021,Lihat SK Operasional,2021-08-18 11,B,"1,711",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,sdn1selorejo52@gmail.com,,-5.121900000000,105.412800000000,9,65,47,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,5,0,0,4,4,1,2,2,6,3,1,7,1,2,1,2,0,0,1,3,3,6,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40220371-8B18-E111-961E-F3357578E752,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806566,UPTD SD NEGERI 1 SRIBASUKI,10806566,Sri Basuki,SRI BASUKI,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,B,"2,500",1. Smartfren,2. Telkomsel Flash,PLN,,,sdn1sribasuki51@gmail.com,,-5.101600000000,105.414300000000,9,47,29,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,3,1,0,5,6,0,1,2,3,6,0,6,3,3,1,1,0,0,1,3,1,8,,,,SD 2013,Smartfren,1,1,1,1,1,1
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F3598C-DAFB-E111-907B-490F29705AE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806516,UPTD SD NEGERI 1 SUMBERAGUNG,10806516,Jl. Raya Sumberagung Bd. 50,SUMBER AGUNG,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.234/03-SK/2021,04-06-2021,420/1393/02.SK.02/2021,12-08-2021,Lihat SK Operasional,2021-08-18 11,Sertifikat Kedaluwarsa,"2,500",1. -,2. -,PLN,,,Sdn1sumberagung50@gmail.com,,-5.099900000000,105.404000000000,10,53,51,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,4,6,0,0,4,5,0,4,1,5,5,0,10,0,3,1,1,1,0,2,2,4,6,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
