prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F26ABDA4-5FDA-4256-ACF8-960C97C46596,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40319924,MTSS JENETALLASA,40319924,JENETALLASA,KAYULOE BARAT,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,74.B TAHUN 2008,03-04-2008,01 Tahun 2007,21-07-2007,Lihat SK Operasional,2021-10-27 09,B,"2,077",,2.,,,,,,-5.636900000000,119.738900000000,0,42,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/131835A0-A4AF-4CC4-A8DC-B1B37D1CF3E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729724,MTSS PAITANA,60729724,JL. SUNGAI KELARA,PAITANA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,NO/ 7 / xx1.Tsn/79,01-08-1963,NOMOR AHU-0032338.AH.01.04.TAHUN 2016,15-08-2016,Lihat SK Operasional,2019-08-21 12,A,"2,310",,2.,,,,,,-5.583800000000,119.788000000000,0,55,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004C0463-FAD6-E111-9A33-53229A9D1FE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318242,SMP ISLAM LANTAKA,40318242,Lantaka Desa Mangepong Kec. Turatea,MANGEPONG,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-IKHLAS LANTAKA,AC5245,,01-01-1910,421.91566/DP-TU/N/2009,17-07-2009,Silakan Upload SK,,C,"6,300",,2.,,,,smpislamlantaka17@gmail.com,,-5.611000000000,119.774500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMP 2013,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D91DBC-0D26-E111-B145-9732F7E2E022,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314528,UPT SD NEGERI 1 TURATEA,40314528,Gantinga,BONTOMATENE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,01/I.06.5.4/SDN-GTG/XII/1937,12-12-1937,NOMOR 25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-18 12,B,"5,092",1. Smartfren,2. Telkomsel Flash,PLN,,,gantinga20@gmail.com,,-5.615200000000,119.774500000000,12,86,92,6,Pagi/6 hari,,2022/2023-2,449,6,0,1,0,8,0,0,4,4,0,2,6,9,3,2,7,3,0,0,1,3,3,0,5,1,11,SD 2013,,,,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/206447BC-0D26-E111-9EE9-6526985B3326,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313685,UPT SD NEGERI 10 TURATEA,40313685,Paitana,PAITANA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Nomor 25 TAHUN 2021,01-01-1974,Nomor 25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2021-08-18 12,B,"2,990",1. XL (GSM),2. Smartfren,PLN,,,eldaazzahrasiti@yahoo.co.id,,-5.579900000000,119.783300000000,17,143,100,10,Pagi/6 hari,,2022/2023-2,450,13,0,1,1,9,0,0,8,9,2,2,4,10,7,0,7,10,1,1,4,3,3,3,2,5,12,SD 2013,,,,XL (GSM),2,2,1,2,2,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/206F1ABC-0D26-E111-AAC8-41D5AF861B4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313662,UPT SD NEGERI 11 TURATEA,40313662,Cambalangkasa,BUNGUNGLOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Nomor 25 Tahun 2021,19-08-1976,,01-01-1910,Lihat SK Operasional,2021-08-18 14,B,"2,016",1. Smartfren,2. Telkomsel Flash,PLN,,,yuliaffannas@gmail.com,,-5.616800000000,119.783300000000,8,60,65,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,5,0,0,3,3,2,1,2,4,4,0,7,1,1,0,0,1,2,2,2,3,5,SD 2013,,,,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/205C45BC-0D26-E111-A503-95FD45AB4152,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/49314579,UPT SD NEGERI 12 TURATEA,49314579,Mangepong,MANGEPONG,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1977,19-02-1977,1910,01-01-1910,Lihat SK Operasional,2021-08-19 08,B,"1,890",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdmangepong@gmail.com,,-5.593000000000,119.750800000000,15,117,111,9,Pagi/6 hari,,2022/2023-2,900,11,0,1,4,5,0,0,10,12,2,1,0,2,13,1,4,10,3,1,5,2,1,3,0,3,12,SD 2013,,,,Telkomsel Flash,1,1,1,2,2,2
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0104ABC-0D26-E111-A1CB-C97828D255AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314529,UPT SD NEGERI 13 TURATEA,40314529,Pangkajene,BULULOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,433/DBK/DIKBUD-JP,01-01-1979,420/1029/DISDIKBUD-JP,01-01-1910,Lihat SK Operasional,2021-08-31 11,B,"2,090",1. Telkom Astinet,2. Smartfren,PLN,,,uptsdnegeri13turatea@gmail.com,,-5.580200000000,119.739000000000,12,65,64,6,Pagi/6 hari,,2022/2023-2,450,3,0,1,0,7,0,0,5,6,0,4,2,6,6,0,7,5,0,1,2,2,4,0,3,4,8,SD 2013,,,,Telkom Astinet,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B020BC-0D26-E111-A7A6-890C1E7C2BD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313689,UPT SD NEGERI 14 TURATEA,40313689,Sarroanging,JOMBE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Nomor 25 tahun 2021,05-08-1979,,01-01-1910,Lihat SK Operasional,2021-08-18 12,B,"1,700",1. -,2. Smartfren,PLN,,,sdi144sarroanging@gmail.com,,-5.633200000000,119.724800000000,12,76,54,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,7,0,0,5,5,1,6,0,8,4,0,8,4,0,1,3,4,1,2,1,1,11,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D820BC-0D26-E111-AEEF-05D1C6D4ED1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314542,UPT SD NEGERI 15 TURATEA,40314542,Mattoanging,LANGKURA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1981,,01-01-1910,Lihat SK Operasional,2021-09-01 14,B,"14,664",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdimattoanging167@gmail.com,,-5.453500000000,119.880200000000,15,165,127,12,Double Shift/6 hari,,2022/2023-2,0,10,0,0,0,11,1,0,3,5,1,4,5,10,5,0,11,4,0,1,1,2,4,4,3,3,12,SD 2013,,,,Telkomsel Flash,2,2,2,2,2,2
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80B646BC-0D26-E111-BC1B-8D660AE1C2E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314576,UPT SD NEGERI 16 TURATEA,40314576,Bontoa,KAYULOE BARAT,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 Tahun 1981,31-12-1981,Nomor 25 Tahun 2021,03-06-2021,Lihat SK Operasional,2021-08-19 05,C,"1,850",1. -,2. -,PLN,,,sdi174bontoa@gmail.com,,-5.636500000000,119.751000000000,10,24,23,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,4,9,0,0,1,3,1,2,4,7,3,0,7,3,0,3,0,1,0,3,3,5,5,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/607E1FBC-0D26-E111-8F58-657C47B8B27D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313687,UPT SD NEGERI 17 TURATEA,40313687,Palambuta,BULULOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 TAHUN 1981,01-01-1981,420/1043/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-08-28 12,B,"2,848",1. -,2. Telkomsel Flash,PLN,,,sdipalambuta175@gmail.com,,-5.568500000000,119.750400000000,10,68,62,6,Pagi/6 hari,,2022/2023-2,898,6,0,0,0,5,1,0,4,6,0,4,0,6,4,0,7,3,0,2,3,2,1,2,0,4,6,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40E249BC-0D26-E111-8E42-39D6CB611EF7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313692,UPT SD NEGERI 18 TURATEA,40313692,Jl. S. Kr. Lontang Jenetallasa,KAYULOE BARAT,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/1044/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-09-01 14,B,"4,200",1. Lainnya,2. -,PLN,,,,,-5.636000000000,119.738600000000,5,62,45,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,0,1,0,0,4,4,0,1,0,2,3,0,4,1,0,3,0,1,1,0,0,2,3,SD 2013,,,,Lainnya,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E03849BC-0D26-E111-BCD5-9DB5C4DF2ECB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313657,UPT SD NEGERI 19 TURATEA,40313657,Rannaya,PAITANA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 TAHUN 2021,01-01-1982,25 TAHUN 2021,01-01-1910,Silakan Upload SK (link file tidak valid) => [505876-993229--],2021-08-29 16,B,"2,250",1. XL (GSM),2. Smartfren,PLN,,,sdi202bontobaddopaitana@gmail.com,,-5.573500000000,119.787800000000,9,36,41,6,Pagi/6 hari,,2022/2023-2,0,6,0,1,0,7,0,0,2,3,2,4,0,5,4,0,5,4,0,1,2,1,2,2,1,5,4,SD 2013,,,,XL (GSM),1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80BA49BC-0D26-E111-9902-2B18D1283C0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314541,UPT SD NEGERI 2 TURATEA,40314541,Kampung Beru,BULULOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,005/SDN/XII/1950,14-12-1950,420/1028/DIsdikbud-jp,12-07-1950,Lihat SK Operasional,2021-08-25 12,B,"1,978",1. XL (GSM),2. Telkomsel Flash,PLN,,,Rahmi960@yahoo.co.id,,-5.582100000000,119.747700000000,14,100,89,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,3,6,0,0,8,8,0,5,1,6,8,0,6,8,2,1,5,3,1,2,0,2,12,SD 2013,,,,XL (GSM),1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/106049BC-0D26-E111-A2A2-77909A1648EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313688,UPT SD NEGERI 20 TURATEA,40313688,Kayukebo,TANJONGA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,09-06-2021,20-08-1982,420/870/DISDIKBUD-JP,01-01-1910,Lihat SK Operasional,2021-08-27 11,B,"2,160",1. Telkomsel Flash,2. Smartfren,PLN,,,,http,-5.605600000000,119.741500000000,12,66,78,6,Siang/6 hari,,2022/2023-2,900,3,0,1,4,5,0,0,7,7,1,3,1,4,8,2,9,1,1,1,2,2,2,2,2,5,7,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/303747BC-0D26-E111-9FF1-432A608EC84A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313686,UPT SD NEGERI 21 TURATEA,40313686,Borong Tala,PA RASANGANG BARU,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,NOMOR TAHUN 2021,31-12-1982,NOMOR 25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2021-08-18 12,B,"2,184",1. Axis,2. XL (GSM),PLN,,,kayuloe226.bortal@gmail.com,,-5.619600000000,119.759600000000,12,52,42,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,6,0,0,6,6,2,3,1,5,7,1,4,7,0,1,2,6,0,1,2,2,10,SD 2013,,,,Axis,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20654ABC-0D26-E111-A2F8-1B6DA90860E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314548,UPT SD NEGERI 22 TURATEA,40314548,Ulugalung,MANGEPONG,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/DISDIKBUD-JP/2021,16-07-2007,420/DISDIKBUD-JP/2021,03-08-2021,Lihat SK Operasional,2021-08-31 18,C,"2,550",1. 3 (Tri),2. Telkomsel Flash,PLN,,,sdiulugalung@gmail.com,,-5.571000000000,119.756200000000,7,27,28,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,2,2,0,3,6,0,1,0,5,2,0,7,0,0,0,2,2,1,2,0,4,3,SD 2013,,,,3 (Tri),1,1,1,1,1,1
