prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A18CABFB-D9C2-4100-B6A8-4E3241CA4F45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951484,PPS Habib Muhammad Shodiq,69951484,Dusun Tunggangan RT 026 / RW 005,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BD269CC-043C-4026-B880-C416DDDD3F92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951489,PPS Hidayatul Istiqomah,69951489,Jl Masjid Sudiro RT/RW,WEDUSAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,0051/Kk.13.8/3/PS.00/1/2019,11-01-2019,0051/Kk.13.8/3/PS.00/1/2019,11-01-2019,Lihat SK Operasional,2022-05-24 09,,0,,2.,,,,,,-7.810100000000,113.352100000000,0,38,31,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E40FDFDF-20D5-4034-A6F6-747D0BE64E6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951482,PPS Nurul Fajar,69951482,Rejing,REJING,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,674,16-01-2016,1989/Kk.13.8/3/PS.00/09/2019,17-09-2019,Lihat SK Operasional,2021-08-17 15,,0,,2.,,,,,,-7.895200000000,113.311900000000,0,25,27,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3BE08B08-BC5D-44C7-9112-1417760E8216,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951486,PPS Nurul Hasan Ula,69951486,Dusun Kramat RT/RW.016/004 Desa Rejing,REJING,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,Kd.15.8/3/PS/.00/00065/2014,08-01-2014,Kd.15.8/3/PS/.00/00065/2014,08-01-2014,Lihat SK Operasional,2022-06-13 12,,0,,2.,,,,,,.000000000000,.000000000000,0,18,13,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83C1585B-C790-4490-8BBA-D5617DA29D42,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951483,PPS Nurul Qur an,69951483,Wedusan,WEDUSAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52BD2E22-9B10-47C1-976D-E39C44F043A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951514,PPS Sunan Bonang,69951514,Dusun kalongan rt/rw 13/03,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29B2B1F5-2B4D-4ECE-827D-14BF0DB5962D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951499,PPS Tarbiyatus Salafiyah,69951499,Dusun Krajan Rt 09 Rw 03 Desa Pesawahan,RANUAGUNG,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/777A4A88-F5C3-4669-90FE-A64C6ED6DA93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951488,PPS Tarbiyatus Salafiyah,69951488,Dusun Krajan Rt 09 Rw 03 Desa Pesawahan,RANUAGUNG,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F3E1CBC-A904-4258-BE14-F917C51B9504,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936956,PPS. ASZUHRIYAH,69936956,DUSUN DUNG MINI,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFA008EC-BF58-4A9A-A497-4876FA30BD33,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936955,PPS. HABIB MUHAMMAD SHODIQ,69936955,DUSUN TUNGGANGAN.,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/778D16A3-166D-4053-B2D0-E686B5E3B89D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936961,PPS. IHYAUL ISLAM,69936961,DUSUN PERENGAN RT/RW 006/007,SEGARAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE6671AB-DB1A-483B-88FE-F6BF3EA85A67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936957,PPS. NURUL HASAN,69936957,DUSUN KRAMAT,SEGARAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66DE1844-FD21-4423-9B2B-54BC2C1F35AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936958,PPS. NURUL KAMAL,69936958,DUSUN LALANGAN,RANUAGUNG,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE122233-D5B1-48DA-93BD-CD4FC54DF50C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936960,PPS. NURUL ULUM,69936960,DUSUN KRAJAN RT/RW,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08346D00-A4F2-4295-9AEB-D3BB096A624C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936959,PPS. SIROJUL ISLAM,69936959,BLOK PETONGAN,PEDAGANGAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
