prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A584A390-5A5E-4355-B3AB-657F353DB1F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310916,Akademi Kebidanan Minasa Upa,40310916,Jl Aroeppala-Hertasning Baru BTN Minasa UPA Blok AB2,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2411DTK-IX2009,03-07-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-865076,0411-865076,akbidminasaupamks@gmail.com,akbidnewmu.ac.id,-5.175319300000,119.463830000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB541449-C3C3-441F-B470-70D01C6602F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310917,Akademi Kebidanan Muhammadiyah Makassar,40310917,Jl. Pettarani II No. 31,LETTE,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2540DT2007,24-08-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-4660137,0411-443925,akbidmuh_mks@yahoo.com,www.akbidacid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12817B80-D454-4E99-92F1-2836C36535CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310918,Akademi Kebidanan Nusantara Jaya,40310918,Jl Perintis Kemerdekaan KM 13,LETTE,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,55Y.NUSJAV2007,10-05-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B796051-1790-4EDD-B6D2-51DFF9928533,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016407,Akademi Kebidanan Pelamonia Kesdam VIIWirabuana,70016407,JLN. GARUDA NO. 3AD MAKASSAR,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,264DO2008,31-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-857836,0411-857836,akbidpelamonia@ymail.com,www.akbidpelamonia.ac.id,-5.150428000000,119.411940000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5C1C2E5-9F77-4C93-B62F-4212F7E6C562,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016438,Akademi Kebidanan Reformasi,70016438,,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0411 452306,0411 452306,akbid.reformasi@yahoo.co.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0451613E-758C-4757-B9FF-37631C1EDEAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310919,Akademi Kebidanan Sandi Karsa,40310919,Jalan Bung No 27 KM 9 Tamalanrea,PANAMBUNGAN,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,196DO2004,30-12-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7CA6023-860A-4941-8DA8-1F4BC1CDFBE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310920,Akademi Kebidanan Yapma Makassar,40310920,Jl Maccini Raya No 197,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,12D.O2006,24-04-2006,,,Silakan Upload SK,,,0,,2.,,,,,,-5.137702000000,119.437093000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3632FCEA-11D2-4FE6-8AF5-F2E22E2063B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016498,Akademi Keperawatan Al-Hambra Makassar,70016498,Jalan Dr Ratulangi No 140-146,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,168DO2005,28-11-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-811-0404,0411-570-0909,akper_alhambra@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B47A00F-F8A2-40F8-9DB0-4ED06D3B1CF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016504,Akademi Keperawatan Anging Mammiri Pemprov Sulsel,70016504,,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13B09331-3491-4309-8CF4-014AD17BF64E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310924,Akademi Keperawatan Muhammadiyah Makassar,40310924,Jalan Dr Ratulangi No 101,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,824,20-04-1981,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-859127,0411-859127,info@akpermuhammadiyahmks.ac.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/041F8A6C-4BBB-4146-A233-60A91C27D1AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310926,Akademi Keperawatan Nusantara Jaya Makassar,40310926,Jl Perintis Kemerdekaan KM 13,LETTE,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,16,17-01-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-590-082,0411-590-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E6787E0-1564-4413-ADC7-EA1737EA37F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016582,Akademi Keperawatan Pelamonia Kesdam VII/ Wirabuana,70016582,,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,430/E/O/2014,02-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/873770FB-5A88-442E-AF20-CCA381B3F623,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310927,Akademi Keperawatan Reformasi,40310927,Jalan Pampang II Lr V No 01 Makassar,PANAMBUNGAN,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,I-XI-1998,19-02-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,0411 452306,0411 452306,akper.reformasi@yahoo.co.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1E1726B-C528-48DA-9315-EBE5724468D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310928,Akademi Keperawatan Sandi Karsa,40310928,Jalan Bung No 37,PANAMBUNGAN,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,196DO2004,30-12-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DF82764-6E66-42D9-97C8-4FECDAC782B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016688,Akademi Kesehatan Lingkungan Muhammadiyah Makassar,70016688,Jl Sam Ratulangi no 101,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,58D02008,28-03-2008,,,Silakan Upload SK,,,0,,2.,,0411-876571,0411-874953,aklmakassar@gmail.com; info@aklmumakassar.ac.id,aklmumakassar.ac.id,-5.163000000000,119.418000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41FDD5E4-79BE-4731-B12B-BE2585793C8D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016777,Akademi Manajemen Perpajakan Makassar,70016777,Lembeh No 63,LETTE,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,64/DIKTI/Kep/1993,29-01-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-318-108,0411-318-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24654B89-F8D2-44FC-A463-35E61D60170C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310930,Akademi Maritim Indonesia AIPI,40310930,Jalan Gatot Subroto Baru No 54,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,48,09-12-1972,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D153C3D7-E75C-4868-AC40-603205688161,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016800,Akademi Pariwisata Makassar,70016800,"Jl Gunung Rinjani No. 1 Tanjung Bunga, Kota Mandiri - Makassar",KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Permenbudpar No. PM.48/DL.107/MKP/2010,09-06-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,0411838366,0411838456,akpar@akparmakassar.ac.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A914A2E-29BC-4AAA-B15A-56A6BED400A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310933,Akademi Pariwisata YPAG Makassar,40310933,Jalan Batua Raya 7 No 21,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,111,22-05-1986,,,Silakan Upload SK,,,0 m2,1.,2.,,0411-493-740,0411-493-740,jl. dg. sirua,jl. dg. sirua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82A44E80-79EA-419F-B5C5-6BE03921F8B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310937,Akademi Pertambangan Makassar,40310937,Boulevard Raya  No 15-16 Panakkukang Mas I,BONTORANNU,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,39/M/KPT/2019,01-02-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0411 - 431876,0411 - 431876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52E7C6B1-330B-4FAC-98A1-BA050245BA80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310938,Akademi Sekretari Manajemen Atmajaya Makassar,40310938,Jl. Cendrawasih No. 522 Makassar,MARIO,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NOMOR 293DIKTIKEP1986,02-08-1982,,,Silakan Upload SK,,,0 m2,1.,2.,,,0411- 852157,aksemaatmajaya@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D4EB847-9BEC-4B5A-A951-1B0267E98D89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310939,Akademi Sekretari Manajemen Indonesia Lpi Makassar,40310939,Jalan Bung No 30 Tamalanrea,PANAMBUNGAN,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,48DO1998,07-10-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7C80529-8A6D-4E87-BAC4-A58CCA3D5505,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310940,Akademi Sekretari Manajemen Indonesia Publik,40310940,Jalan Maccini Tengah No 50-54 Makassar,MATTOANGIN,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,036001989,08-06-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DA4F421-581E-4930-9933-FCC54A041D08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016874,Akademi Teknik dan Keselamatan Penerbangan Makassar,70016874,JL. Poros Makassar Maros KM. 25 Maccopa  Sulawesi Selatan,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,INDONESIA,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,,,,Silakan Upload SK,,,0,,2.,,0411-373562,0411-373212,atkp.makassar@gmail.com,http,-5.063378400000,119.481201000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
