prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B989BD70-DC75-4A6A-9AC8-D11884F23885,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016794,Akademi Pariwisata Bunda Padang,70016794,Jalan A.R Hakim No 57,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,A.30,11-05-1983,,,Silakan Upload SK,,,5.210 m2,1.,2.,,0751-34212,0751-34212,akparbunda@yahoo.com,www.akparbundapadang.ac.id,-.957215200000,100.366921100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB4638AE-5217-43DB-8A16-3C383A9412FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016822,Akademi Pembangunan Pertanian Lubuk Alung,70016822,Jl. Ujung Gurun No. 158 Padang,TELUK KABUNG TENGAH,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,45,12-09-1981,,,Silakan Upload SK,,,0 m2,1.,2.,,0751-36631,0751-36631,apperta.sumbar@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51CA6BC8-0627-4256-80A4-839A940C96A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016853,Akademi Refraksi Optisi YLPTK,70016853,Jln.Berok Raya No.29 Jembatan Baru Siteba Padang,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,201/D/O/2009,31-12-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0751-7054695,0751-7054695,aro.padang@yahoo.co.id / aroylptkpadang@gmail.com,http,-.895161000000,100.362969000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE5CF21F-5831-400D-A4A9-A9C0A62D94DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016882,Akademi Teknik Gigi YLPTK Padang,70016882,Jl.Raya Pasir Parupuk Tabing,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,65DO2008,28-03-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,,atgpadangg@gmail.com,www.atg-yptkn.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4169DCC1-180D-4851-AF2A-8D54DE7149C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016892,Akademi Teknik Taman Siswa,70016892,,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,156/M/KPT/2018,04-07-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE2D1466-FA00-4908-BF13-7A6D18253ECF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016900,Akademi Teknologi Industri Padang,70016900,Jl. Bungo Pasang Tabing Padang,TELUK KABUNG SELATAN,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,144/M-IND/PER/10/2009,19-10-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0751-41152,0751-7055760,admin@atip.ac.id,poltekatipdg.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14E2E812-5926-4741-9F70-659517AF3AB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016903,Akademi Teknologi Pratama,70016903,Jl Karang Indah - PADANG,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,152/M/KPT/2018,04-07-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F50AA62-300B-423E-9935-C12E1C136844,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016972,AMIK Datuk Parpatiah Nan Sabatang,70016972,Jl.Patimura No. 11 C-D Padang,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,54DO2002,12-03-2002,,,Silakan Upload SK,,,0,,2.,,0751-37387,0751-37387,amikdaparnas.lp3i@gmail.com,amikdaparnas-lp3i.ac.id,-.944391700000,100.357924200000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41DCE43F-EFAC-4948-933F-EFFB2CD26667,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017907,IAIN Imam Bonjol Padang,70017907,JL. PROF. M. YUNUS LUBUK LINTAH PADANG,TELUK KABUNG SELATAN,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,KMA Nomor 77 Tahun 1966,06-09-1966,,,Silakan Upload SK,,,0 m2,1.,2.,,( 0751) 20923,(0751) 24435 - 35711,iainpadang@kemenag.go.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7695D2C-6985-43BA-A2AE-B75047025CA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018187,Institut Sains Dan Teknologi Pembangunan Nusantara,70018187,Jalan Jenderal Sudirman 19 Pindah Lokasi ke Yogya,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,210/D/O/2008,24-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA24C220-DF50-43C7-ADD1-3616798EEEF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304937,Institut Teknologi Padang,10304937,Jalan Gajah Mada Kandis Nanggalo,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02YPTKPTS1973,21-02-1973,,,Silakan Upload SK,,,19.356 m2,1.,2.,,0751-444841,0751-7055202,info@itp.ac.id,www.itp.ac.id,-.899608100000,100.362072800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84A03D0D-C7EA-4784-A026-AC01E91CABBE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019035,Politeknik 'Aisyiyah Sumatera Barat,70019035,,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,929/M/2020,06-10-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,(0751) 7058667,(0751) 7058667,info@politasumbar.ac.id,politasumbar.ac.id,-.913061000000,100.368088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA45B778-EC31-4387-A037-BC7D409195F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019051,Politeknik ATI Padang,70019051,,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,6898/E/O/2014,13-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0751-41152,0751-7055053,info@poltekatipdg.ac.id,poltekatipdg.ac.id,-.863111000000,100.342842000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA5E345F-A617-44CE-9D2B-37A433047ED3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304939,Politeknik Negeri Padang,10304939,Kampus Politeknik Negeri Padang Limau Manis,TELUK KABUNG SELATAN,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,80DIKTIKEP1985,12-03-1985,,,Silakan Upload SK,,,86.982 m2,1.,2.,,0751-72576,0751-72590,info@pnp.ac.id,www.pnp.ac.id,-.913811000000,100.466278000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72C0EBC4-7AB8-4DF9-AFA0-C2ECA2CF8A59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304940,Politeknik Tri Dharma,10304940,Jalan Jhoni Anwar No 27,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,38DO2002,14-02-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E613B78-6676-4139-A50F-80A46C8F9535,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304942,Sekolah Tinggi Farmasi Indonesia Perintis Padang,10304942,Jl Adinegoro Simpang Kalumpang Km 17 Lubuk Buaya Padang,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,42DO1997,18-07-1997,,,Silakan Upload SK,,,0,,2.,,(0751)484522,(0751)482171,stifipadang@gmail.com,stifi-padang.ac.id,-.838415700000,100.332282300000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0ABCA36C-8FBB-4C99-AC2B-47453F32FA38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304944,Sekolah Tinggi Ilmu Administrasi Lppn,10304944,Jl Seberang Padang Selatan I No 13 15,TELUK KABUNG SELATAN,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,038701986,22-05-1984,,,Silakan Upload SK,,,5.023 m2,1.,2.,,,,,,-.957138000000,100.373662000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/050ABDEE-9372-4346-A865-0EDC68CC2EEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304945,Sekolah Tinggi Ilmu Ekonomi Dharma Andalas,10304945,"Jalan Sawahan No. 103 A, Simpang Haru",KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,415DIKTIKEP1992,26-08-1992,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48EA802E-A6D0-4B02-A764-084B647FA697,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304946,Sekolah Tinggi Ilmu Ekonomi KBP,10304946,Jalan Khatib Sulaiman No 61,TELUK KABUNG SELATAN,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,424/KPT/I/2016,23-09-2016,,,Silakan Upload SK,,,11.000 m2,1.,2.,,,,,,-.915372200000,100.358538300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D56B11A4-6ABA-4134-BAA1-A715DAE183EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304947,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia,10304947,Komp Pusdiklat Bank Nagari Jl By Pass PegambiranJl. Raden Saleh No. 23 Padang,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,76DO2000,09-06-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-.927084800000,100.352798000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79038205-6C96-4998-A376-FEA9FDB7B8FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304948,Sekolah Tinggi Ilmu Ekonomi Perdagangan,10304948,Jalan DR Hamka 252,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,081601989,16-12-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-.877656000000,100.350879000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Bungus Teluk Kabung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20A3A858-4CBC-47EC-A5A6-2B1B80A612ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019935,Sekolah Tinggi Ilmu Farmasi Padang,70019935,Jalan Tamsis No. 9 Padang,KEC. BUNGUS TELUK KABUNG,KOTA PADANG,PROV. SUMATERA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,102DO2005,26-07-2005,,,Silakan Upload SK,,,14.000 m2,1.,2.,,0751-444344,0751-444344,akademik.stifarm@gmail.com,stifarm-padang.ac.id,-.894597000000,100.380448000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
