prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90A25429-0FBF-4A25-B9D7-901149DEA847,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210806,SMAS AL FATTAH,10210806,JL. CEMARA NO. 172,PULO BRAYAN DARAT II,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN AL-FATTAH MEDAN,AE9566,428/105/A/1988,,,,Silakan Upload SK,,A,"1,517",1. -,2. Telkom Speedy,PLN,,,smaswastaalfattah@gmail.com,,3.636300000000,98.666900000000,14,29,45,4,Pagi/6 hari,,2022/2023-2,"2,300",6,1,1,2,0,0,8,7,14,0,0,0,6,8,0,11,3,3,5,0,1,4,1,0,5,9,,,,,,,,,,,1,1,2,SMA 2013 IPS,Tidak Ada,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEC89242-A5F3-4E8F-A2D2-A907783B9E5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10257832,SMAS GAJAH MADA,10257832,JL. HM. SAID NO. 19,DURIAN,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Gajah Mada Sumatera Utara,AE9545,111/I05/I/1987,20-01-1987,421.3/723,01-08-2021,Lihat SK Operasional,2021-08-26 10,Sertifikat Kedaluwarsa,"2,944",1. Lainnya,2. Lainnya,PLN,,0614514978,sma.gajahmada.medantimur@gmail.com,http,3.603800000000,98.681800000000,26,61,68,5,Pagi/6 hari,,2022/2023-2,"4,400",6,1,1,2,5,0,23,1,21,0,2,3,9,17,0,24,2,6,5,2,4,3,2,4,16,10,,,,,,,,,,,1,2,2,SMA 2013 IPS,Lainnya,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAD341E6-98D1-4F66-B00B-CD9326405313,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210720,SMAS KATOLIK BUDI MURNI 1,10210720,JL. TIMOR NO. 34 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,AB7849,41,10-05-2006,421.3/189/DIS PM PPTSP/6/X/2019,13-10-2014,Lihat SK Operasional,2022-06-03 13,A,"20,000",1. CBN,2. CBN,PLN & Diesel,,4535689,budimurni19@yahoo.com,http,3.633600000000,98.662800000000,23,269,263,17,Pagi/6 hari,,2022/2023-2,"43,999",18,4,1,2,0,0,26,2,17,0,6,0,9,14,0,22,1,3,4,6,2,4,3,1,14,9,,,,,,,,,,,6,5,6,SMA 2013 IPS,CBN,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B570566-F048-45DD-8333-4B01DF84B199,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210740,SMAS KRAKATAU MEDAN,10210740,JL. Brigjend. Bejo/Cemara No. 32-34 Medan,PULO BRAYAN BENGKEL BARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kesejahteraan Keluarga,AE9552,1802/I 05/A/1987,17-09-1987,No. 420/12195/DIKMEN/2009,14-08-2009,Silakan Upload SK (link file tidak valid) => [361823-413024--],2020-08-31 14,B,"1,230",,2.,,6613958,6635837,smakrakataumedan@gmail.com,http,3.615356000000,98.679036000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,SMA 2013 MIPA,,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0BD1D7D-F8A6-4888-9EC7-522FE41B5559,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210866,SMAS MEDAN PUTRI,10210866,JL. TIMOR UJUNG NO.5 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YP. MEDAN PUTRI,AB7842,118,13-07-1962,4201/8138/Dikmenjur/2014,26-08-2014,Lihat SK Operasional,2020-12-28 07,Sertifikat Kedaluwarsa,"6,840",1. -,2. Telkom Speedy,PLN,0,4517239,smasmedanputri75@gmail.com,http,3.604100000000,98.666300000000,14,12,6,3,Pagi/6 hari,,2022/2023-2,"1,200",5,1,1,2,2,0,9,4,12,0,1,1,9,5,1,10,3,1,1,2,2,5,0,3,2,12,,,,,,,,,,,1,1,1,SMA 2013 IPS,Tidak Ada,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAD87462-B1E7-45B2-BD37-C19CE5C82DEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259371,SMAS METHODIST 3 MEDAN,10259371,JL.PERINTIS KEMERDEKAAN NO. 37,PERINTIS,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Methodist Perintis Kemerdekaan,AE9529,420/2891/Pr/07,14-02-2007,420/2941/Dikmenjur/2012,22-03-2012,Lihat SK Operasional,2015-08-13 12,A,"1,647",1. Lainnya,2. Lainnya,PLN,0614532735,0614155236,sma_methodist3@yahoo.com,,3.617200000000,98.666400000000,34,343,305,20,Siang/6 hari,,2022/2023-2,"100,000",20,4,1,2,7,0,34,0,27,0,1,6,24,10,0,33,1,2,1,5,7,2,10,7,17,17,,,,,,,,,,,7,7,6,SMA 2013 MIPA,Lainnya,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8BE3ECBF-7740-43E4-8415-3F845EFF985C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210905,SMAS METHODIST 7 MEDAN,10210905,Jalan Madong Lubis No. 7 Medan,SIDODADI,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DAUN PALEM INDONESIA,AH2633,098/105/A 1986,05-03-1986,420 / 10.963 / Dikmenjur / 2014,29-10-2014,Lihat SK Operasional,2022-11-11 06,A,"1,092",1. -,2. Lainnya (Serat Optik),PLN & Diesel,4551454,4150612,smamethodist7medan@gmail.com,http,3.594300000000,98.675100000000,15,30,66,6,Pagi/6 hari,,2022/2023-2,"33,000",8,6,1,2,0,0,17,0,15,0,0,0,10,5,0,14,1,1,3,2,4,2,3,0,7,8,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Tidak Ada,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2B84D98-ABEA-4055-A1E2-B1F759CCBA80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10220932,SMAS PULAU BRAYAN DARAT,10220932,JL. BILAL UJUNG NO. 3 MEDAN,PULO BRAYAN DARAT I,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ir. Drs. J. Kacaribu,AE9509,1104/I05/A.1987/11-03-198,21-06-2019,420/14538/Dikmenjur/2013,27-11-2013,Lihat SK Operasional,2020-08-28 10,B,"4,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,80033453,smaswastapulauberayandarat@yahoo.com,http,3.632500000000,98.674600000000,19,69,29,3,Pagi/6 hari,,2022/2023-2,"12,000",5,2,1,2,0,0,18,3,19,0,0,0,7,12,0,17,2,2,4,5,4,4,0,0,3,16,,,,,,,,,,,1,1,1,SMA 2013 MIPA,Telkomsel Flash,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0EC50FF-F937-4561-9593-164BE5747C6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210804,SMAS SWA BINA KARYA MEDAN,10210804,JL. PELAJAR NO. 1 P. BRAYAN,PULO BRAYAN BENGKEL,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,66,25-04-2008,420/2082/2020,17-06-2020,Silakan Upload SK (link file tidak valid) => [377257-383863--],2020-09-21 11,B,"1,000",,2.,,,6614081,smaswabinakarya@yahoo.co.id,http,3.602100000000,98.668600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,SMA 2013 MIPA,,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D5C5BFA-CA5B-4DFB-95E7-B6354ADF742A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937371,SMK SWASTA KESEHATAN IMELDA,69937371,JL. BILAL NO. 52,PULO BRAYAN DARAT I,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SMK SWASTA KESEHATAN IMELDA,AE9534,420/2008.PPMP/2016,05-02-2016,420/2008.PPMP/2016,05-02-2016,Lihat SK Operasional,2020-09-01 07,B,"1,800",1. XL (GSM),2. Telkom Speedy,PLN,0,0,dapo.imelda@gmail.com,,3.621700000000,98.676300000000,27,29,364,15,Pagi/6 hari,,2022/2023-2,"10,000",15,1,1,2,0,0,26,3,27,0,0,0,6,21,0,23,4,9,8,2,2,4,1,1,9,18,,,,,,,,,,,5,5,5,SMK 2013 REV. Asisten Keperawatan,XL (GSM),0
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D88BE567-03A5-4314-B116-25591C757DFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10211278,SMK SWASTA MEDAN PUTRI,10211278,JL. TIMOR UJUNG No. 5 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YP. MEDAN PUTRI,AB7842,05,07-01-2011,420/6273/DIKMENJUR/2014,24-06-2014,Lihat SK Operasional,2020-10-12 15,B,"12,100",1. Telkom Speedy,2. Telkomsel Flash,PLN,0000000,0614551568,smkbmmedanputri002@gmail.com,http,3.618300000000,98.671600000000,25,49,24,6,Pagi/6 hari,,2022/2023-2,"2,200",9,1,2,2,3,0,24,0,22,0,1,2,18,7,4,20,1,0,4,2,2,1,4,12,10,15,,,,,,,,,,,2,2,2,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkom Speedy,0
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44E10E29-9A76-42CB-B619-8D5C344A7E6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69938168,SMK SWASTA PARIWISATA IMELDA,69938168,Jl. Bilal No. 48,PULO BRAYAN DARAT I,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Imelda,AE9513,420/1620.PPMP/2016,27-01-2016,421.5/1593,20-11-2016,Lihat SK Operasional,2023-04-11 09,A,"3,476",1. -,2. Telkom Speedy,PLN,,06142065647,smkpar.imelda@gmail.com,http,3.622900000000,98.676500000000,43,76,463,17,Pagi/6 hari,,2022/2023-2,"23,000",24,0,2,2,0,0,42,3,43,0,0,0,15,28,0,39,4,13,9,3,6,5,5,2,10,33,,,,,,,,,,,6,6,5,SMK 2013 REV.  Tata Boga,Tidak Ada,0
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E3A8745-2258-4C64-945D-E753DAC180EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210774,SMKN 11 MEDAN,10210774,JL. PERINTIS KEMERDEKAAN NO. 31 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,6141,25-11-1969,6141,25-11-1969,Lihat SK Operasional,2021-01-14 17,Sertifikat Kedaluwarsa,"4,800",1. Lainnya,2. Telkom Speedy,PLN,,0614556041,smknegerisebelasmedan@yahoo.co.id,http,3.637600000000,98.669600000000,42,170,111,14,Pagi/6 hari,,2022/2023-2,"16,500",15,0,1,2,22,0,0,20,25,0,10,7,20,22,1,35,6,7,4,8,3,6,8,6,23,19,,,,,,,,,,,4,5,5,SMK 2013 REV.  Seni Musik Populer,Lainnya,0
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FAAE924-45DB-45A1-8272-F4C503D7FB3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10211063,SMKN 5 MEDAN,10211063,JL. TIMOR NO. 36 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,157/DRPT/66,02-08-1966,,01-01-1900,Silakan Upload SK (link file tidak valid) => [577335-952751--],2022-01-27 08,A,"4,800",1. Telkom Speedy,2. Telkom Speedy,PLN,,06142002271,smkn5.mdn@gmail.com,http,3.600100000000,98.679300000000,65,"1,042",96,36,Double Shift/6 hari,,2022/2023-2,"66,700",22,0,1,13,39,0,1,25,29,0,15,21,38,27,0,59,6,12,9,9,4,1,9,21,28,37,,,,,,,,,,,12,12,12,SMK 2013 REV. Desain Pemodelan dan Informasi Bangunan,Telkom Speedy,0
