prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF719AC2-B599-4543-890B-5FCACAA61D5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101503,SMKN 13 JAKARTA,20101503,JL. RAWA BELONG II-EPALMERAH,PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,063/O/1997,07-02-1997,063/O/1997,07-02-1997,Lihat SK Operasional,2016-07-12 11,A,"8,950",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,02154929070,02154929070,smkn13jkt@yahoo.com,http,-6.203300000000,106.785600000000,57,324,718,30,Sehari Penuh/5 hari,,2022/2023-2,"194,500",30,1,1,17,31,13,0,13,28,1,23,5,43,14,0,54,3,9,4,7,6,6,14,11,26,31,,,,,,,,,,,10,10,10,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkom Speedy,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E16008D-1896-4ABF-A76F-D0E5B72D9457,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101502,SMKN 17 JAKARTA,20101502,JL. G. SLIPI,SLIPI,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,5041,09-02-1980,49.Pg/I.01.2B/R.80,09-03-2015,Lihat SK Operasional,2015-03-02 10,A,"3,600",1. Lainnya (Serat Optik),2. Telkom Astinet,PLN,02153677158,0215484134,smk_negeri_17@yahoo.co.id,http,-6.191300000000,106.799900000000,32,253,374,18,Sehari Penuh/5 hari,,2022/2023-2,"113,999",18,1,1,2,17,8,0,7,18,0,8,6,22,10,0,24,8,8,3,0,6,4,3,8,12,20,,,,,,,,,,,6,6,6,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Lainnya (Serat Optik),0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5C6DB77-8D37-4A6C-BFE8-572E5AB54BEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774558,SMKS 1 BARUNAWATI,69774558,JL. X-III AIPDA KS TUBUN II/III NO 7,SLIPI,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SEKAR LAUT PELNI,AA0443,4510/-1.851.7,12-06-2012,8640/-1.851.78,21-08-2014,Lihat SK Operasional,2020-08-24 19,A,"2,760",1. Firstmedia,2. Firstmedia,PLN,0215303083,02153342203,smk.1_barunawati@yahoo.co.id,https,-6.197500000000,106.802200000000,15,222,107,9,Sehari Penuh/5 hari,,2022/2023-2,"15,000",9,0,1,2,0,0,10,8,15,0,0,0,2,13,0,12,3,4,4,1,3,2,1,0,11,4,,,,,,,,,,,3,3,3,SMK 2013 REV. Multimedia,Firstmedia,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA657FDA-1A3C-43FE-B7F3-DFB1F54DDC05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101601,SMKS AL MAFATIH JAKARTA,20101601,JL. H. JUNAIDINO.79 RT. 001 RW. 017,PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Islam Al Mafatih,AO5243,Kep.03/IOA.AI/I/1993,12-05-1993,7903/-1.851.78,17-07-2014,Lihat SK Operasional,2021-09-08 13,B,"2,644",1. Telkom Speedy,2. Telkom Speedy,PLN,02153660882,02153660882,info@smkalmafatihjkt.sch.id,http,-6.197900000000,106.791200000000,18,151,125,8,Sehari Penuh/5 hari,,2022/2023-2,"7,700",8,0,1,2,0,0,12,6,18,0,0,0,4,14,0,15,3,3,5,2,1,3,2,2,7,11,,,,,,,,,,,3,3,2,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkom Speedy,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB842223-330F-4C96-BD3A-E95AC5F167D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101679,SMKS IBU PERTIWI 1 JAKARTA,20101679,JL. LET. JEND. S. PARMAN NO. 69,SLIPI,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Dharma Muslimat,AA0409,52/VIII/SKKA P/-1974,12-08-1974,52/VIII/SKKA/IP/94,12-08-1974,Lihat SK Operasional,2020-08-28 15,B,"1,845",1. -,2. Telkom Speedy,PLN,,02170624646,smkibupertiwi1ypdm@gmail.com,http,-6.194300000000,106.797500000000,7,21,30,3,Pagi/6 hari,,2022/2023-2,"15,000",4,1,1,0,0,0,8,1,7,0,0,0,3,4,0,7,0,0,0,2,1,0,0,4,2,5,,,,,,,,,,,1,1,1,SMK 2013 REV.  Tata Boga,Tidak Ada,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/017A2286-F59D-488E-BB23-522AB342E471,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101677,SMKS IBU PERTIWI 2 JAKARTA,20101677,JL. S. PARMAN NO. 69,SLIPI,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Penddikan Dharma Muslimat,AM7264,006/SK/YPDM/I/2016,23-01-2016,001/1.10.0/31.73./1.851.6/2016,18-03-2016,Lihat SK Operasional,2020-08-31 13,A,"2,600",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0215330692,0215330692,ypdm56@gmail.com,http,-6.194400000000,106.797500000000,22,140,111,8,Pagi/6 hari,,2022/2023-2,"440,000",20,0,1,2,0,0,22,3,22,0,0,0,7,15,1,17,4,2,2,2,2,5,5,4,7,15,,,,,,,,,,,2,3,3,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Lainnya (Serat Optik),0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93993754-4729-4D60-BDE4-D51695F596AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101637,SMKS JOSUA JAKARTA,20101637,Jl. Kota Bambu Utara II No. 08,KOTA BAMBU UTARA,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Josua,AA0451,23.-,22-11-2012,9096 /-1.851.78,08-09-2014,Lihat SK Operasional,2019-08-22 00,B,"61,600",1. Firstmedia,2. Telkom Speedy,PLN,,0215638181,aaaa_arif@yahoo.com,,-6.185800000000,106.807400000000,28,157,118,9,Pagi/6 hari,,2022/2023-2,"13,200",15,0,1,2,0,0,23,11,28,0,0,0,2,26,4,23,1,4,6,3,4,0,3,8,7,21,,,,,,,,,,,3,3,3,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Firstmedia,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DDAB686-4B07-48D4-820E-A9C826223086,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101506,SMKS MUHAMMADIYAH 4 JAKARTA,20101506,JL. ANGGREK NELI MURNI BLOK B - C,KEMANGGISAN,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. D.K.I. Jakarta,AO5348,1305/I.4/B/2012,14-12-2012,5836/-1.851.78,28-04-2014,Lihat SK Operasional,2015-02-09 20,A,"4,760",1. Telkom Speedy,2. Biznet (Kabel),PLN,5493058,5364463,smkmuh4bisa@yahoo.com,http,-6.192800000000,106.793000000000,30,466,324,21,Sehari Penuh/5 hari,,2022/2023-2,"25,000",21,0,1,4,0,0,31,2,30,0,0,0,9,21,0,28,2,16,3,3,2,1,3,2,13,17,,,,,,,,,,,7,7,7,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkom Speedy,0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3812488-C0E1-4017-AE4E-4D816085C4F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101490,SMKS TELADAN JAKARTA,20101490,JL. ANGGREK CENDRAWASIH XI No.28,KEMANGGISAN,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GOLDEN NUSANTARA,AA0459,001/YGN/VI/1989,18-06-1989,004/1.12.1/31.73/1.851.5/2015,29-12-2015,Lihat SK Operasional,2020-08-31 15,B,"1,354",1. 3 (Tri),2. Telkom Speedy,PLN,53690397,02153690397,smip_teladan@yahoo.com,http,-6.198600000000,106.796900000000,12,19,15,5,Sehari Penuh/5 hari,,2022/2023-2,"5,499",6,0,1,2,0,0,8,5,12,0,0,0,4,8,3,8,1,1,1,0,2,2,2,4,5,7,,,,,,,,,,,2,1,2,SMK 2013 REV.  Perhotelan,3 (Tri),0
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BCDA8A3-F3BF-470D-8CBD-80200C75F0FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101489,SMKS TOMANG RAYA,20101489,JL. KEMUNING NO.14 A,JATI PULO,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Masjid Nurul Huda,AA0474,107/I01.A1/PP/2000,28-11-2000,2139/A2.1.2/KP/97,20-01-1997,Lihat SK Operasional,2020-09-08 07,B,903,1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,5634610,0215634610,amiruddin.husen@gmail.com,,-6.177900000000,106.799700000000,10,28,15,3,Pagi/6 hari,,2022/2023-2,"3,200",3,0,1,2,0,0,10,1,10,0,0,0,4,6,1,7,2,0,0,0,2,4,3,1,5,5,,,,,,,,,,,1,1,1,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkom Speedy,0
