prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9194F90D-C59F-4766-9F2B-D51C6B352D69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20109560,SMA Singapore School Kelapa Gading,20109560,JL. Pegangsaan Dua No. 83,PEGANGSAAN DUA,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Singapura Jakarta,AG3574,,17-12-2010,1.3857/C/KS.03.00/2021,02-12-2021,Lihat SK Operasional,2022-08-31 05,A,"19,425",1. Telkomsel Flash,2. Telkom Astinet,PLN & Diesel,0214607306,0214608888,info@siskg.com,http,-6.168133000000,106.913070000000,13,106,94,9,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"5,000",9,4,1,2,0,0,12,2,13,0,0,0,4,9,0,12,1,0,4,2,4,2,0,1,10,3,,,,,,,,,,4,3,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13B027E2-2727-4926-893F-C02B9CB4BE1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20177804,SMAK PENABUR KELAPA GADING,20177804,JL. BOULEVARD BUKIT GADING RAYA KAV. A5-A8,KELAPA GADING BARAT,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SPK SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BADAN PENDIDIKAN KRISTEN PENABUR JAKARTA,AD1986,-121-,21-03-1989,8752/-1.851.68Z,30-12-2011,Lihat SK Operasional,2015-09-14 15,A,"14,678",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,02145840602,02145840602,info@penabur-intl.org,http,-6.165300000000,106.891300000000,27,113,108,10,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"352,000",14,4,1,2,0,0,28,3,27,0,0,0,3,24,1,25,1,1,4,9,7,4,0,2,12,15,,,,,,,,,,4,3,3,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF78A883-20AE-4C80-9D7B-7C92C128D493,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100812,SMAN 45 JAKARTA,20100812,Jl. Perintis Kemerdekaan,KELAPA GADING TIMUR,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0207/0/1980,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [758861-108052--],2023-01-18 09,A,"37,500",1. Lainnya (Serat Optik),2. Telkom Astinet,PLN,02145850445,0214527345,sman45_gading@yahoo.co.id,http,-6.174900000000,106.905600000000,43,415,476,24,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"15,000",24,3,1,6,28,8,0,7,24,0,16,3,26,17,0,36,7,6,5,2,9,6,5,10,16,27,,,,,,,,,,8,8,8,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEA08332-643C-4DFE-BDD5-8226783A972E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100796,SMAN 72 JAKARTA,20100796,JL. PRIHATIN KOMP  TNI AL,KELAPA GADING BARAT,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0473/O/1983,09-11-1983,0473/O/1983,09-11-1983,Silakan Upload SK (link file tidak valid) => [268600-460610-168782-70148658-1330968016.PDF],2019-10-28 08,A,"7,423",1. Lainnya,2. Telkom Astinet,PLN,45850134,4502584,sma72jakarta@gmail.com,http,-6.163500000000,106.884600000000,43,369,415,22,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"104,998",22,3,1,6,30,7,0,6,18,0,17,8,30,13,0,41,2,2,4,4,5,9,10,9,13,30,,,,,,,,,,7,7,8,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3426C59C-F1FD-4E7E-A97B-CBCCEA7EF486,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100616,SMAS DON BOSCO 1 JAKARTA,20100616,JL. BOULEVARD TIMUR KELAPA GADING,PEGANGSAAN DUA,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PANCA DHARMA,AD2510,Kep.825A/101.A1/I/1992,16-11-1992,Nomor,24-12-2014,Lihat SK Operasional,2015-09-11 09,A,"4,400",1. Smartfren,2. Lainnya (Serat Optik),PLN,4528509,4528509,smasdonbosco1@gmail.com,http,-6.166000000000,106.913400000000,15,84,78,6,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"37,000",9,4,1,2,0,0,23,0,15,0,0,0,4,11,0,13,2,6,4,1,0,2,2,0,6,9,,,,,,,,,,2,2,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/752EF85F-66BB-4F4B-BAAD-DC887BB92C9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100601,SMAS KRISTEN 5 BPK PENABUR,20100601,JL. HIBRIDA RAYA BLOK QA3,KELAPA GADING BARAT,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BADAN PENDIDIKAN KRISTEN PENABUR JAKARTA,AD1986,960A/101.A1/I/95,20-03-1995,13005/-1.851.68,31-12-2014,Lihat SK Operasional,2015-09-09 08,A,"2,392",1. Lainnya (Kabel),2. Centrin (Wavelan),PLN,45845708,4515673,a05jkt@bpkpenaburjakarta.or.id,http,-6.148200000000,106.908200000000,49,358,343,22,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Lainnya (Kabel),"157,600",24,4,1,8,0,0,54,2,49,0,0,0,25,24,0,46,3,2,14,5,9,5,8,6,20,29,,,,,,,,,,8,7,7,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07F47C24-BCA0-42A7-A6BF-F0B4BEFF2450,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20109180,SMAS MARIE JOSEPH,20109180,JL PUSPA GADING I BLOK H2 No.10-12 Pegangsaan Dua Kelapa Gading Jakarta Utara,PEGANGSAAN DUA,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AMKUR JAKARTA,AH9926,2009/1.851.68,15-12-2006,1348/2008,24-10-2008,Lihat SK Operasional,2015-08-29 14,A,450,1. Smartfren,2. Telkom Speedy,PLN,02145876295,02145876292,sma_mariejoseph@yahoo.com,http,-6.173100000000,106.914800000000,17,93,68,7,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"4,500",8,5,1,2,0,0,21,3,17,0,0,0,9,8,0,13,4,3,1,2,4,1,3,3,11,6,,,,,,,,,,2,3,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45DF5A9B-7CE0-4153-A68C-9B956F6F6CB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100608,SMAS PGRI 12 JAKARTA,20100608,JL. TABAH I NO. 5,KELAPA GADING BARAT,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi DKI Jakarta,AA0622,Nomor,10-03-1984,413/-1.851.68,23-01-2014,Silakan Upload SK (link file tidak valid) => [669230-935730--],2022-08-03 12,A,0,1. -,2. Telkom Speedy,PLN,4529428,4529428,pgri12_dki@yahoo.co.id,http,-6.163300000000,106.885200000000,27,159,136,11,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"25,000",11,5,1,2,1,0,9,18,26,0,0,1,5,22,0,17,10,13,4,2,1,1,2,4,12,15,,,,,,,,,,4,5,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92EF730D-9EEB-4B3C-B5A3-6BF3F5AE51BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107390,SMAS SAINT PETER,20107390,JL. BOULEVARD TIMUR RAYA NO. 8,PEGANGSAAN DUA,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Saint Peter,AG3589,325/2005,01-01-2005,2128/D/KEP/KP/2014,21-11-2014,Lihat SK Operasional,2015-02-10 14,A,"7,680",1. Biznet (Serat Optik),2. Biznet (Kabel),PLN,45222934,4524246,shs@saintpeter.sch.id,http,-6.165200000000,106.914800000000,17,15,6,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Biznet (Serat Optik),"15,000",6,5,1,2,0,0,17,2,16,0,1,0,8,9,0,16,1,4,3,3,2,2,2,1,9,8,,,,,,,,,,1,2,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA093544-0FEA-460C-B363-2C4E5A9AC1D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100799,SMAS SANTO YAKOBUS JAKARTA,20100799,JL. PEGANGSAAN DUA KM. 3.5,PEGANGSAAN DUA,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Santo Yakobus,AG3566,,,,,Silakan Upload SK,,A,"1,104",1. CBN,2. Biznet (Serat Optik),PLN,46825101,46826446,smayakobus25@yahoo.com,http,-6.153500000000,106.915800000000,32,184,194,13,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,CBN,"15,000",21,4,1,15,0,0,30,9,31,0,1,0,11,21,0,32,0,7,7,3,4,5,4,2,12,20,,,,,,,,,,4,5,4,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1439803F-D961-46F2-BAD7-E174CEA499BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100632,SMAS TUNAS GADING,20100632,JL. GADING PUTIH RAYA P2/23,KELAPA GADING TIMUR,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN TUNAS GADING BAKTI NUSANTARA,AG3568,1521/1851.3,23-06-2004,0001/1.10.0/31.72/-1.851.68/2016,26-01-2016,Lihat SK Operasional,2020-09-15 11,B,900,1. -,2. Telkom Speedy,PLN,0214523169,0214529221,smatunasgading2020@yahoo.com,http,-6.168000000000,106.912100000000,12,11,6,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"4,700",6,2,1,2,0,0,12,3,12,0,0,0,2,10,0,8,4,7,2,2,0,1,0,0,5,7,,,,,,,,,,2,2,2,
D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6970297-F91D-4A44-A733-CC5217A06765,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100778,SMAS TUNAS KARYA JAKARTA,20100778,JL. PALEPAH KUNING NO. 3,KELAPA GADING TIMUR,KEC. KELAPA GADING,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ELKA,AG3553,No. 03/Yay/I/1986,01-01-1900,No. 12996/-1.851.68,01-01-1900,Silakan Upload SK (link file tidak valid) => [364942-39145--],2020-09-01 07,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,4520738,4520738,smastunaskarya@yahoo.com,http,-6.160900000000,106.903600000000,10,19,18,5,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"50,000",5,3,2,1,0,1,8,6,10,0,0,0,3,7,2,6,2,2,1,2,1,0,0,4,4,6,,,,,,,,,,2,2,1,
