prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4745DEA6-2A05-4E38-B13B-BE7B89A75DF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20231704,SMAS ANANDA,20231704,JL. PROF. MUH. YAMIN NO. 21 DUREN JAYA,DUREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pancaran Tridharma,AG6474,946/I02/Kep/E/88,15-02-1988,877/I02.4/R.86,11-08-1986,Lihat SK Operasional,2020-03-27 04,A,"6,063",1. -,2. Lainnya (Serat Optik),PLN,8820363,8803816,sma@ananda-bekasi.sch.id,http,-6.233200000000,107.021900000000,28,221,183,13,Sehari Penuh/5 hari,,2022/2023-2,"11,800",16,4,1,2,0,0,22,8,28,0,0,0,12,16,0,25,3,6,5,3,2,0,5,7,14,14,,,,,,,,,,,4,4,5,SMA 2013 MIPA,Tidak Ada,
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7148F119-9343-4163-9E07-CA7218CE7139,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20252595,SMAS BANI SALEH,20252595,JL. MELATI RAYA 2 NO.54,BEKASI JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bani Saleh Bekasi,AG6434,831/I 02/Kep/E 91,30-07-1985,539/I08/07/R.87,11-06-1987,Lihat SK Operasional,2020-08-27 15,A,"2,500",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,02188342088,,smabanisalehkotabekasi@gmail.com,http,-6.245700000000,107.011700000000,17,74,77,6,Sehari Penuh/5 hari,,2022/2023-2,"2,200",20,2,1,2,1,0,8,12,16,0,0,1,6,11,0,12,5,6,3,2,0,1,1,4,8,9,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Telkom Speedy,
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05461D28-520D-4A9D-B881-444AFC3A85DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774554,SMAS GLOBAL PERSADA MANDIRI,69774554,"KOMPLEK GPM SCHOOL, JL MEKAR SARI NO 5",BEKASI JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GLOBAL PERSADA MANDIRI,AG6435,800/19/9-Dikmen/VI/2011,16-06-2011,800/1919-Dikmen/VI/2011,16-06-2011,Lihat SK Operasional,2019-08-21 02,A,"6,000",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,8814398,gpmshs.299@gmail.com,http,-6.224400000000,107.017600000000,18,41,71,6,Sehari Penuh/5 hari,,2022/2023-2,"60,000",6,5,1,2,0,0,21,2,18,0,0,0,4,14,0,14,4,7,1,1,2,2,2,3,4,14,,,,,,,,,,,2,2,2,SMA 2013 IPS,Lainnya (Serat Optik),
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCA6418D-B7B0-420D-8BD9-7C7AFF3E04FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223064,SMAS KORPRI,20223064,JL. RUMAH SAKIT MEKAR SARI BEKASI,BEKASI JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Maju Sejahtera,AI2102,277/I02/KEP/OT,01-01-1900,277/I02/KEP/OT/1996,02-05-1996,Lihat SK Operasional,2021-06-24 19,A,0,1. -,2. Lainnya,PLN,88350717,8808940,smakorpri@smakorpri-bekasi.sch.id,http,-6.231800000000,107.011800000000,45,309,376,22,Sehari Penuh/5 hari,,2022/2023-2,"85,000",24,3,1,1,2,0,43,13,43,0,2,0,18,27,0,38,7,8,8,11,7,6,1,4,15,30,,,,,,,,,,,7,7,8,SMA 2013 Bhs&Budaya,Tidak Ada,
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6644F4E-11D3-4175-8AE6-E7E27A0F4EC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223076,SMAS MANDALAHAYU,20223076,JL. MARGAHAYU JAYA NO. 304,MARGAHAYU,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MANDALAHAYU,AG6446,983/02/Kep/E.90,31-03-1990,983/I 02/Kep/E 90,31-03-1990,Lihat SK Operasional,2020-08-28 07,A,0,1. -,2. Lainnya (Serat Optik),PLN,8808956,88346805,mandalahayusma@ymail.com,http,-6.258700000000,107.016800000000,18,140,202,10,Sehari Penuh/5 hari,,2022/2023-2,"3,600",10,1,1,2,0,0,13,5,18,0,0,0,4,14,0,14,4,5,4,3,2,3,1,0,6,12,,,,,,,,,,,3,4,3,SMA 2013 Bhs&Budaya,Tidak Ada,
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4545B4CB-3C8B-4D3A-80D6-86787B3ABC50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223066,SMAS PGRI 1 BEKASI,20223066,JL. CIREBON DUREN JAYA,DUREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat,AA1655,No. 017/ YPLP PGRI/V/Kpt/1980,13-12-1980,222/102.Kep/ E 81,05-11-1981,Lihat SK Operasional,2017-08-03 14,A,0,1. Indosat Mentari,2. Telkom Astinet,PLN,0218825256,0218803995,info@smapgri1bekasi.sch.id,http,-6.233900000000,107.020200000000,43,331,415,22,Sehari Penuh/5 hari,,2022/2023-2,"180,500",26,4,1,2,7,3,18,17,35,0,3,5,20,23,1,40,2,6,6,1,5,3,8,14,15,28,,,,,,,,,,,7,7,8,SMA 2013 IPS,Indosat Mentari,
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12006C75-C605-40F9-AD25-73BBA95CB36C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223031,SMAS SANTA MARIA MONICA,20223031,JL. KARANG SATRIA NO. 1 KP. CEREWET,DUREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN HANDAYANI,AD7415,49/I02.1/Kep/OT/96,14-01-1997,49/I02.1/Kep/OT/1996,14-01-1997,Lihat SK Operasional,2020-08-27 09,A,"1,521",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN & Diesel,02188343806,02188343806,sma@st-maria-monica.sch.id,http,-6.232813700000,107.023575700000,15,96,57,6,Sehari Penuh/5 hari,,2022/2023-2,"53,000",8,4,1,10,0,0,13,5,14,0,1,0,9,6,0,13,2,5,0,0,1,2,5,2,6,9,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Lainnya (Kabel),
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B32E974A-0829-416F-8D19-23BCBB52C5DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029068,SMK Global Persada Mandiri,70029068,Jl. Mekar Sari No. 5,BEKASI JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GLOBAL PERSADA MANDIRI,AG6435,3/011060a/DPMPTSP/2022,14-04-2022,3/011060a/DPMPTSP/2022,14-04-2022,Lihat SK Operasional,2022-05-27 10,,"3,625",1. Lainnya,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,17,34,35,3,Sehari Penuh/5 hari,,2022/2023-2,"87,000",4,0,1,2,0,0,17,2,17,0,0,0,4,13,0,13,4,3,2,2,3,1,3,3,8,9,,,,,,,,,,,1,1,1,SMK 2013 REV.  Desain Komunikasi Visual,Lainnya,0
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7593E50F-A3ED-4CB8-86AD-76C9D7A19582,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69831103,SMK KORPRI KOTA BEKASI,69831103,JL. MULTIGUNA NO.03,MARGAHAYU,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Internasional Study Center II,AG6445,AHU-0023758.ah.01.04.Tahun2016,22-11-2012,421.5/KEPG/DISDIK/IV/2014,02-04-2014,Lihat SK Operasional,2020-08-29 12,B,"1,900",1. -,2. Telkomsel Flash,PLN,,,smkkorpribekasi@yahoo.co.id,http,-6.252652000000,107.019596000000,11,17,4,3,Sehari Penuh/5 hari,,2022/2023-2,"220,000",6,0,1,2,0,0,7,7,11,0,0,0,1,10,1,8,2,0,3,1,3,2,1,1,3,8,,,,,,,,,,,1,1,1,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Tidak Ada,0
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1880F858-1254-4200-B532-4FF69237FAC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819419,SMK SANTA MARIA MONICA,69819419,Jln. Karang Satria No.1,DUREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN HANDAYANI,AD7415,421.5/Kep.122-Disdik/X/2012,01-08-2012,421.5/Kep.122-Disdik/X/2012,31-10-2012,Lihat SK Operasional,2020-08-27 09,B,"1,521",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,88343806,88343806,smk@st-maria-monica.sch.id,http,-6.241200000000,107.027800000000,12,4,14,3,Sehari Penuh/5 hari,,2022/2023-2,"15,000",3,0,1,2,0,0,8,5,12,0,0,0,7,5,2,7,3,3,0,0,2,2,2,3,5,7,,,,,,,,,,,1,1,1,SMK 2013 REV.  Tata Boga,Lainnya (Kabel),0
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23310E5C-10FC-4053-8E9E-D4D91ABA4E76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20269651,SMKN 6 KOTA BEKASI,20269651,Jl. Kusuma Utara X Perum Wisma Jaya  No. 169 Rt. 001 Rw. 016,DUREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/Kep.695-Disdik/XII/2010,31-12-2010,421/Kep.695-Disdik/XII/2010,31-12-2010,Lihat SK Operasional,2019-09-02 15,Sertifikat Kedaluwarsa,"5,397",1. Telkom Speedy,2. Lainnya (Kabel),PLN,,02188350006,info@smkn6kotabekasi.sch.id,http,-6.230500000000,107.035100000000,68,496,623,32,Sehari Penuh/5 hari,,2022/2023-2,83,23,0,1,19,11,27,5,25,56,0,11,1,22,46,0,62,6,8,18,9,16,9,4,4,23,45,,,,,,,,,,,12,10,10,SMK 2013 REV. Rekayasa Perangkat Lunak,Telkom Speedy,0
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005FF4A8-ED04-48E1-8ACC-C1F0FB3B9022,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758956,SMKS AL MUHADJIRIN 2 BEKASI,69758956,JL PULAU JAWA RAYA PERUMNAS 3 BEKASI,AREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPIMBR,AG6450,421.4/03-BPT/I/2013,23-01-2013,"421,5KEP.40-DISDIK/IV/201",04-04-2013,Lihat SK Operasional,2020-09-02 13,A,"9,497",1. -,2. Telkom Speedy,PLN,,0218800465,info@smkalmuhadjirin2.sch.id,http,-6.249100000000,107.030000000000,22,13,131,6,Sehari Penuh/5 hari,,2022/2023-2,"32,000",7,2,1,2,0,0,20,7,22,0,0,0,4,18,2,17,3,6,6,4,2,2,0,2,4,18,,,,,,,,,,,2,2,2,SMK 2013 REV. Farmasi Klinis dan Komunitas,Tidak Ada,0
Jawa Barat,Kota Bekasi,Bekasi Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/287DCFFE-5F0A-434A-89D8-594A0E667F51,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20231730,SMKS AL MUHADJIRIN BEKASI,20231730,JL. PULAU JAWA RAYA PERUMNAS 3,AREN JAYA,KEC. BEKASI TIMUR,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPIMBR,AG6450,No. 33,07-07-1986,288/102/Kep/E/95,12-05-1995,Lihat SK Operasional,2023-02-15 15,A,"9,985",1. Telkom Speedy,2. Telkom Astinet,PLN,8829052,8829052,smk_almuhadjirin@yahoo.co.id,http,-6.250000000000,107.029900000000,24,262,84,20,Sehari Penuh/5 hari,,2022/2023-2,"10,000",25,3,1,4,0,0,23,10,23,0,1,0,7,17,0,18,6,11,0,2,3,2,6,0,14,10,,,,,,,,,,,6,7,7,SMK 2013 REV. Teknik Instalasi Tenaga Listrik,Telkom Speedy,0
