prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9802C24D-CCF5-4ED9-B132-31EE1DAFBED5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107278,SMAS ASISI JAKARTA,20107278,JL. HAJI RAMLI RT. 005/03,MENTENG DALAM,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Santo Fransiskus Asisi,AG3829,230A/I01.1A/I/89,20-06-1989,9233/-1.851.68,12-11-2012,Silakan Upload SK (link file tidak valid) => [316433-143161--],2020-08-24 12,A,"1,440",1. Firstmedia,2. Firstmedia,PLN,8354509,8354509,smaasisi2020@gmail.com,http,-6.231400000000,106.842300000000,24,157,99,10,Sehari Penuh/5 hari,,2022/2023-2,"66,000",15,4,1,2,0,0,22,6,24,0,0,0,13,11,1,17,6,8,3,2,3,3,1,4,9,15,,SMA 2013 IPS,,,,,,,,,,3,4,3,Firstmedia,
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6066659A-90D9-4816-972F-5593A828BAB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107294,SMAS DEWI SARTIKA,20107294,JL. TEBET BARAT DALAM NO. 39,TEBET BARAT,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN UMUM DEWI SARTIKA,AG3840,SP.803/I01.G4/I.87,28-02-1987,7871/-1.851.68,17-07-2014,Lihat SK Operasional,2023-01-30 08,A,"4,875",1. Telkom Speedy,2. Telkom Speedy,PLN,0218303808,0218294942,info@smadewisartika.sch.id,http,-6.237300000000,106.847700000000,22,154,184,11,Sehari Penuh/5 hari,,2022/2023-2,"5,000",13,4,1,2,0,0,12,13,22,0,0,0,5,17,0,16,6,12,2,0,2,0,1,5,9,13,,SMA 2013 MIPA,,,,,,,,,,6,2,3,Telkom Speedy,
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC3BA857-275B-441E-B611-DFED3D2C3792,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107279,SMAS ISLAM AS SYAFIIYAH 01 JAKARTA,20107279,JL. BUKIT DURI SELATAN NO. 29,BUKIT DURI,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Islam As-Syafi'iyah Jakarta,AI0189,144/x.8/SMA.AS/II/88,05-02-1988,Kep.03/101.A1/I/.88,28-05-1988,Lihat SK Operasional,2021-10-14 09,A,"1,800",1. -,2. Telkom Speedy,PLN,0218302342,0218302342,sma_assyafiiyah1@ymail.com,http,-6.220200000000,106.851100000000,30,272,267,15,Sehari Penuh/5 hari,,2022/2023-2,"56,000",15,3,1,13,0,0,33,5,30,0,0,0,7,23,0,22,8,14,6,2,2,2,2,2,14,16,,SMA 2013 Bhs&Budaya,,,,,,,,,,5,5,5,Tidak Ada,
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D12F5792-9C1A-4A28-8D6A-4A3CEFA62341,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107317,SMAS MUHAMMADIYAH 5 JAKARTA,20107317,JL. TEBET TIMUR RAYA 565,TEBET TIMUR,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. D.K.I. Jakarta,AO5348,1537/II-024/DKI-61/78,15-07-1978,7215/-1.851.68,17-06-2014,Lihat SK Operasional,2020-12-22 10,A,"7,038",1. Firstmedia,2. Biznet (Kabel),PLN,0218310679,0218351301,smam5.jaksel@gmail.com,http,-6.235400000000,106.853700000000,29,295,296,18,Sehari Penuh/5 hari,,2022/2023-2,"449,998",20,4,1,4,0,0,10,24,29,0,0,0,1,28,0,23,6,22,3,1,0,2,1,0,10,19,,SMA 2013 IPS,,,,,,,,,,5,6,7,Firstmedia,
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE5462C9-4FD9-411A-A9BC-925E2C499436,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107318,SMAS MUTTAQIEN JAKARTA,20107318,JL. ASEM BARIS RAYA NO. 5,KEBON BARU,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPI NURUL MUTTAQIEN,AG3844,43/KPTS/MUT/VI/1989,07-06-1989,4/1.10.0/31.74/-1.851.68/2016,15-08-2016,Lihat SK Operasional,2016-09-29 08,B,600,1. Lainnya,2. Telkom Speedy,PLN,0218302859,8302859,smamuttaqienjakarta@gmail.com,http,-6.241600000000,106.859600000000,18,78,54,5,Sehari Penuh/5 hari,,2022/2023-2,"5,999",6,4,1,2,0,0,13,7,17,0,1,0,3,15,0,14,4,6,2,0,0,3,3,4,9,9,,SMA 2013 IPS,,,,,,,,,,2,2,1,Lainnya,
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63425C42-3679-4321-9530-5C9C118A7D86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107340,SMAS YASPORBI 1 JAKARTA,20107340,"JL. DEPOSITO I KOMP. BANK INDONESIA, MENTENG DALAM, TEBET, JAKARTA SELATAN",MENTENG DALAM,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Yasporbi,AG3818,980A/101A1/95,27-09-1995,12108/-1.851.68,28-11-2014,Silakan Upload SK (link file tidak valid) => [450755-762440--],2021-06-02 07,A,"1,716",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,8311710,8311710,sma_yasporbi@yahoo.co.id,http,-6.239500000000,106.842300000000,19,128,91,7,Sehari Penuh/5 hari,,2022/2023-2,"55,000",11,3,1,2,0,0,20,3,19,0,0,0,6,13,0,16,3,7,1,1,2,2,2,4,10,9,,SMA 2013 IPS,,,,,,,,,,3,2,2,Lainnya (Serat Optik),
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9084696E-336B-4DD0-AD4B-6C726ECE65B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107342,SMAS YMIK 2 JAKARTA,20107342,MANGGARAI UTARA VII,MANGGARAI,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Memajukan Ilmu dan Kebudayaan,AD2045,13,17-10-2013,7210/-1.851.68,17-06-2014,Lihat SK Operasional,2020-08-28 15,A,"26,219",1. XL (GSM),2. Telkom Speedy,PLN,8298238,8298238,sma_ymik2@yahoo.co.id,http,-6.211000000000,106.853000000000,23,175,199,12,Sehari Penuh/5 hari,,2022/2023-2,"49,201",12,4,1,2,0,0,19,9,22,0,1,0,9,14,1,19,3,9,2,3,4,2,1,2,6,17,,SMA 2013 IPS,,,,,,,,,,4,4,4,XL (GSM),
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F604C827-F7BD-4AC9-899A-840CF17F9E5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102538,SMK AS-SYAFI`IYAH JAKARTA,20102538,JL BUKIT DURI SELATAN NO. 29,BUKIT DURI,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Islam As-Syafi'iyah Jakarta,AI0189,Kep.13a/I01.A1/PP/1998,02-03-1998,591 Tahun 2014,21-04-2014,Lihat SK Operasional,2015-06-22 11,B,225,1. Firstmedia,2. Telkom Speedy,PLN,0218319994,0218319994,smk.assyafiiyah.jakarta@gmail.com,http,-6.220600000000,106.853600000000,24,169,201,12,Sehari Penuh/5 hari,,2022/2023-2,400,14,1,1,2,0,0,29,3,24,0,0,0,6,18,0,20,4,11,4,2,2,1,3,1,8,16,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,,,,,,,,,,4,4,4,Firstmedia,0
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005DC4C1-AB5A-44FE-A291-26AE9E3AA3E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102537,SMK ASISI,20102537,JL. KH. RAMLI NO 24 RT 05/03,MENTENG DALAM,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Santo Fransiskus Asisi,AG3829,259/PIMB-PB/S/95,09-02-1995,5614 /-1.851.78,21-04-2014,Silakan Upload SK (link file tidak valid) => [702262-819909--],2022-09-06 12,B,"12,300",1. Lainnya,2. Lainnya (Kabel),PLN,0,0218306435,smk_asisi18@yahoo.co.id,http,-6.231100000000,106.842300000000,18,107,40,9,Sehari Penuh/5 hari,,2022/2023-2,"33,000",8,1,1,5,0,0,12,9,18,0,0,0,7,11,0,12,6,7,2,3,1,2,3,0,11,7,,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,,,,,,,,,,3,3,3,Lainnya,0
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6FCE9AFF-C8B1-4A16-A248-F9EC2F24EB40,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102457,SMK YASDA,20102457,Jl. Patra Kuningan XV RT 011/13,MENTENG DALAM,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Daarussa'adah,AI0170,104,01-01-1900,005/101.A1/I/96,17-06-1996,Silakan Upload SK (link file tidak valid) => [479909-648449--],2021-07-29 09,B,"2,000",1. -,2. Telkom Speedy,PLN,,8355865,smkyasda@gmail.com,http,-6.229200000000,106.836800000000,14,19,36,3,Sehari Penuh/5 hari,,2022/2023-2,"4,000",4,0,1,2,0,0,15,2,14,0,0,0,4,10,1,13,0,1,3,2,2,2,1,3,3,11,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,,,,,,,,,,1,1,1,Tidak Ada,0
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F2DFA7F-08B6-411C-8244-4E977D2A10E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102581,SMKN 32 JAKARTA,20102581,JL. TEBET DALAM 4 NO. 1,TEBET BARAT,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,037/O/1977,01-03-1977,036/O/1997,07-03-1997,Lihat SK Operasional,2021-08-13 14,A,"2,695",1. Firstmedia,2. Telkom Astinet,PLN,0218316906,0218316906,smkn_32jakarta@yahoo.com,http,-6.225200000000,106.850800000000,43,168,505,20,Sehari Penuh/5 hari,,2022/2023-2,"152,998",22,1,1,3,23,10,1,9,21,0,15,7,29,14,2,38,3,8,5,1,11,2,7,9,15,28,,SMK 2013 REV.  Tata Boga,,,,,,,,,,6,7,7,Firstmedia,0
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6720F48-A78C-47D8-BE11-E87C6F961928,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102590,SMKS 17 AGUSTUS 1945 2 JAKARTA,20102590,JL. TEBET DALAM III-A,TEBET BARAT,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01.131/C,25-08-1981,397/Ed.8/Ext/SMEA/VIII/96,29-12-2014,Lihat SK Operasional,2015-06-22 06,A,"6,636",1. -,2. Telkom Speedy,PLN,0218305784,0218305784,smk17agustus_1945@yahoo.com,http,-6.228500000000,106.849600000000,22,166,166,12,Sehari Penuh/5 hari,,2022/2023-2,"6,000",13,0,1,2,0,0,10,16,22,0,0,0,6,16,1,17,4,9,2,4,1,3,0,3,7,15,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,,,,,,,,,,5,3,4,Tidak Ada,0
D.K.I. Jakarta,Kota Jakarta Selatan,Tebet,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AD8499C-7A82-4D8B-84D6-C70EB3CCB5B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102640,SMKS KARYA GUNA JAKARTA,20102640,JL. MANGGARAI UTARA 1,MANGGARAI,KEC. TEBET,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,A.527/Sek/Tek,19-04-1971,8642 /-1.851.78,21-08-2014,Lihat SK Operasional,2021-08-29 12,A,"3,600",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0218298231,0218291514,smkkaryaguna_jkt@yahoo.co.id,http,-6.209800000000,106.851500000000,31,477,17,19,Sehari Penuh/5 hari,,2022/2023-2,"11,995",22,0,1,2,0,0,40,1,31,0,0,0,9,22,2,25,4,7,7,2,5,0,1,9,18,13,,SMK 2013 REV. Teknik Komputer dan Jaringan,,,,,,,,,,5,8,6,Telkom Speedy,0
