prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23CEEC84-0B75-427D-857F-BAE627D0C5B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70002202,SMAS BAITUL HIKMAH,70002202,JL. KH. Ahmad Dahlan,TANJUNG RIAU,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan At Tamaddun,AD0860,163/1 K.2/DPMPTSP/II/2020,05-02-2020,163/1 K.2/DPMPTSP/II/2020,05-02-2020,Lihat SK Operasional,2020-06-19 13,,"2,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,1.105011400000,103.976601700000,3,4,6,3,Pagi/6 hari,,2022/2023-2,"5,000",1,0,0,2,0,0,4,1,3,0,0,0,1,2,0,3,0,1,1,0,0,0,1,0,1,2,,SMA 2013 IPS,,,,,,,,,,1,1,1,Telkomsel Flash,
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3AE792F-38EF-4712-80FE-D1AA720074C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967165,SMAS BUDI LUHUR BOARDING SCHOOL,69967165,Patam Asri Blok T  No 1,PATAM LESTARI,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Budi Luhur Batam,AG2671,AHU-004481,01-04-2016,255/KPTS-A/VI/2017,21-06-2017,Silakan Upload SK (link file tidak valid) => [813309-968887--],2023-04-10 10,B,"15,000",1. Lainnya (Serat Optik),2. Telkomsel Flash,PLN,,07783541374,budiluhursmas@gmail.com,http,1.120100000000,103.959500000000,10,62,92,6,Pagi/6 hari,,2022/2023-2,"9,000",6,1,1,13,0,0,7,5,10,0,0,0,0,10,0,7,3,6,2,1,1,0,0,0,5,5,,SMA 2013 IPS,,,,,,,,,,2,2,2,Lainnya (Serat Optik),
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1C9C89C9-B7E8-4B4E-A6DC-6ED564A0ECBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988820,SMAS ULUL ILMI CENDIKIA,69988820,"Jl. Ir. Sutami, RT 02 RW 05",TANJUNG PINGGIR,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM KEPRI,AW8328,002/S.KEP/YPIK/IV/2019,25-04-2018,1782/KPTS-18/V/2019,13-05-2019,Lihat SK Operasional,2019-07-17 09,C,0,1. -,2. Biznet (Kabel),PLN,,,smauicendekia@gmail.com,,1.131465000000,103.961608000000,8,27,30,3,Pagi/6 hari,,2022/2023-2,66,3,1,1,2,0,0,8,1,8,0,0,0,0,8,0,7,1,4,4,0,0,0,0,0,3,5,,SMA 2013 MIPA,,,,,,,,,,1,1,1,Tidak Ada,
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CBAD6AD-9AB6-4519-A712-9FEB21276652,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010620,SMK ISLAMIC CENTRE NW,70010620,JL. KH. AHMAD DACHLAN,TANJUNG RIAU,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ISLAMIC CENTRE NAHDLATUL WATHAN,AX1936,014/SK/YASINAN/I/2014,14-04-2014,145/1L.3/DPMPTSP/IV/2021,27-04-2021,Lihat SK Operasional,2021-06-09 23,,"27,500",1. Lainnya,2. Lainnya,PLN,,,,,1.096755500000,103.936283300000,12,15,18,3,Pagi/6 hari,,2022/2023-2,"23,000",3,0,0,0,0,0,18,0,12,0,0,0,0,12,0,10,2,8,0,0,1,1,0,2,8,4,,SMK 2013 REV. Teknik Komputer dan Jaringan,,,,,,,,,,1,1,1,Lainnya,0
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2700F1F8-B1AC-41C7-8A32-2EE383078B57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002571,SMK NEGERI 4 BATAM,11002571,TIBAN II,PATAM LESTARI,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,KPTS.178/HK/IV/2008,23-04-2008,SMKN 4 BATAM,23-04-2008,Silakan Upload SK (link file tidak valid) => [797180-999512--],2023-03-10 16,Sertifikat Kedaluwarsa,"10,115",1. -,2. Telkom Speedy,PLN,0778327626,0778327626,infosmkn4batam@gmail.com,http,1.116100000000,103.969200000000,73,926,722,41,Sehari Penuh/5 hari,,2022/2023-2,0,26,0,1,2,24,17,0,32,52,0,19,2,26,47,1,61,11,18,9,13,12,10,7,4,24,49,,SMK 2013 REV. Kimia Analisis,,,,,,,,,,14,13,13,Tidak Ada,1
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F60C3C04-6EC1-4C26-9550-514CF3D7F2E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955442,SMKS IT AR RISALAH,69955442,KAV. MENTARAU BLOK J NO. 100,PATAM LESTARI,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL RISALAH,AD0896,1895.1/422.10/DIKMEN/XII/2015,01-12-2015,790/422.6/DIKMEN/IX/2016,26-09-2016,Lihat SK Operasional,2021-08-23 18,C,120,1. -,2. Telkom Speedy,PLN,,,arrisalahbtm.smk@gmail.com,,1.115100000000,103.943300000000,4,14,15,4,Sehari Penuh/5 hari,,2022/2023-2,"2,200",3,0,1,2,0,0,2,3,4,0,0,0,0,4,0,1,3,3,0,0,0,1,0,0,0,4,,SMK 2013 REV. Multimedia,,,,,,,,,,1,1,2,Tidak Ada,0
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2C6493D-3D56-4E43-9C04-69A926E1DEF5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69944259,SMKS MAARIF NU KOTA BATAM,69944259,Jl. Marina (depan Perum Kotamas Marina) Kel. Tg. Riau Kec. Sekupang Kota Batam,TANJUNG RIAU,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Wildanul Bilad,AG2816,1178/422.10/DIKMEN/VIII/2,07-08-2015,623/422.11/DIKMEN/V/2016,02-05-2016,Lihat SK Operasional,2020-07-29 15,C,"3,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0778471856,smkmaarifnubatam@gmail.com,,1.061100000000,103.932200000000,10,54,27,6,Siang/6 hari,,2022/2023-2,"2,198",6,0,1,2,0,1,6,5,10,0,0,0,1,9,0,8,2,2,0,1,3,1,3,0,6,4,,SMK 2013 REV. Teknik Logistik,,,,,,,,,,2,2,2,Telkomsel Flash,0
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB9D2C9B-4888-4356-B192-30AA134ECD06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978040,SMKS PLUS KEMILAU BANGSA 2,69978040,Komp. Stevonica SPBU Tiban 3,PATAM LESTARI,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kemilau Melayu Kepri,AD0876,1476/422.5/DIKMEN/X/2016,17-10-2016,1502/KPTS-4/VIII/2017,23-08-2017,Lihat SK Operasional,2021-10-28 08,C,0,1. -,2. Telkom Speedy,PLN,3850900,,smkpluskemilaubangsatiban@yahoo.com,http,1.122741100000,103.950412100000,16,39,30,7,Sehari Penuh/5 hari,,2022/2023-2,0,18,0,1,1,0,0,15,3,16,0,0,0,0,16,0,13,3,10,3,3,0,0,0,0,6,10,,SMK 2013 REV. Multimedia,,,,,,,,,,2,3,2,Tidak Ada,0
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B58C2BED-9772-43FE-93DD-B41683B63DF7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786475,SMKS TERPADU PUTRA JAYA BATAM,69786475,KOMPLEK TIBAN MAS ASRI BLOK B No. 12-17 JALAN GAJAH MADA,PATAM LESTARI,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PUTRA JAYA BATAM,AD0912,1665.2/419/DISDIK/XI/2011,11-11-2011,681.2/419/DISDIK/X/2013,17-10-2013,Lihat SK Operasional,2018-02-26 07,B,"5,000",1. Telkomsel Flash,2. Biznet (Serat Optik),PLN,0,0778322064,smkputrajaya_batam@yahoo.com,http,1.110200000000,103.970900000000,14,42,167,9,Sehari Penuh/5 hari,,2022/2023-2,"35,000",10,0,1,2,0,0,20,0,14,0,0,0,3,11,0,11,3,5,2,2,1,1,1,2,4,10,,SMK 2013 REV. Kimia Analisis,,,,,,,,,,3,3,3,Telkomsel Flash,0
Kepulauan Riau,Kota Batam,Sekupang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1448CB68-2338-45F4-931F-7132BC4A5D29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815388,SMKS WIDYA 2 BATAM,69815388,JL. Gajah Mada No. 1 Tiban 3,TIBAN BARU,KEC. SEKUPANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,230.3/419/DISDIK/II/2013,13-02-2013,42/419/DISDIK/I/2014,21-01-2014,Lihat SK Operasional,2015-10-06 14,Sertifikat Kedaluwarsa,"10,050",1. -,2. Telkom Speedy,PLN,0,07787352085,widya2batam@yahoo.com,http,1.074800000000,103.994300000000,6,15,5,5,Pagi/6 hari,,2022/2023-2,"2,300",9,0,1,1,0,0,7,0,6,0,0,0,0,6,0,6,0,1,1,2,1,1,0,0,1,5,,SMK 2013 REV. Teknik Pemesinan,,,,,,,,,,1,2,2,Tidak Ada,0
