prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/917B0143-C214-4DF9-8DE8-D2C3BC8CA305,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222600,MAS NW TERARA,50222600,JALAN ORDE BARU TERARA,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,01/KPT/PP.NW/1990,17-07-1990,Kd.19.03/4/PP.004/671/2012,10-07-2012,Silakan Upload SK (link file tidak valid) => [384379-70746--],2020-10-02 08,B,0,,2.,,,,,,-8.642000000000,116.416200000000,0,68,62,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B53D5EEC-73DF-462B-BBFC-5386AD1E584F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037073,SMA ISLAM NURUL AZHAR,70037073,Jln. Otak Kokoq,SUKADANA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-5666.AH.01.04.Tahun 2011,19-08-2011,421.3/04.PSMA/Dikbud,02-01-2023,Lihat SK Operasional,2023-01-31 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E2C777E-CC4F-488C-91E3-581D2866B335,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946312,SMA ISLAM NW GAYUT,69946312,Gayut Desa Embung Raja,EMBUNG RAJA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PONDOK PESANTREN BAITUL HIKMAH NAHDLATUL WATHAN GAYUT,AJ3488,AHU-7200.AH.01.04. Tahun 2012,13-11-2012,421.5/1354.1/DIK.III/2016,21-06-2016,Lihat SK Operasional,2021-08-25 14,C,"100,000",1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,smanwgayut@gmail.com,,-8.662777800000,116.415608400000,15,69,45,5,Pagi/6 hari,,2022/2023-2,"1,300",5,0,0,1,1,0,14,1,15,0,0,0,2,13,0,10,5,6,7,1,0,0,1,0,10,5,2,2,1,SMA 2013 IPS,Lainnya (Wavelan),
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/954ED0A7-304E-4CD9-BBB7-9D6024CB34F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50202502,SMAN 1 TERARA,50202502,JL. RAYA TERARA,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0601/0/1985,,,,Silakan Upload SK,,A,"15,000",1. -,2. Telkom Speedy,PLN,0376632026,0376632026,smansaterara@gmail.com,http,-8.639900000000,116.416600000000,69,456,604,31,Pagi/6 hari,,2022/2023-2,"13,000",24,0,1,5,28,15,0,26,43,0,13,13,37,32,0,65,4,11,12,15,11,7,9,4,38,31,12,9,10,SMA 2013 Bhs&Budaya,Tidak Ada,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E46D85B2-78DC-47AC-97E5-00F403042E05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50202396,SMAS AL HASANIYAH JENGGIK,50202396,JLN NEGARA KM. 40 MATARAM - SELONG,JENGGIK,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Al Hasaniyah NW Jenggik,AJ3521,267/120.G4/1988,12-02-1988,80/120.G4/88,15-02-1988,Lihat SK Operasional,2021-08-25 14,B,"363,609",1. -,2. Telkom Speedy,PLN,,,smaalhasaniyah@gmail.com,,-8.637900000000,116.389000000000,13,62,58,4,Pagi/6 hari,,2022/2023-2,"1,300",4,0,0,2,0,0,14,1,13,0,0,0,1,12,0,11,2,0,5,3,2,3,0,0,7,6,1,2,1,SMA 2013 MIPA,Tidak Ada,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BE3EDCC-F5A8-4B12-B993-5991055825EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50202393,SMAS ALBADRIYAH RARANG,50202393,JLN. SUNDAK RARANG,RARANG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PONDOK PESANTREN AL BADRIYAH SUNDAK RARANG,AJ3534,8574/120.B/MW/1998,16-11-1998,267/120.G/KP/1998,12-11-1998,Lihat SK Operasional,2015-08-24 12,B,"7,756",1. XL (GSM),2. Telkom Speedy,PLN,,,smaislamalbadriyah@gmail.com,http,-8.645800000000,116.390000000000,12,68,0,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,0,0,14,0,12,0,0,0,0,12,0,8,4,1,7,2,0,0,1,1,7,5,1,1,1,SMA 2013 IPS,XL (GSM),
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFAC5BAA-5D55-4541-B5D4-BDDFCE4C6104,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50202422,SMAS MUHAMMADIYAH TERARA,50202422,JL. LAPANGAN UMUM TERARA NO. 8,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Nusa Tenggara Barat,AC7839,III.A/1.a/35/1423/2003,06-01-2003,III.A/1.a/35/1423/2003,06-01-2003,Lihat SK Operasional,2020-08-27 09,B,"1,133",1. -,2. Telkom Speedy,PLN,,0376632142,sma.muhammadiyah.terara@gmail.com,http,-8.640100000000,116.415200000000,10,32,14,3,Pagi/6 hari,,2022/2023-2,"2,200",3,0,1,1,0,1,9,1,10,0,0,0,4,6,0,9,1,0,5,2,1,1,1,0,4,6,1,1,1,SMA 2013 IPS,Tidak Ada,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/412EF299-EB1E-4A31-A862-9F73BEA9C14B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930706,SMK AL ANSHORI MONJE,69930706,MONJE,EMBUNG KANDONG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL-ANSHORI MONJE LOMBOK TIMUR,AJ3511,21,12-02-2008,421.5/109/DIK.III/2016,19-01-2016,Lihat SK Operasional,2020-08-27 09,B,"3,200",1. XL (GSM),2. Telkomsel Flash,PLN,,,,http,-8.642418400000,116.414984400000,11,81,57,4,Pagi/6 hari,,2022/2023-2,"1,200",2,0,0,2,0,2,10,0,11,0,0,0,1,10,0,11,0,4,6,1,0,0,0,0,8,3,1,2,1,SMK 2013 REV. Multimedia,XL (GSM),0
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6FEB989-C0DC-46D1-9B9F-D5DA4F595607,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945065,SMK ISLAM TERPADU AL QIMMAH,69945065,"Jl. Jur Lendang Belo, Desa Lando, Kec. Terara Kab. Lombok Timur",LANDO,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AlQimmah Nusantara,AJ3524,01,04-05-2015,421.5/1251/DIK.III/2016,06-06-2016,Lihat SK Operasional,2016-10-04 08,B,56,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkwirausahaalqimmah@gmail.com,http,-8.664866000000,116.435906500000,18,28,22,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,0,0,16,2,18,0,0,0,1,17,0,16,2,10,5,1,0,2,0,0,12,6,1,1,1,SMK 2013 REV.  Agribisnis Pengolahan Hasil Pertanian,Telkomsel Flash,0
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71FEABA3-C8BD-4248-A1A4-4AF4091E60E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729169,SMKS DARUL HAMIDI NW BATU MIRIK,60729169,BATU MIRIK DESA RARANG TENGAH,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM DARUL HAMIDI NW BATU MIRIK,AJ3528,002/YP.DH/VI/2010,01-01-1900,421.1/1805/DIK.III/2012,01-01-1900,Lihat SK Operasional,2023-02-16 20,Sertifikat Kedaluwarsa,"5,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,enkzreelax@gmail.com,http,-8.660300000000,116.392100000000,19,59,47,6,Pagi/6 hari,,2022/2023-2,"2,200",6,0,1,0,0,0,16,5,19,0,0,0,1,18,1,16,2,4,6,5,3,1,0,0,13,6,2,2,2,SMK 2013 REV.  Tata Busana,Telkomsel Flash,0
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B38E355-356A-4A8C-86C1-39FB5E81F3E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50219638,SMKS RAHMATULLAH NW JENGGIK,50219638,Jl. Raya Jenggik Kec. Terara Kab. Lotim NTB 83663,JENGGIK,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Rahmatullah NW Jenggik,AJ3520,188.45/2244.a/PK/IV/2007,,,,Silakan Upload SK,,C,900,,2.,,,,jenggiksmkr@yahoo.com,http,-8.634500000000,116.377800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/016195E8-E2E0-4DDF-9EC3-3EE84312D659,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69757229,SMKS YAPIS SANTONG,69757229,SANTONG,SANTONG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM SANTONG,AJ3522,02/SKP/YAPIS/VI/2010,23-06-2010,421.1/036/DIK.III/2013,08-01-2013,Lihat SK Operasional,2015-09-02 07,C,735,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smkyapis2010@yahoo.co.id,http,-8.659700000000,116.416000000000,14,63,61,6,Pagi/6 hari,,2022/2023-2,"1,200",8,0,1,0,0,0,13,2,14,0,0,0,0,14,0,14,0,2,11,0,0,1,0,0,6,8,2,2,2,SMK 2013 REV.  Perbankan Syariah,Telkomsel Flash,0
