prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17A3B45D-9BB9-49B7-A2D4-6BF1A3CB8FD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303442,SMAS PGRI 1,10303442,JL. JENDERAL SUDIRMAN NO. I A,KAMPUNG JAO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2513/I.0804/M/78,17-11-1978,421.2/4533/DP/Dikmen.01/2013,23-05-2013,Lihat SK Operasional,2015-08-11 14,A,"1,219",1. Telkomsel Flash,2. Telkom Speedy,PLN,34311,34311,smaspgrisatupadang@gmail.com,http,-.947100000000,100.362600000000,33,91,109,10,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"4,000",18,4,2,3,9,1,28,3,24,0,0,9,21,12,0,30,3,0,1,6,4,4,5,13,6,27,,,,,,,,,,2,4,4,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52F627C1-387D-40B5-B282-B79710621FFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303446,SMAS PGRI 6,10303446,JL.  BANDAR BELAKANG TANGSI NO 26 RT 2 RW 2,BELAKANG TANGSI,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,628-08R-1986,01-01-1991,421.2/4534/DP/Dikmen.01/2013,23-05-2013,Lihat SK Operasional,2020-08-24 19,C,"1,258",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,075123045,smapgri6padang@yahoo.co.id,http,-.952556700000,100.357296700000,22,52,19,5,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",7,3,1,4,2,0,19,5,20,0,1,1,7,15,0,19,3,6,3,5,3,2,0,3,5,17,,,,,,,,,,1,2,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3844B8EC-2FC1-4CB5-8D7F-8ECE42B19EEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303460,SMAS YAPI,10303460,JL. PURUS IV NO. 8,PURUS,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,22,17-07-1963,421.2/6276/DP/DIKMEN.01/2015,23-11-2015,Lihat SK Operasional,2016-03-05 17,B,740,1. Telkom Speedy,2. Telkom Speedy,PLN,,07518952842,sma_yapi@ymail.com,http,-.935035000000,100.353791700000,15,46,14,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,0,0,0,2,1,0,13,2,14,0,0,1,1,14,0,15,0,2,4,6,0,0,1,2,3,12,,,,,,,,,,1,1,1,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2BD83F3-983B-407E-9F4E-E466C4F44145,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69981292,SMK IT PARIWISATA BAITURRAHMAH,69981292,Jl. Damar I No. 5,OLO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BAITURRAHMAH PADANG,AB8685,22,16-02-2001,420-19-2017,27-12-2017,Silakan Upload SK (link file tidak valid) => [390959-979014--],2020-10-20 14,C,771,1. Telkomsel Flash,2. Telkom Speedy,PLN,,075134580,smkitpbaiturrahmah@gmail.com,,-.943944000000,100.352228000000,34,17,20,4,SMK 2013 REV.  Tata Kecantikan Kulit dan Rambut,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"4,400",7,0,1,2,13,3,10,11,23,1,6,4,14,20,0,25,9,10,7,1,7,1,1,7,5,29,,,,,,,,,,0,1,3,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/178034D3-4B37-4B20-9230-76EEAF378AFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10308148,SMK SMTI PADANG,10308148,JL. IR. H. JUANDA NO. 2,RIMBO KALUANG,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMK,,Kementerian Perindustrian,Pemerintah Pusat,,77/M-IND/PER/8/2011,12-08-2011,77/M-IND/PER/8/2011,12-08-2011,Lihat SK Operasional,2021-06-21 19,A,"3,608",1. -,2. Biznet (Kabel),PLN,075141924,07517053522,smtipadang@gmail.com,http,-.930138300000,100.352908300000,42,355,247,17,SMK 2013 REV. Teknik Otomasi Industri,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"13,000",1,11,1,5,39,0,9,3,23,0,11,8,5,37,0,23,19,6,8,6,2,12,3,5,14,28,,,,,,,,,,6,5,5,1
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEB46824-333B-48BB-8F67-9D925D1DFD7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304849,SMKN 3 PADANG,10304849,JL. SUDIRMAN NO. 11 Padang,KAMPUNG JAO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,103/UKK3/1969,02-01-1969,420.02/5206/PSMK-2022,26-12-2022,Lihat SK Operasional,2022-12-30 07,A,"5,500",1. Telkom Speedy,2. Telkom Speedy,PLN,075134373,075134373,esemka3pdg@yahoo.co.id,http,-.945260000000,100.361871700000,81,319,829,35,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"35,999",33,0,1,2,56,1,1,23,23,0,27,31,63,18,0,76,5,5,11,7,6,11,11,30,20,61,,,,,,,,,,16,10,9,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/245B6926-CC9D-40C1-B4E2-B88E67B2AB2C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304853,SMKN 9 PADANG,10304853,JL. BUNDO KANDUNG NO. 18,KAMPUNG PONDOK,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,107/O/1997,16-05-1997,421.2/589/DP.Dikmen.1/2016,13-07-2016,Lihat SK Operasional,2019-03-26 20,A,"5,278",1. Telkom Astinet,2. Telkom Astinet,PLN,075132231,075134719,smknegeri9padang@yahoo.co.id,http,-.953720000000,100.359786700000,68,439,820,37,SMK 2013 REV.  Tata Boga,Pagi/6 hari,,2022/2023-2,Telkom Astinet,"105,000",32,0,1,14,49,3,2,14,20,0,31,17,49,19,0,63,5,4,7,10,9,9,15,14,12,56,,,,,,,,,,13,13,11,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FAD7FC32-DBE0-4203-8926-CCC830C855B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304846,SMKS NASIONAL PADANG,10304846,JL. JEND. SUDIRMAN NO. 11 A,KAMPUNG JAO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENGEMBANGAN PEMBANGUNAN NASIONAL (YPPN) SUMBAR,AB8682,34154177,20-11-1991,422/1469/PSMK-2021,27-09-2020,Lihat SK Operasional,2021-10-16 21,C,0,1. Lainnya (Kabel),2. Telkom Speedy,PLN,,,smk_nasionalpdg@yahoo.co.id,http,-.944900000000,100.362000000000,31,45,83,12,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Double Shift/6 hari,,2022/2023-2,Lainnya (Kabel),"33,000",9,0,1,2,0,0,23,9,31,0,0,0,11,20,0,26,5,6,12,4,3,3,3,0,4,27,,,,,,,,,,4,4,4,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C46FEB84-21C8-450F-8E8D-2A2DBA6B1F02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304855,SMKS PELAYARAN PADANG,10304855,JL. Padang Pasir I No 9C,PADANG PASIR,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBANGUNAN NUSANTARA PADANG,AW8415,10/B-1/Kpts/YPN/V/1991,15-08-1991,570/1687/Periz/DPM&PTSP/VIII/2021,27-08-2021,Lihat SK Operasional,2021-08-31 10,B,"1,050",1. Telkom Speedy,2. Telkom Speedy,PLN,0751812690,0751812690,smk.pelayaran_padang@yahoo.com,http,-.941261700000,100.357100000000,35,174,13,8,SMK 2013 REV.  Nautika Kapal Niaga,Sehari Penuh/6 hari,,2022/2023-2,Telkom Speedy,"34,000",14,2,1,2,8,0,32,3,29,0,5,1,11,24,3,19,13,3,5,0,4,11,6,6,18,17,,,,,,,,,,2,3,3,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B7310CF-2414-40BF-B179-0652495B57DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304862,SMKS TARUNA 1 PADANG,10304862,"Kelurahan Parupuk Tabing No.22, Kec. Koto Tangah",RIMBO KALUANG,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Taruna Mandiri,AI9211,KPTS.0841/08/MN/97,10-10-1997,570/1692/Periz/DPM&PTSP/VIII/2021,30-08-2021,Lihat SK Operasional,2021-08-31 23,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,smktrn1@gmail.com,http,-.881100000000,100.342500000000,19,34,58,4,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"3,300",4,0,1,2,1,0,13,7,17,1,0,1,4,15,0,17,2,3,7,3,0,3,2,1,4,15,,,,,,,,,,1,2,1,0
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19DB36A1-11B8-4678-B2DB-70100DE17EAE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304186,SMKS TARUNA 2 PADANG,10304186,Jalan Pasir Parupuk No. 22,PADANG PASIR,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Taruna Mandiri,AI9211,KPTS.0841/08/MN/97,10-10-1997,570/1691/Periz/DPM&PTSP/VIII/2021,30-08-2021,Lihat SK Operasional,2021-09-01 01,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,smktrn2@gmail.com,,-.881300000000,100.342700000000,21,111,10,6,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"3,300",6,0,1,2,1,0,17,6,19,1,0,1,8,13,0,19,2,2,6,4,0,6,2,1,6,15,,,,,,,,,,2,2,2,0
