prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D25C6DF9-753E-4792-B35A-E809966DC232,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981277,LKP MAWAR SALON,K9981277,Jl.Melanthon Siregar No.173,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,49,19-03-2019,421.9/0910/PNFK/2019,21-03-2019,Lihat SK Operasional,2019-04-15 13,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCD685D2-50CB-4366-9168-E0D98CA23D8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996673,LKP MENJAHIT CLARA,K9996673,Jl.D.I Panjaitan No.5A NHT Pematangsiantar,NAGAHUTA TIMUR,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,72,25-02-2020,503/12/IPYS-PNF/DPMPTSP/III/2020,27-03-2020,Lihat SK Operasional,2020-09-29 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/500066DC-537B-4A1C-AAC1-B05430EF28F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668264,LKP MORA SALON,K5668264,JL.D.I.PANJAITAN,NAGAHUTA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,05,21-12-2016,421.9/6377/PNF/2016,27-12-2016,Lihat SK Operasional,2017-10-20 14,,150,,2.,,,,Lkp.Mora@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19C64BCE-9E35-49FC-887B-8813DD09D8BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998276,LKP NAGITA,K9998276,Jl.Durian gg.Barito Blok 10 Pematang Siantar,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/6/IPS-PNF/DPMPTSP/IX/2022,21-09-2022,503/6/IPYS-PNF/DPMPTSP/IX/2022,21-09-2022,Lihat SK Operasional,2022-09-29 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7115915-C933-4A77-82F4-62AEAFAF0A57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665642,LKP National Education Center,K5665642,Jl. Melanthon Siregar No.41A Kota. Pematang Siantar Sumatera Barat 20122,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C83DB7FF-14AA-4F8F-9256-0715CE72EAE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998240,LKP PRICILYA SALON,K9998240,JL.MELANTHON SIREGAR PEMATANG SIANTAR,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/4/IPS-PNF/DPMPTSP/VIII/2022,05-08-2022,503/4/IPYS-PNF/DPMPTSP/II/2022,05-08-2022,Lihat SK Operasional,2022-09-08 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90405F48-C4C0-4782-96E8-FDAD4D0F21D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665579,LKP Redial Elektronika,K5665579,"Jl. Sentral Pantoan No. 6, Pematng Siantar, Sumut 21132",PEMATANG MARIHAT,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5C73CF7-4F6D-4D54-A0B1-9FFCC7B32680,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997068,LKP ROSA ULINA TAILOR,K9997068,Jl.Parapat Km.5,SIMARIMBUN,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,07,13-01-2021,503/67/PK-DPMPTSP/II/2021,22-02-2021,Lihat SK Operasional,2021-03-09 00,,305,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C909BF02-21B6-4376-8A55-62DECC573A98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665716,LKP Rotua Salon,K5665716,Jl. Bahkora II Marihat III,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,69,25-02-2015,421.9/1295/PNF/2015,10-03-2015,Silakan Upload SK (link file tidak valid) => [73975-11555785-1523155901.PDF],2018-03-20 09,C,200,,2.,,,,rotuasalon@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/89EA7D27-4131-4544-A4A6-313C179C1CD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997339,LKP SABRINA SALON,K9997339,Jl.Pulut Putih,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,36,16-03-2021,503/188/PK-DPMPTSP/V/2021,07-05-2021,Lihat SK Operasional,2021-06-09 23,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA56FE4D-D179-4457-80F7-F1266742DCBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665719,LKP Teknosmart Computer Course,K5665719,Jl. Tarutung No. 25 Pematangsiantar,TONG MARIMBUN,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,09 Tanggal 26 Juli 2014,26-07-2014,421.9/0423/PNFK/2018,22-01-2018,Lihat SK Operasional,2019-10-14 09,,0,,2.,,,06227357157,teknosmartcom@yahoo.com,http,2.947200000000,99.064500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Teknologi Informasi dan Komunikasi
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF91B3CE-66C1-4136-9D46-E2D1F4C7D326,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997493,LKP TIARA SALON,K9997493,Jl.melanton Siregar GG.Barito Blok 8 No.1,MARIHAT JAYA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,47,29-04-2021,503/299/PK-DPMPTSP/VII/2021,09-07-2021,Lihat SK Operasional,2021-09-08 22,,0,,2.,,082267623813,,tiarasilalahi2@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06331458-2126-4D38-9F5B-25F7D067D173,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981060,LKP Tulus Salon,K9981060,Jl.Manunggal Karya Tombak Pulo-Pulo,TONG MARIMBUN,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,06-08-2018,421.9/4742/PNFK/2018,31-12-2018,Lihat SK Operasional,2019-02-04 14,,90,,2.,,,,tulussalon@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BF584A1-6501-491B-BFE8-E1F34B9C1463,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990349,LKP VIA SALON,K9990349,Jl.Parapat GG.Bersama,TONG MARIMBUN,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/10/IPS-PNF/DPMPTSP/III/2020,24-03-2020,503/10/IPYS-PNF/DPMPTSP/III/2020,24-03-2020,Lihat SK Operasional,2020-05-18 16,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C88E7190-024A-477E-823F-1734DBEF6AC7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998642,PKBM PENGGALIAN,P9998642,Jl.Sisingamangaraja Gg.Daun Salam Pematang Siantar,NAGAHUTA,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/12/IPS-PNF/DPMPTSP/XII/2022,21-12-2022,503/12/IPYS-PNF/DPMPTSP/XII/2022,21-12-2022,Lihat SK Operasional,2022-12-30 07,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marimbun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A8E6811-E869-4A15-AA0F-8CF3FA6F37A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023805,PPS. MAHABBATURROSUL SAW MANBAUL ULUM WAL HIKAM,70023805,SIDOMULYO,SIMARIMBUN,KEC. SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Pondok Pesantren,,Kementerian Agama,,,001398,13-09-2021,001398,13-09-2021,Lihat SK Operasional,2022-01-03 15,,"3,200",,2.,,,,,,.000000000000,.000000000000,0,48,12,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
