prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E9B3DF5-B2FB-4386-9243-1E3349FB5676,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948484,PKBM AR-RODIYYAH,P9948484,JL RAYA SAMARANG KP PANYINGKIRAN 02/09,SAMARANG,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Asy-Syarifiyah Tarogong Kidul,AI1272,421.9/2138-DISDIK 2013,01-08-2013,421.1/3723-DISDIK,01-08-2013,Lihat SK Operasional,2020-07-22 11,,2.500 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbmyeni@gmail.com,,-7.218000000000,107.841600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7424FCA3-A463-4DCE-BB4F-73C4C5CDDC93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998350,PKBM FAUZUL HUDA AL QURTUBI,P9998350,Kp. Cibulakan RT 04 RW 02,TANJUNGANOM,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Fauzul Huda Alqurtubi Cibulakan,AX3003,800/1041-Disdik,19-07-2022,800/1041-Disdik,19-07-2022,Lihat SK Operasional,2022-07-21 17,,900,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,3,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A60C2B9-E273-4C52-A0CF-29D24B5243F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908211,PKBM MANBAUL HIDAYAH,P9908211,JL.KP.PASIR UCING RT 03 RW 01 DS.SAMARANG,SAMARANG,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/4008-Disdik,19-09-2016,421.1/4008-Disdik,19-09-2016,Lihat SK Operasional,2020-08-26 17,,0,1. -,2. -,PLN,,,kayisato79@gmail.com,,-7.219900000000,107.856000000000,3,0,0,10,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,900,3,0,0,1,0,0,2,1,3,0,0,0,0,3,0,2,1,0,1,1,1,0,0,0,1,2
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A15E71D0-45A5-43DA-9164-5182AB9306A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997870,PKBM PUSTAKA MADANI,P9997870,KP. Geger Pasang Rt 03 RW 06,SUKARASA,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/1308-Disdik,22-09-2021,800/1308-Disdik,22-09-2021,Lihat SK Operasional,2021-12-17 10,,72,1. Axis,2. Indosat IM3,PLN,,,,,.000000000000,.000000000000,1,0,0,7,Paket C IPS 2013,Siang/6 hari,,2022/2023-2,Axis,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BE49E87-5980-4FF7-886F-A1333BCD6BB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998020,PKBM SALMAN AL-FARISI,P9998020,Kp. Cimanggah RT 02 RW 02,CINTAKARYA,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Adzamanhuri,AX3913,800/2365-Disdik,20-12-2021,800/2365-Disdik,20-12-2021,Lihat SK Operasional,2022-02-24 15,,"2,500",1. Smartfren,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,3,Paket C IPA 2013,Sehari Penuh/3 hari,,2022/2023-2,Smartfren,900,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1AC10EA-AC43-4C18-870B-55A0872C440D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997587,PKBM THARIQUL HIDAYAH,P9997587,Kp. Cimencek RT 02 RW 06,CINTAASIH,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/1039-Disdik,09-08-2021,800/1039-Disdik,09-08-2021,Silakan Upload SK (link file tidak valid) => [511557-180772--],2021-09-04 06,,"1,260",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbm.thariqulhidayah@gmail.com,,-7.224100000000,107.842700000000,3,0,0,4,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,Telkomsel Flash,"1,200",2,0,0,2,0,0,5,0,3,0,0,0,0,3,0,2,1,1,1,1,0,0,0,0,1,2
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39A39C66-A029-4369-BC0A-502F3625A479,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9985014,PKBM TUNAS NUSANTARA,P9985014,KP. PANYEWEYAN/GEGER PASANG,SUKALAKSANA,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Zahratul Jannah Akbar,AM8133,800/16-DISDIK,07-01-2020,800/16-DISDIK,07-01-2020,Silakan Upload SK,,,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pkbmtunasnusantaragarut@gmail.com,,-7.181230700000,107.828612200000,2,0,0,10,2013,Sehari Penuh/3 hari,,2022/2023-2,Telkomsel Flash,"5,300",12,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D133A25-6BF4-4375-8A53-01F59509DF50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951230,PPS Al Hikmah,69951230,Kp Cimencek  Desa Cintaasih,CINTAASIH,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,24,10,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2ACE7B88-7026-4A9D-A921-8AD4D5AC5121,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951231,PPS Darussalam,69951231,Kp Babakan Kiara Desa Cintarasa,PARAKAN,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,24,11,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7C79E31-B86E-46C0-AF2A-8E20DC2E1F59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007210,PPs. Al Hidayah,70007210,Kp Pasirmuncang,CINTARAKYAT,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,,,156 Tahun 2019,16-01-2019,156 Tahun 2019,16-01-2019,Lihat SK Operasional,2021-01-20 23,,"5,217",,2.,,,,,,.000000000000,.000000000000,0,37,30,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Garut,Samarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAC018E7-3DBB-45EA-BC83-B0C49C5C2DE4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007117,PPs. Darul Ikhwan,70007117,Kp. Pogor 004/006,CINTARASA,KEC. SAMARANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,,,164 Tahun 2019,18-01-2019,164,18-01-2019,Lihat SK Operasional,2021-01-19 07,,"1,200",,2.,,,,,,.000000000000,.000000000000,0,29,19,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
