prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBBE7801-1EB9-4300-B6A9-BBE474179A76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019647,Sekolah Tinggi Agama Kristen Samarinda,70019647,Jalan Sentosa Dalam IIA,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0541771128,0541771413,staksamarinda@yahoo.com,staksamarinda.ac.id,-.477976100000,117.174338300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10F24B2C-53C6-453C-82AD-304BC2EB1DF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020071,Sekolah Tinggi Ilmu Kesehatan Mutiara Mahakam Samarinda,70020071,"Jl. Ery Suparjan no 49 A, Sempaja Selatan, Sempaja Sel., Kec. Samarinda Utara, K",KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,770/KPT/I/2019,23-08-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0541-4115996,0541-4115996,stikesmmsamarinda@gmail.com,stikesmm.ac.id,-.457883700000,117.153722800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F920044-1741-4E89-AC98-A8910195A615,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020101,Sekolah Tinggi Ilmu Kesehatan Samarinda,70020101,,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1307/KPT/I/2018,31-12-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,0541 7777363,0541 7777363,stikessamarinda@gmail.com,stiksam.ac.id,-.457189000000,117.139650000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0157F83C-0EC8-491A-8A6D-68190E2C183D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402955,Sekolah Tinggi Ilmu Komunikasi Mahakam,30402955,"Jalan A. Wahab Syahranie No.21, Kota Samarinda, Provinsi Kalimantan Timur",HANDIL BAKTI,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02YPISM041984,12-04-1984,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/864771E8-2989-448F-AB40-D76BC3E05EED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020479,Sekolah Tinggi Teologi Bethel Samarinda,70020479,"Jl. Letjend. S. Parman, Komp. Ruko.Mall Lembuswana Blok F.22Samarinda-Kaltim",KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,(0541) 732588,(0541) 732587,sttbethelsamarinda@gmail.com; pps_sttbs@yahoo.com,www.gbikelir.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7EC6F00-BCF7-4A2F-8F26-11E39F03BD03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020553,Sekolah Tinggi Teologi Injili Indonesia Samarinda,70020553,Jl. Ir. Haji Juanda I. RT. 20. No. 2A. Samarinda-Kalimantan Timur,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DJ.III/KEP/HK.00.5/217/2014,25-07-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,sttiisamarinda510@gmail.com,www.sttii-samarinda.ac.id,-.481457200000,117.129352500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED2D5850-E714-430E-82C3-AEE76EDB96CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021172,STAIN Samarinda,70021172,Jl. KH Abul Hasan No. 03 Samarinda Kaltim,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,17-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0541-206172,0541-742193,iainsamarinda@iain-samarinda.ac.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D7AC916-D972-4A38-A235-67412756BA34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021421,STIKES Wiyata Husada Samarinda,70021421,Jl. H.M. Kadrie Oening Gg. Monalisa No. 77 Samarinda,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,129DO2008,14-07-2008,,,Silakan Upload SK,,,0,,2.,,0541-7272431,0541-7272431,info@stikeswhs.ac.id,www.stikeswhs.ac.id,-.470700000000,117.138200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F23F78A2-3B84-4C39-9E88-803994476B17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402956,STIMI Samarinda,30402956,Jalan M. Yamin RT VIII No.78   Samarinda,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4529DT2006,04-12-2006,,,Silakan Upload SK,,,5.192 m2,1.,2.,,,,,,-.462512000000,117.149738000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E043B976-2126-4294-8DB2-A0BBEEC16B0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021457,"STIS Samarinda, Kalimantan Timur",70021457,,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,0541275586,stis.samarinda@yahoo.com,www.stissamarinda.ac.id,-.557564500000,116.577270600000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11F05632-6159-4818-A0F2-21942C89FAA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021688,STKPK  Bina Insan,70021688,Jl. WR. Soepratman No.02 RT. VII Kelurahan Bugis Kecamatan Samarinda Kota,RAWA MAKMUR,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DJ.IV/Hk.00.5/86/2011,30-06-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,0541-739914,0541-739914,stkpksamarinda@gmail.com,www.stkpkbinainsan.ac.id,-.499283000000,117.142966000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C463993-8752-4B4E-A161-1018283B0D8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402957,STMIK Samarinda,30402957,Jalan Banggeris No 82,SIMPANG PASIR,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,145DT2005,13-01-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,0541 746557,0541 746557,kampus@stmik-samarinda.ac.id,www.stmik-samarinda.ac.id,-.493633000000,117.122806000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D146594-DB9C-49D5-B39E-8BE5FC73B2FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021744,STMIK Sentra Pendidikan Bisnis,70021744,Jl. Pahlawan No.2A Samarinda,RAWA MAKMUR,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,38DO2008,17-03-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0541-735982,0541-741864,admin@spb.ac.id,www.spb.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61F14F24-338B-4BBD-8760-A853918DDB0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021828,STT Petra,70021828,,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27B19BCE-7A5F-46E6-8488-83BC05C872D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402959,Universitas 17 Agustus 1945 Samarinda,30402959,Jalan Ir H Juanda No 80,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,127Q1983,20-05-1983,,,Silakan Upload SK,,,0 m2,1.,2.,,0541741997,0541743390,info@untag-smd.ac.id,www.untag-smd.ac.id,.480693000000,117.134301000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73E06962-4F90-49F5-8FB6-93670131D965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022362,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,70022362,"Jl . H. A. M. Rifaddin, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kali",KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Perpres Nomor 43 Tahun 2021,11-05-2021,,,Silakan Upload SK,,,143.349 m2,1.,2.,,0541 4114393,0541 7270222,uinsisamarinda@uinsi.ac.id,https,-.565958400000,117.109494200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Palaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53DF4746-DF91-467C-924A-366DCBB7B7B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402961,Universitas Widya Gama Mahakam Samarinda,30402961,"Kampus Biru,Gedung UWIGAMA,Jl.K.H.Wahid Hasyim,SempajaSamarinda 75124 - Kalima",HANDIL BAKTI,KEC. PALARAN,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,0395O1986,23-05-1986,,,Silakan Upload SK,,,19.230 m2,1.,2.,,0,0541- 4121117,uwigama@gmail.com / uwigama@uwgm.ac.id,uwgm.ac.id,-.461029000000,117.149086000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
