prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8EF76798-9733-4F9C-8D6E-18CC42447FB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607727,Sekolah Tinggi Bahasa Asing Buddhi,20607727,Jalan Imam Bonjol No 41 Karawaci Tangerang,PANINGGILAN UTARA,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,32DO2006,03-03-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BC2AD1E-AF18-4DEA-BB21-512023101B75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607731,Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi,20607731,JALAN KS TUBUN NO. 11 PASAR BARU TANGERANG,SUDIMARA SELATAN,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,107DO2001,02-08-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-6.168534300000,106.626547000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5707C7C8-49EE-4096-A929-DF9F285E9795,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607732,Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang,20607732,Jalan Imam Bonjol No 41,PANINGGILAN,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,086DO1995,06-11-1995,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3FE2C1D2-E15A-4BAE-9089-4CDEEE2E731F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607734,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tangerang,20607734,Jl Perintis Kemerdekaan I33 Cikokol,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,I.ASK1149-B1992,10-11-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,021-55793251,021-55793251,stiemtgr@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35DB448D-6996-44C3-AA53-F486135E9693,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607737,Sekolah Tinggi Ilmu Ekonomi YP-Karya,20607737,Jalan Muhammad Toha No 38-C,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,51DO1996,08-08-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/098C596C-39A0-427F-9811-C2111A201CD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607738,Sekolah Tinggi Ilmu Hukum Gunung Jati,20607738,Jl. Besi Raya Kav. No.1 Perumnas II Tangerang,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,10DO1998,12-01-1999,,,Silakan Upload SK,,,4.000 m2,1.,2.,,021-5565-1635,021-5565-1635,stihgunungjati@yahoo.co.id,www.stihgunungjati.ac.id,-6.211718300000,106.605126600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F112892-9CEB-4785-95FA-90AF376CCA30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020185,Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama (STISNU) Nusantara Tangerang,70020185,Jl. Perintis Kemerdekaan II Cikokol RT. 007/003 Kel. BabakanKec. Tangerang,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2516 Tahun 2014,05-05-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,021 222 524 32,stisnunusantara@gmail.com,http,-6.193434000000,106.629091000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E40841F-DF3B-4D7C-97D0-E0C04EAC8884,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020428,Sekolah Tinggi Teknologi Pelita Bangsa,70020428,Komplek Mahkota Mas Blok E 28,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,101/D/O/2004,09-07-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,021-2851-8180,"021-2851-8181,82,83,",stt@pelitabangsa.ac.id,pelitabangsa.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1BE6E98E-4F33-410B-B499-79298D45B45C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607746,Sekolah Tinggi Teknologi Yupentek,20607746,Jalan Veteran No 1,TAJUR,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,NOMOR,16-02-1979,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-6.199215700000,106.458836600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07A45716-F729-4678-927E-002C0B66708A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020914,STAI Asy-Syukriyyah Tangerang,70020914,,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,1.400 m2,1.,2.,,021 5544515,021 5544515,info@asy-syukriyyah.ac.id,http,-6.186788400000,106.658374000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7F1EAC9-778E-49F2-8A3F-F54284BD96F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021314,STIKES Bina Permata Medika,70021314,"Jl. Kutai Raya No.1, Perumnas III, Kelurahan Bencongan, Kecamatan Kelapa Dua, Ka",TAJUR,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,249/E/O/2011,17-10-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,021-55655378,021-55655376,info@stikes-bpm.ac.id,www.stikes-bpm.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FBF31ECA-74AD-49A1-987A-4BDEA8C21C1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021345,STIKES Ichsan Medical Centre Bintaro,70021345,Jalan Raya Jombang no 56,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,183DO2007,24-09-2007,,,Silakan Upload SK,,,5.000 m2,1.,2.,,02174865310,,stikesimcbintaro@yahoo.com,www.stikesimcbintaro.ac.id,-6.292159700000,106.704255300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/348E29D2-E1D8-4623-9724-1AD9188B8B4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607748,STIKES Muhammadiyah Tangerang,20607748,Jl Perintis Kemerdekaan I33 Babakan,SUDIMARA SELATAN,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,206DO2004,30-12-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,021-5579-3802,021-5579-3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0063891-4D47-4F51-8A4F-2007F2D229FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607751,STISIP Yupentek Tangerang,20607751,Jl Perintis Kemerdekaan 1 No 1 (Kawasan Pendidikan Cikokol) Kota Tangerang,SUDIMARA SELATAN,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03  D  O  1996,25-01-1996,,,Silakan Upload SK,,,6 m2,1.,2.,,021. 5531918,021. 5531918,yuppentekstisip@gmail.com,www.stisip-yuppentek.ac.id,-6.192060000000,106.632583000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/380F3030-D9DF-4CFA-833C-BFBD4203EAB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021479,STIT Al-Amin Kreo Tangerang,70021479,Jl. Pesantren Ceger No.17 Jurang Mangu Timur Pd. Aren Tangerang Selatan Banten,TAJUR,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/177/2007,20-04-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,021-7306916,021-22731499,stitalamininfo@gmail.com,https,-6.250954900000,106.732134800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D659F3F8-4EF8-4282-A7D0-CC92A1C8D4E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021599,STKIP Arastamar di Tangerang,70021599,,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2/M/Kp/I/2015,09-01-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EC98808-F7FA-4EE6-A686-34946D0ACD32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021651,STKIP PANCAKARYA,70021651,,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,102/P/2014,10-03-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,021-55787716,021-55787716,stkip.pancakarya14@gmail.com,www.stkippancakaryatng.ac.id,-6.178940000000,106.593160000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F2F5367-3CE9-4782-A9B4-125853D4F0B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021691,STMIK Antar Bangsa,70021691,"Jl. Raden Fattah No. 70A, Pondok Aren",SUDIMARA SELATAN,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,116DO2007,27-07-2007,,,Silakan Upload SK,,,1.140 m2,1.,2.,,,(021) 50986099,info@antarbangsa.ac.id,antarbangsa.ac.id,-6.221860000000,106.709480000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang,Ciledug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAF8F802-CC33-4D78-8279-04FCF6EB28E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021698,STMIK Bina Sarana Global,70021698,Jl. Gatot Subroto No. 43-45 Perempatan Cimone Tangerang,TAJUR,KEC. CILEDUG,KOTA TANGERANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,150DO2006,01-08-2006,,,Silakan Upload SK,,,0,,2.,,021-5524142,021-5522727,kampus@stmikglobal.ac.id,www.stmikglobal.ac.id,-6.179054300000,106.608214100000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
