prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C1DB7839-7A2D-4E2C-A40D-A6B41B471002,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581084,MTSN 2 BLITAR,20581084,JL. SINGAJAYA NO. 33 DESA JEBLOG KABUPATEN BLITAR,JEBLOG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,217,19-09-1970,Nomor 673 Tahun 2016,17-11-2016,Lihat SK Operasional,2019-02-20 14,A,0,,2.,,,,,,-8.124100000000,112.253900000000,0,420,578,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72684917-CEF0-4E7E-83A1-0103C0B2A0CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581085,MTSS AL MUHTADUUN JABUNG,20581085,JL. BRANTAS NO.25 JABUNG TALUN BLITAR,JABUNG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,L.M./3/73/B/1978,06-06-1978,MTsS/05.0013/2017,30-05-2017,Lihat SK Operasional,2017-12-06 10,B,0,,2.,,,,,,-8.132700000000,112.265500000000,0,44,31,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C4F2918-59EC-4307-982E-45D29913E1CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581086,MTSS AL UMRON BENDOSEWU,20581086,JL. A. YANI NO. 27 BENDOSEWU,BENDOSEWU,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,3323 Tahun 2017,30-05-2017,3323 Tahun 2017,30-05-2017,Lihat SK Operasional,2018-05-04 14,B,0,,2.,,,,,,-8.120900000000,112.272500000000,0,60,27,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/052EAA76-D0B2-441F-A798-E4272C9F40BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581087,MTSS SUNAN KALIJOGO-TALUN,20581087,JL.MASJID SUNAN KALIJOGO KENDALREJO-TALUN,TUMPANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Blitar,AX6591,3324 Tahun 2017,30-05-2017,3324 Tahun 2017,30-05-2017,Lihat SK Operasional,2018-05-11 09,B,0,,2.,,,,,,-8.093300000000,112.251900000000,0,10,13,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/205797B8-8C18-E111-AAE6-C191C73DA82C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20547842,SD ISLAM HASANUL AMIN,20547842,Kendalrejo,KENDALREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HASANUL AMIN,AA8906,421.2/163/409.105/2004,17-07-2004,421.2/9127/409.101.2/2020,13-07-2020,Lihat SK Operasional,2020-08-25 13,B,"2,100",1. Indosat IM3,2. Lainnya (Wavelan),PLN,,,sdi_hasanulamin@yahoo.com,,-8.070400000000,112.257000000000,13,163,160,14,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,"1,300",15,0,1,2,0,0,14,0,13,0,0,0,5,8,0,6,7,2,0,6,3,2,0,0,5,8,14,1,0,0,0,1,0,0,Indosat IM3,3,2,2,2,2,3,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C051EDC6-E43D-E211-9388-5FDFC3B74B8C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728382,SMP DARUL FALAH JEBLOG TALUN,60728382,Jl. Semboja 35 Dsn. Pundensari,JEBLOG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan FALAHUDDAROINI,AN1443,001/SK/Al Falah/II/2012,08-02-2012,421.5/4226/409.101/2015,14-07-2015,Lihat SK Operasional,2016-06-23 07,C,"1,383",1. -,2. Telkom Speedy,PLN,,0342441502,smpdarulfalah@ymail.com,http,-8.124000000000,112.258500000000,12,43,40,4,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,450,4,1,1,2,0,0,14,0,12,0,0,0,0,12,0,10,2,4,2,2,1,3,0,0,8,4,0,1,3,0,0,1,0,0,Tidak Ada,,,,,,,1,2,1
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A306BA-8C18-E111-9950-4D67F2BA3ADD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514356,SMP ISLAM TALUN,20514356,Jl. Singajaya No. 1,JEBLOG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,"158/V,1325/104/13/80",02-03-1976,421.3/1096/409.101.4/2020,10-02-2020,Silakan Upload SK (link file tidak valid) => [345786-699207--],2020-08-27 15,C,"499,770",1. Lainnya,2. Telkomsel Flash,PLN,,,smpislamjeblog.talun@yahoo.co.id,,-8.119400000000,112.262000000000,6,4,2,3,SMP 2013,Siang/6 hari,,2022/2023-2,900,3,1,1,2,0,1,5,1,6,0,0,0,5,1,0,4,2,0,0,2,0,1,0,3,2,4,0,3,0,0,0,0,1,0,Lainnya,,,,,,,1,1,1
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007306BA-8C18-E111-8E92-5B805A87DD31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514465,SMP MUJIB IHSAN TALUN,20514465,Jalan Kelud 23,TALUN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Islam Mujib Ihsan,AN1440,4623/I04.7.4/1985/Pm,31-12-1980,B/421.3/3162/409.10.4/2022,30-08-2022,Lihat SK Operasional,2022-09-02 02,B,455,1. -,2. Telkom Speedy,PLN,0,,smpmujibihsan_talun@yahoo.co.id,,-8.088900000000,112.289200000000,7,4,4,3,SMP 2013,Pagi/6 hari,,2022/2023-2,900,2,1,1,1,1,1,7,0,6,0,1,0,3,4,0,7,0,0,2,1,0,2,1,1,4,3,0,2,0,0,1,0,0,0,Tidak Ada,,,,,,,1,1,1
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/908B06BA-8C18-E111-9312-897C7A003784,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514484,SMP PGRI TALUN,20514484,JL. KELUD 18 A,TALUN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,AB2255,08/SK/Pen/SMP/YAY/IV/1984,01-04-1984,421.3/516/409.101.4/2020,24-01-2020,Lihat SK Operasional,2020-08-31 22,C,975,,2.,,,034269254,smppgritalun@gmail.com,,-8.086500000000,112.289900000000,5,0,0,0,SMP 2013,,,2022/2023-2,,0,0,0,0,0,1,4,0,5,0,0,0,2,3,1,4,0,0,1,1,0,1,1,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40CBEFB5-8C18-E111-AA34-6570B06E068E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514706,UPT SD NEGERI BAJANG 01,20514706,Bajang,BAJANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"18,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,5697158,sdbajang01@gmail.com,,-8.088500000000,112.296100000000,6,30,21,6,SD 2013,Pagi/6 hari,,2022/2023-2,950,6,0,1,2,2,1,0,3,4,1,1,0,3,3,0,3,3,0,0,2,2,0,1,1,1,5,6,0,0,0,0,0,1,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E0EFB5-8C18-E111-BF9A-C5AF68318F06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515126,UPT SD NEGERI BAJANG 02,20515126,Jl Suparyono No.13,BAJANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1951,,01-01-1910,Silakan Upload SK (link file tidak valid) => [811745-26394--],2023-04-05 12,B,"1,700",1. -,2. Telkom Speedy,PLN,,0342694061,uptsdnbajang02@gmail.com,,-8.088000000000,112.296800000000,4,41,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,1,1,2,1,2,0,1,3,0,0,1,3,1,0,3,1,1,1,1,0,0,0,1,1,3,0,5,2,0,0,1,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F5EFB5-8C18-E111-83E6-CF7650F8F4FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515106,UPT SD NEGERI BAJANG 03,20515106,Jl. Durian No.01 RT.01 RW.07,BAJANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-09-1976,,01-01-1910,Silakan Upload SK,,C,0,1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,0,uptsdnbajang03@gmail.com,,-8.091500000000,112.303200000000,5,21,23,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,9,0,1,1,3,2,0,0,3,0,2,0,5,0,0,3,2,1,1,1,0,0,0,2,2,3,7,2,0,0,0,0,1,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80B3F0B5-8C18-E111-8B1F-7F6BB8E4942E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515090,UPT SD NEGERI BENDOSEWU 01,20515090,Bendosewu,BENDOSEWU,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,01,01-01-1941,,01-01-1945,Silakan Upload SK,,B,0,1. -,2. Lainnya (Wavelan),PLN,,,sdn_bendosewu01_talun@yahoo.co.id,,-8.119800000000,112.273800000000,6,33,28,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,"5,500",6,0,0,1,2,3,0,1,4,1,1,0,4,2,0,4,2,0,2,3,0,0,0,1,2,4,6,0,0,0,0,0,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C9F0B5-8C18-E111-9800-FF758F55E2D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515072,UPT SD NEGERI BENDOSEWU 02,20515072,JL. RAYA BENDOSEWU,BENDOSEWU,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1979,,01-01-1910,Silakan Upload SK,,B,"1,825",1. Telkomsel Flash,2. Telkom Speedy,PLN,,03425697767,sdnbendosewu02@gmail.com,,-8.119200000000,112.272500000000,7,64,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,1,4,2,0,1,3,1,2,1,6,1,0,6,1,1,1,1,2,0,1,1,2,5,5,1,0,0,1,0,0,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20E0F0B5-8C18-E111-9B7F-9D863CCC4674,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515071,UPT SD NEGERI BENDOSEWU 03,20515071,Bendosewu,BENDOSEWU,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,84 SP B.2-1962,01-01-1962,,01-01-1910,Silakan Upload SK,,A,"2,186",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sdnegeribendosewu03@gmail.com,,-8.112000000000,112.263300000000,7,41,24,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,4,2,0,1,4,1,2,0,3,4,0,6,1,2,0,4,0,0,0,1,2,5,6,0,0,0,1,0,0,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C9F1B5-8C18-E111-8625-91A8954D626F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515192,UPT SD NEGERI DUREN 01,20515192,JALAN RAYA DUREN,DUREN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,01/10/1980,01-10-1980,,01-10-1980,Silakan Upload SK,,B,"1,309",1. -,2. Telkom Speedy,PLN,,,sdnegeri_duren01_talun@yahoo.com,,-8.114500000000,112.286000000000,6,42,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,2,3,0,1,5,0,0,1,3,3,0,4,2,0,2,3,0,0,0,1,2,4,6,0,0,0,1,0,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E3F1B5-8C18-E111-ACA3-DF9EDEFF7B1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515193,UPT SD NEGERI DUREN 02,20515193,Duren,DUREN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,153/skt/409.061/241/1976,01-01-1976,154/SKT/409.061/241/1976,01-07-1976,Silakan Upload SK,,C,"1,426",1. Lainnya,2. Telkom Speedy,PLN,,,sdnegeriduren02@gmail.com,,-8.121500000000,112.280000000000,8,29,21,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,5,3,0,0,5,0,1,2,5,3,0,4,4,3,1,1,0,1,0,2,1,7,5,1,0,0,1,0,0,0,Lainnya,1,1,1,1,1,1,,,
