prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60273295-2BF5-E011-A2F2-A9371353D1C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645987,SDN 13 Penukal,10645987,Talang Sungai Betung,PURUN TIMUR,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,182/107/DEKBUT/KAB/1983,16-06-1983,420/937/DISDIK-II/2021,10-12-2021,Lihat SK Operasional,2021-12-20 08,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn13penukal@gmail.com,http,-3.207000000000,104.143000000000,11,47,46,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,0,5,3,0,3,8,0,3,0,3,8,0,9,2,2,3,3,1,0,2,0,3,8,3,0,0,3,1,0,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54C9F0F3-3CC5-40A7-BBE1-0DA817894181,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899270,SDN 15 PENUKAL,69899270,Desa Babat kec.Penukal Kab.Penukal Abab Lematang Ilir,BABAT,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/201/KPTS/DISDIKBUD/2015,01-01-1900,420/201/KPTS/DISDIKBUD/2015,09-06-2015,Lihat SK Operasional,2021-12-02 14,C,0,1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdn15pnkl@gmail.com,,-3.207000000000,104.143000000000,12,71,43,7,Pagi/6 hari,,2022/2023-2,"1,200",11,0,2,2,4,4,0,4,9,0,2,1,3,9,0,11,1,0,5,2,2,0,2,1,3,9,10,1,0,0,1,0,1,0,SD 2013,1,0,1,1,2,2,Indosat IM3,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D325EDE-E0E5-47FB-82F9-F03B44EB6500,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964342,SDN 16 PENUKAL,69964342,Simpang Empat Mangku Negara,MANGKUNEGARA,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/KPTS/Disdikbud/2016,31-05-2016,487/KPTS/DISDIKBUD/2016,21-10-2016,Lihat SK Operasional,2017-07-18 15,Tidak Terakreditasi,"1,485",1. -,2. -,PLN,,,sdnegeri16penukal@gmail.com,,-3.237188900000,104.065924400000,9,23,19,6,Pagi/6 hari,,2022/2023-2,900,4,0,1,2,1,0,0,8,8,0,1,0,1,8,0,2,7,6,1,1,0,0,1,0,3,6,4,0,0,0,1,0,0,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BBE5D63-27C0-4275-BCAE-32404F770FA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965310,SDN 17 PENUKAL,69965310,Alamat,BABAT,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/KPTS/DISDIKBUD/2016,31-05-2016,Nomor,24-11-2021,Lihat SK Operasional,2021-11-30 10,C,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,sdnegeri17penukal@gmail.com,,-3.269300000000,103.976000000000,9,7,14,6,Double Shift/6 hari,,2022/2023-2,900,3,0,0,0,2,2,0,5,7,0,2,0,2,7,1,7,1,1,0,3,1,2,1,1,4,5,3,0,0,0,0,0,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4079FA3A-A656-4728-9630-8ADB2D61EABC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964344,SDN 18 PENUKAL,69964344,TALANG KUKUY DESA SUNGAI LANGAN,SUNGAI LANGAN,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/KPTS/Disdikbud/2016,21-05-2016,487/KPTS/DISDIKBUD/2016,21-10-2016,Lihat SK Operasional,2017-07-18 15,C,"3,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn18penukal@gmail.com,,-3.176284700000,104.034433900000,11,32,36,6,Double Shift/6 hari,,2022/2023-2,900,4,0,0,0,4,6,0,1,8,0,3,0,4,7,0,10,1,1,6,2,0,1,0,1,5,6,1,3,0,0,0,0,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7EA52B4-99E9-412D-8F68-0F4CC5C0B934,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964494,SDN 19 PENUKAL,69964494,Jln. Desa Mangku Negara Timur Kec. Penukal Kab.PALI,MANGKUNEGARA TIMUR,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,318/KPTS/Disdikbud/2016,31-05-2016,473/KPTS/DISDIKBUD/2016,04-10-2016,Lihat SK Operasional,2017-07-26 14,C,"10,000",1. Telkomsel Flash,2. -,PLN,,,sdnegeri19penukal@gmail.com,,-3.163175300000,104.025962000000,10,54,52,6,Double Shift/6 hari,,2022/2023-2,897,3,0,0,2,2,3,0,5,8,0,1,1,2,8,0,6,4,4,2,1,0,1,0,2,6,4,0,3,0,0,0,0,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/606A7D3F-1526-E111-94A3-93A8C5B7917C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645351,SDN 2 PENUKAL,10645351,Jalan Perintis Kemerdekaan,AIR ITAM TIMUR,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Tidak Ada,01-01-1977,TIDAK ADA,01-01-1977,Silakan Upload SK,,B,"2,400",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,sdn2penukal@gmail.com,,-3.110800000000,104.083500000000,13,142,108,10,Double Shift/6 hari,,2022/2023-2,900,6,0,1,0,8,1,0,4,5,1,5,2,6,7,0,10,3,4,1,2,0,0,1,5,2,11,0,6,0,0,0,1,0,0,SD 2013,2,2,1,1,2,2,Telkom Speedy,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/388B5CC6-CFD9-4E13-A78D-CF4EA86F68B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964495,SDN 20 PENUKAL,69964495,Jln. Raya Teluk Lubuk - Sekayu  Kec. Penukal Kab.PALI,SUKA RAJA,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/KPTS/Disdikbud/2016,31-05-2016,595/KPTS/Disdikbud/2016,22-12-2016,Silakan Upload SK (link file tidak valid) => [543312-80446--],2021-11-18 14,Tidak Terakreditasi,"11,400",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdnegri20penukal@gmail.com,http,-3.201900000000,104.047500000000,8,34,27,6,Siang/6 hari,,2022/2023-2,450,11,0,1,0,1,3,0,4,7,0,1,0,1,7,0,4,4,4,0,3,0,0,1,0,3,5,5,3,3,4,1,0,0,0,SD 2013,1,1,1,1,1,1,Indosat IM3,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5DC72C1-35AC-46B0-8922-18E17A5D4071,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988138,SDN 21 PENUKAL,69988138,Desa Babat,BABAT,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/289/KPTS/DISDIK/2019,11-06-2019,420/289/KPTS/DISDIK/2019,11-06-2019,Lihat SK Operasional,2021-11-30 09,,"10,000",1. Indosat IM3,2. Telkomsel Flash,PLN,,,,,-3.217775900000,104.038517400000,5,33,41,5,Pagi/6 hari,,2022/2023-2,"1,200",6,0,1,2,2,0,0,3,3,1,1,0,2,3,0,3,2,1,2,0,1,0,1,0,2,3,6,0,0,0,1,0,0,0,SD Merdeka,1,1,2,1,0,0,Indosat IM3,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/106F18E3-5801-E211-889E-D702B6A21597,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645347,SDN 4 PENUKAL,10645347,Jl. Pertamina Pengabuan Desa Babat,BABAT,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,I.B/PDK/1972/2771/PD/V/2,02-05-1973,800/541/DISDIK-I/2017,16-05-2017,Lihat SK Operasional,2021-11-30 09,A,"10,000",1. Axis,2. Telkomsel Flash,PLN,,,,,-3.221200000000,104.063200000000,26,180,165,15,Pagi/6 hari,,2022/2023-2,"1,300",16,0,1,2,7,6,0,13,20,0,6,0,8,18,1,16,9,8,6,3,3,4,0,2,6,20,5,8,3,0,0,1,0,0,SD 2013,3,2,2,2,3,3,Axis,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0003395-2BF5-E011-9C35-23A385C27D47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10646183,SDN 5 PENUKAL,10646183,Simpang Tiga Dusun IV,BABAT,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,4 TAHUN 2008,02-04-2008,4 TAHUN 2008,04-02-2008,Silakan Upload SK,,C,"9,700",1. -,2. -,PLN,,,sdn5_penukal@yahoo.com,http,-3.219200000000,104.052000000000,10,50,51,6,Siang/6 hari,,2022/2023-2,"2,300",5,0,1,0,2,2,0,6,9,0,1,0,2,8,1,6,3,4,2,1,2,1,0,0,4,6,0,3,2,0,1,0,0,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0FB7C3F-1526-E111-BB30-E56A5E8B4335,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645349,SDN 6 PENUKAL,10645349,Jalan Lintas Talang Bulang - Sekayu Dusun III,GUNUNG MENANG,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,01/01/1937,01-01-1937,420/872/DISDIK-II/2021,29-11-2021,Lihat SK Operasional,2021-11-30 09,B,"2,400",1. -,2. Lainnya,PLN,,,sdn6penukal@gmail.com,,-3.178200000000,104.033800000000,25,202,189,17,Double Shift/6 hari,,2022/2023-2,"13,000",9,0,1,2,8,6,0,11,18,1,4,2,9,16,0,20,5,8,4,6,0,1,5,1,4,21,0,6,3,1,1,0,0,0,SD 2013,3,2,3,3,3,3,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,Penukal,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C04E7F3F-1526-E111-9DE4-492987953F99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645361,SDN 8 PENUKAL,10645361,Jln. Teluk Lubuk Sekayu,MANGKUNEGARA,KEC. PENUKAL,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,583.0/171/MN/KET/2021,01-01-1966,420/887/DISK-II/2021,01-12-2021,Lihat SK Operasional,2021-12-02 17,B,"8,000",1. -,2. Telkomsel Flash,PLN & Diesel,,,penukalsdn@gmail.com,,-3.167700000000,104.021000000000,19,131,116,12,Pagi/6 hari,,2022/2023-2,0,10,0,1,2,8,4,0,7,12,2,3,2,5,14,1,16,2,1,4,3,6,1,1,3,8,11,10,0,0,0,1,0,0,0,SD 2013,2,2,2,2,2,2,Tidak Ada,,,
