prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6036D411-2CF5-E011-B7D0-B316ABB08FC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215791,UPTD SDN 1 MUNTUR,20215791,Jalan Muntur Ranjeng,MUNTUR,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,412/032,07-05-1921,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,A,775,1. 3 (Tri),2. Telkom Speedy,PLN,0234505160,0234505160,sdnmuntursiji@yahoo.co.id,http,-6.393500000000,108.148000000000,7,112,130,6,Pagi/6 hari,,2022/2023-2,450,10,0,1,1,3,0,0,4,5,0,1,1,4,3,0,7,0,1,1,2,1,0,1,1,1,6,10,0,0,0,1,0,0,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B00AD411-2CF5-E011-AFF7-FFE7DC554250,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215648,UPTD SDN 1 PUNTANG,20215648,Blok Sukaraja,PUNTANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/021,05-02-1918,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-15 11,A,840,1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,uptdsdn1puntang@gmail.com,,-6.399200000000,108.159800000000,6,99,99,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,2,0,0,4,4,0,1,1,2,4,0,6,0,0,1,2,1,1,0,1,2,4,0,0,6,0,0,0,1,0,SD 2013,,,,Lainnya (Wavelan),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0E5D411-2CF5-E011-A8D7-2B186C5DA226,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215669,UPTD SDN 1 RANJENG,20215669,Jl. Puk Ranjeng Muntur,RANJENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/002,07-01-1980,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-10-02 10,B,"1,920",1. -,2. Biznet (Serat Optik),PLN,0234505160,0234506160,sdnranjengi@yahoo.com,http,-6.426800000000,108.134200000000,7,102,101,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,2,1,0,4,5,0,2,0,2,5,1,6,0,1,0,0,4,1,0,1,5,2,6,0,0,0,0,0,1,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01FD511-2CF5-E011-9D0B-F517E2BE87FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215612,UPTD SDN 1 SANTING,20215612,Jln. Raya Santing Blok Karanganyar,SANTING,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.738/Kep.26-Sekret,01-01-1975,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,B,"2,208",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0234505160,0234505160,sdnegerisantingsiji@gmail.com,http,-6.379000000000,108.132400000000,7,62,58,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,4,0,0,3,3,0,2,2,5,2,0,6,1,1,0,1,2,0,1,2,3,4,6,0,0,0,1,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C9D411-2CF5-E011-B9A0-71C8073BA94A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216901,UPTD SDN 2 JANGGA,20216901,Jl Turangga Bahari,JANGGA,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/243,01-01-1977,Nomor 1 Tahun 2018,02-02-2018,Lihat SK Operasional,2020-11-25 11,A,0,1. -,2. Linknet,PLN,0234505160,0234505160,sdnjanggaii@yahoo.co.id,,-6.399000000000,108.167500000000,8,178,170,8,Pagi/6 hari,,2022/2023-2,450,9,0,1,2,3,0,0,5,5,1,2,0,3,5,0,8,0,3,2,0,2,0,1,0,2,6,0,0,9,0,0,0,1,0,SD 2013,,,,Tidak Ada,1,1,1,2,2,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A027D411-2CF5-E011-80CE-FFE065DAE98A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216731,UPTD SDN 2 KRIMUN,20216731,Jalan Pintu Air Caplokan,KRIMUN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.722/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,A,0,1. Lainnya (Kabel),2. 3 (Tri),PLN,,0234506695,sdnkrimunii@yahoo.com,,-6.400300000000,108.153200000000,11,132,127,9,Pagi/6 hari,,2022/2023-2,"1,300",8,0,1,2,6,0,0,5,8,0,3,0,4,7,0,6,5,2,0,3,3,0,2,1,3,8,8,0,0,0,0,0,1,0,SD 2013,,,,Lainnya (Kabel),1,1,2,1,2,2
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09DD411-2CF5-E011-9D7D-674286209E63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215792,UPTD SDN 2 MUNTUR,20215792,Jln. Pertigaan Muntur,MUNTUR,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.20.SIP.729/Kep.26.Sekret,20-01-1976,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-10-02 10,B,972,1. -,2. -,PLN,0234505160,0234505160,sdnmunturii@yahoo.co.id,,-6.391600000000,108.148400000000,8,72,64,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,3,0,0,5,5,0,1,2,4,4,0,8,0,1,3,0,2,0,1,1,3,5,3,0,3,0,0,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0BAD411-2CF5-E011-9571-EBCD2173A682,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215647,UPTD SDN 2 PUNTANG,20215647,Blok Sukaraja,PUNTANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.731/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,A,720,1. 3 (Tri),2. Telkom Speedy,PLN,0234505160,0234505160,sdnpuntang2@yahoo.co.id,http,-6.399200000000,108.159900000000,7,125,91,7,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,2,1,0,4,5,1,1,0,4,3,0,7,0,2,2,0,2,0,1,0,2,5,6,0,0,0,0,0,0,0,SD 2013,,,,3 (Tri),1,2,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40ACD411-2CF5-E011-9758-BB5B528FD41A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215668,UPTD SDN 2 RANJENG,20215668,Jl. Puk Ranjeng Muntur,RANJENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.734/Kep.26.Sekret,07-01-1972,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-10-02 10,A,"1,620",1. -,2. Lainnya (Serat Optik),PLN,,,sdnranjengii@gmail.com,,-6.373700000000,108.364900000000,9,102,110,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,3,0,0,6,7,1,1,0,4,5,0,8,1,0,0,2,2,2,2,1,3,6,0,2,4,0,0,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/805AD511-2CF5-E011-B480-A7E1AC1AB8BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215613,UPTD SDN 2 SANTING,20215613,Jalan Santing,SANTING,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/211,17-10-1985,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,A,"3,060",1. 3 (Tri),2. Telkom Speedy,PLN,0234505160,0234505160,sdnsanting2@yahoo.com,,-6.392200000000,108.142200000000,8,114,107,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,2,2,0,0,6,6,0,1,1,3,5,0,6,2,2,0,3,2,0,0,1,3,5,0,3,0,3,0,0,0,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F07ED411-2CF5-E011-9BE6-99348C4CF4C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216730,UPTD SDN 3 KRIMUN,20216730,Jl Pintu Air Caplokan,KRIMUN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,170/16/KEP/DPKD/2004,28-06-2004,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,A,"2,544",1. -,2. Lainnya (Kabel),PLN,0234505160,0234505160,sdnkrimuniii@yahoo.co.id,http,-6.400800000000,108.153000000000,9,92,79,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,4,0,0,5,5,1,3,0,5,4,0,8,1,0,4,0,0,2,2,1,5,4,0,4,2,1,1,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60F4D411-2CF5-E011-8B79-A1D8984E945B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215809,UPTD SDN 3 MUNTUR,20215809,Desa Muntur,MUNTUR,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,002/79-F/1982,20-12-1979,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2021-01-14 11,A,"1,500",1. 3 (Tri),2. Lainnya (Serat Optik),PLN,,,sdnmuntur3@gmail.com,http,-6.397700000000,108.149100000000,7,89,98,6,Pagi/6 hari,,2022/2023-2,448,3,0,1,1,4,0,0,3,3,0,4,0,5,2,0,7,0,0,0,3,1,0,1,2,3,4,0,3,0,3,0,0,1,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/503DD511-2CF5-E011-A16A-FFC692C0C920,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216407,UPTD SDN BOJONG JAYA,20216407,Pangkalan,PANGKALAN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.10.SIP.740/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,B,"1,500",1. XL (Serat Optik),2. Telkomsel Flash,PLN,,,sdnbojongjaya@yahoo.co.id,,-6.384000000000,108.207500000000,7,34,34,6,Pagi/6 hari,,2022/2023-2,450,4,0,0,2,2,0,0,5,5,0,2,0,3,4,0,3,4,1,2,1,2,0,1,0,3,4,0,0,4,1,0,0,0,0,SD 2013,,,,XL (Serat Optik),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70D7D411-2CF5-E011-B863-9BE08156E8A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216812,UPTD SDN CEMARA KULON,20216812,Cemara Kulon,CEMARA KULON,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,386/PSD/1980,03-04-2003,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,B,"1,960",1. 3 (Tri),2. Telkom Speedy,PLN,,,cemarakulonsdn@yahoo.co.id,http,-6.335300000000,108.185300000000,6,106,79,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,2,3,0,0,3,3,1,2,0,3,3,0,6,0,1,0,1,2,1,1,0,2,4,3,0,0,3,0,0,0,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A070D411-2CF5-E011-A76B-ADD9BAFD437D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216825,UPTD SDN CILOGOG,20216825,Jalan Raya Jangga-Terisi Ds Rajaiyang Blok Cilogog,RAJAIYANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.726/Kep.26.Sekret,12-01-1975,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-10-02 09,B,"1,512",1. -,2. -,PLN,0234505160,0234505160,uptdsdncilogog@gmail.com,http,-6.433500000000,108.176900000000,5,66,61,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,1,1,0,3,4,0,1,0,2,3,0,4,1,3,1,0,0,0,1,0,2,3,0,3,3,0,0,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
