prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/700D8A12-2CF5-E011-A712-7920D578F989,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236390,SDN KERTAMUKTI I,20236390,Jln. Cilebar,KERTAMUKTI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-04-1953,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,135",1. Lainnya (Kabel),2. Indosat IM3,PLN,,,sdnkertamuktii@yahoo.com,,-6.133500000000,107.408400000000,6,57,61,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,1,0,0,5,5,0,0,1,2,4,0,5,1,1,2,1,1,0,0,1,1,5,6,0,0,0,0,0,0,0,1,1,1,1,1,1,SD 2013,Lainnya (Kabel),,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/201C8A12-2CF5-E011-BB7F-19C48F128C30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236391,SDN KERTAMUKTI II,20236391,Dusun Cilebar I RT 05 RW 01,KERTAMUKTI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1972,03-07-1972,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,001",1. Telkom Speedy,2. Lainnya (Wavelan),PLN,,,sdnkertamuktidua@yahoo.co.id,,-6.279400000000,107.313600000000,8,119,94,6,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,4,0,0,4,4,0,1,3,5,3,0,6,2,2,0,0,2,0,1,3,4,4,3,0,0,4,0,0,0,1,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/802A8A12-2CF5-E011-BAB9-E502343589BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236392,SDN KERTAMUKTI III,20236392,Dusun Cilebar 2,KERTAMUKTI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,190/SD.033.3/82,01-02-1982,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"1,587",1. -,2. Centrin (Wavelan),PLN,,,sdnegerikertamukti03@gmail.com,,-6.151000000000,107.415500000000,9,91,104,6,Pagi/6 hari,,2022/2023-2,450,5,0,1,1,1,1,0,7,8,0,0,1,2,7,0,4,5,5,0,2,0,0,1,1,3,6,0,3,2,1,0,1,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60398A12-2CF5-E011-9BD5-23B95FCD8DEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236393,SDN KERTAMUKTI IV,20236393,Kalenjaya,KERTAMUKTI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/SK-142/1983,01-02-1983,421.2/Kep.422-Huk/2010,01-06-2010,Lihat SK Operasional,2016-08-15 10,B,"1,652",1. Indosat Mentari,2. Indosat IM3,PLN,,,sdnkertamukti04@gmail.com,,-6.128700000000,107.412000000000,7,107,87,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,1,1,0,5,7,0,0,0,1,6,0,6,1,5,0,1,1,0,0,0,4,3,0,0,3,2,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat Mentari,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D28912-2CF5-E011-B3C4-77CE9FF0D743,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236425,SDN KOSAMBIBATU I,20236425,Kosambi Batu,KOSAMBIBATU,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,177/PSD/1910,01-01-1910,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,250",1. Indosat IM3,2. Lainnya (Wavelan),PLN,,,sdnkosambibatui@yahoo.com,,-6.131500000000,107.407300000000,7,39,48,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,1,2,0,0,5,6,1,0,0,3,4,0,4,3,2,1,1,0,0,2,1,2,5,0,0,3,3,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60E18912-2CF5-E011-AFAE-5B47B84A4879,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236426,SDN KOSAMBIBATU II,20236426,Dusun Kosambibatu I RT 02 RW 01,KOSAMBIBATU,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1980,20-03-1980,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"8,364",1.,2.,PLN,,,,,-6.116300000000,107.402700000000,7,97,122,6,Pagi/6 hari,,2022/2023-2,450,9,0,1,1,5,0,0,2,3,0,4,0,4,3,0,5,2,1,1,4,0,0,1,0,1,6,0,8,1,0,0,1,0,0,1,1,1,1,1,1,SD 2013,Smartfren,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40F08912-2CF5-E011-826A-35CC3C4EA4EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236427,SDN KOSAMBIBATU III,20236427,Dusun Ciguha,KOSAMBIBATU,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1982,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,C,"2,500",1. -,2. Indosat IM3,PLN,,,sdnkosambibatu3@gmail.com,,-6.115600000000,107.420200000000,5,49,44,6,Double Shift/6 hari,,2022/2023-2,450,1,0,0,0,1,0,0,4,4,0,1,0,2,3,0,5,0,1,3,0,0,0,0,1,2,3,0,1,0,5,0,0,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60FF8912-2CF5-E011-A9E2-C7B8063A5A63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236428,SDN KOSAMBIBATU IV,20236428,Kosambibatu,KOSAMBIBATU,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,06-12-1983,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"1,764",1. Indosat Mentari,2. Indosat IM3,PLN,,,sdnkosambibatuiv@yahoo.com,,-6.132400000000,107.396600000000,7,30,38,6,Pagi/6 hari,,2022/2023-2,900,5,0,0,0,1,1,0,5,6,0,0,1,2,5,0,5,2,3,0,1,2,0,0,1,2,5,0,0,5,1,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat Mentari,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C68A12-2CF5-E011-8688-BDD11A43FA43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236558,SDN MEKARPOHACI I,20236558,Jarong,MEKARPOHACI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,593/   / Desa,05-03-1978,593/   / DESA,05-03-1978,Silakan Upload SK,,B,"1,640",1. Indosat IM3,2. Telkom Speedy,PLN,085881852824,,sdnmekarpohaci1@yahoo.co.id,http,-6.260000000000,107.463700000000,8,102,82,6,Pagi/6 hari,,2022/2023-2,900,7,0,0,2,2,0,0,6,6,0,1,1,3,5,0,5,3,5,0,1,0,0,1,1,2,6,7,0,0,0,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0D48A12-2CF5-E011-891D-3125D8684A9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236559,SDN MEKARPOHACI II,20236559,Dusun Kalenpandan,MEKARPOHACI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,12-06-1980,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,533",1. Indosat IM3,2. Lainnya (Wavelan),PLN,,,mekarpohaci2sdn@gmail.com,,-6.116000000000,107.432900000000,6,92,82,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,2,1,0,3,6,0,0,0,2,4,1,4,1,0,1,3,2,0,0,0,3,3,0,6,0,0,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C00C8B12-2CF5-E011-A1BB-C3C12D240FE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236560,SDN MEKARPOHACI III,20236560,Dusun Pasung,MEKARPOHACI,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.1/06/DS/1982,04-01-1982,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,826",1.,2.,PLN,,,,,-6.176900000000,107.420600000000,7,68,75,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,0,1,0,6,7,0,0,0,2,5,0,4,3,4,0,0,1,0,2,0,2,5,0,0,3,3,0,0,0,0,1,1,1,1,1,1,SD 2013,Biznet (Kabel),,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A58912-2CF5-E011-808F-B7ACDCC17F6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236752,SDN PUSAKAJAYA SELATAN I,20236752,Dusun Cikunir,PUSAKAJAYA SELATAN,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,02-03-1963,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"1,350",1. Indosat IM3,2. Lainnya,PLN,,,delsupriatna80@gmail.com,,-6.093000000000,107.418900000000,6,69,51,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,0,0,0,6,6,0,0,0,1,5,0,4,2,3,1,2,0,0,0,0,1,5,0,0,6,1,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B58912-2CF5-E011-880D-4972378B0F90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236753,SDN PUSAKAJAYA SELATAN II,20236753,Dusun SumberJaya,PUSAKAJAYA SELATAN,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1982,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,B,"2,036",1. Indosat IM3,2. Lainnya,PLN,,,puselsdn@gmail.com,,-6.091000000000,107.406700000000,7,48,44,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,1,0,2,0,5,7,0,0,0,1,6,0,4,3,1,2,0,3,0,0,1,3,4,1,5,0,0,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C48912-2CF5-E011-8F82-2FE131948AC6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236754,SDN PUSAKAJAYA SELATAN III,20236754,Dusun Sumberjati,PUSAKAJAYA SELATAN,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,593.2/17/Desa,01-01-1982,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK (link file tidak valid) => [767386-459237--],2023-02-01 10,B,"1,120",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pusakajayaselataniiisdn@gmail.com,,-6.093100000000,107.418800000000,7,52,48,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,1,2,0,4,6,0,1,0,2,5,0,4,3,3,0,2,0,1,1,0,4,3,3,0,0,3,0,0,0,0,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A07C8912-2CF5-E011-974B-0F478F2F77FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236755,SDN PUSAKAJAYA UTARA I,20236755,Dusun Karajan,PUSAKAJAYA UTARA,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,912/SD.02.5/1975,01-01-1975,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK (link file tidak valid) => [459563-125286--],2021-06-12 17,B,"1,800",1. Lainnya,2. Lainnya,PLN,,,sdn.pusakajayautara.01@gmail.com,,-6.085682700000,107.415575000000,7,64,72,6,Pagi/6 hari,,2022/2023-2,450,6,0,2,2,3,1,0,3,5,0,1,1,4,3,0,6,1,2,2,1,1,0,0,1,3,4,0,3,3,0,1,0,1,0,1,1,1,1,1,1,SD 2013,Lainnya,,,
Jawa Barat,Kab. Karawang,Cilebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0898912-2CF5-E011-8842-990D4E5A8BB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20236756,SDN PUSAKAJAYA UTARA II,20236756,Dusun Sukajadi,PUSAKAJAYA UTARA,KEC. CILEBAR,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,INPRES/5/1981,01-06-1981,421.2/Kep.422-Huk/2010,01-06-2010,Silakan Upload SK,,A,"2,371",1. Indosat IM3,2. Centrin (Wavelan),PLN,,,sdnpusakajayautaraii@yahoo.co.id,,-6.092600000000,107.428800000000,5,108,98,6,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,1,1,0,3,4,0,1,0,1,4,0,4,1,1,1,2,0,0,1,0,2,3,0,1,1,4,0,0,0,0,1,1,1,1,1,1,SD 2013,Indosat IM3,,,
