prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2091493A-033C-E111-A36C-E12E7FED1B09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305070,SD KATHOLIK DON BOSKO 1,50305070,Jl. Ahmad Yani No. 50,MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,1759/171./C.2/C/94,01-08-1949,1759/12/C.II/C.94,01-08-1949,Silakan Upload SK,,B,"9,600",1. -,2. Lainnya (Wavelan),PLN,0,0380825653,sdkdonboskosatu@gmail.com,,-10.159308000000,123.586535000000,11,72,77,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,300",7,0,1,4,5,0,5,2,6,1,3,1,5,6,0,10,1,2,3,0,2,0,1,3,2,9,0,7,0,0,0,1,0,0,1,1,1,2,1,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0B4493A-033C-E111-A7BA-B1D15D6763BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305053,SD KATHOLIK DON BOSKO 2,50305053,Jl. Jend. A. Yani No.52,MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,93,01-08-1956,17509/121.C2/C94,01-10-1993,Silakan Upload SK,,A,"2,500",1. -,2. Telkom Speedy,PLN,,0380832748,Sdkdonbosko2kupang@gmail.com,,-10.159470000000,123.585913000000,14,108,110,9,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",10,0,1,6,3,0,15,0,11,0,1,2,4,10,0,13,1,4,5,2,0,0,2,1,3,11,8,2,0,0,1,0,0,0,2,2,1,1,2,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0314A3A-033C-E111-8E18-ED087BE3A15C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305055,SD KATHOLIK DON BOSKO 4,50305055,Jl. Ahmad Yani No. 52,MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,01/08/1964,01-08-1964,17509/121.C2/C/94,01-10-1992,Lihat SK Operasional,2023-02-08 09,B,"4,000",1. -,2. Telkom Speedy,PLN,,0380832743,sdk.donbosko4@yahoo.com,,-10.159445000000,123.585858000000,10,40,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",9,0,1,2,2,0,10,2,7,1,2,0,3,7,0,5,5,5,0,2,0,2,0,1,1,9,4,3,2,0,0,1,0,0,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/107A4A3A-033C-E111-AC96-F7B2E8B6D9BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305240,SD MUHAMMADIYAH 1 KUPANG,50305240,Jl. Gunung Mutis  No. 26,SOLOR,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kota Kupang,AO5766,0700 / III A/1 d/ 2000,16-07-1968,DPMPTSP.073.3/07/KOLAM/I/2023,09-01-2023,Lihat SK Operasional,2023-01-18 14,C,712,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,muhammadiyahsd76@gmail.com,,-10.160078000000,123.583842000000,12,84,79,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",8,0,1,5,0,0,15,0,12,0,0,0,0,12,0,11,1,5,4,1,1,1,0,0,2,10,0,5,3,0,0,0,1,0,1,1,1,1,2,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A007A739-033C-E111-A94C-F9B3478E46F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304968,SD NEGERI 1 BONIPOI,50304968,Jl. Kosasih No 9,BONIPOI,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-08-1946,,01-01-1910,Silakan Upload SK,,B,"1,818",1. -,2. Lainnya (Serat Optik),PLN,,03808431945,sdnsatubnp@yahoo.co.id,,-10.161372000000,123.581580000000,23,186,155,13,SD 2013,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"5,200",12,0,1,1,16,0,0,7,11,2,8,2,8,15,0,18,5,8,2,2,3,2,4,2,4,19,0,4,8,0,0,0,1,0,2,2,2,3,2,2,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4021A739-033C-E111-9461-65DCD6BD439C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304951,SD NEGERI BONIPOI 2,50304951,Jl. Kosasih No. 9,BONIPOI,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-08-1946,,01-01-1910,Silakan Upload SK,,B,"2,525",1. -,2. Telkom Speedy,PLN,,8438341,Sdnbonipoi2@gmail.com,,-10.161380000000,123.581655000000,21,170,184,13,SD 2013,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"5,000",14,0,1,4,17,0,0,4,6,1,12,2,16,5,1,18,2,2,1,4,3,2,2,7,4,17,0,0,14,0,0,0,1,0,2,2,2,2,3,2,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A3A739-033C-E111-A968-27B5989AA60E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304958,SD NEGERI OEBA 3,50304958,Jl. Alor No. 30,FATUBESI,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,16-06-1979,,01-01-1910,Silakan Upload SK,,B,"2,721",1. -,2. Telkom Speedy,PLN,,8430237,sdnoebatiga@gmail.com,,-10.155270000000,123.590847000000,18,125,118,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",9,0,1,4,9,1,0,8,12,2,3,1,5,13,0,11,7,6,2,2,3,2,0,3,6,12,6,2,1,5,0,1,0,0,2,2,2,2,2,2,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C062A739-033C-E111-9AAC-59505F13A492,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304965,SD NEGERI PASIR PANJANG,50304965,Jl. Timor Raya no.82,PASIR PANJANG,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1972,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"6,555",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnpaspanj@yahoo.co.id,,-10.150563000000,123.606838000000,18,126,102,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,1,0,13,1,0,4,8,1,3,6,10,8,1,11,6,3,4,0,0,1,2,8,4,14,0,0,3,8,0,0,1,0,2,2,2,2,1,2,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C214E4-023C-E111-A115-A13BC3A11115,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305241,SD PERSITIM 1,50305241,Jln Trikora No.5,AIRMATA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PERGURUAN PERSATUAN ISLAM TIMOR (PERSITIM),AC8697,31/12/1986,01-01-1910,31/12/1986,01-01-1910,Lihat SK Operasional,2023-01-17 15,B,"1,068",1. Telkom Astinet,2. Telkom Speedy,PLN,,0380829324,sdpersitim@gmail.com,,-10.165200000000,123.578100000000,8,62,59,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Astinet,"1,300",6,0,0,1,5,0,0,3,3,1,1,3,5,3,0,8,0,0,2,1,0,1,2,2,3,5,0,0,6,0,0,0,0,0,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C07313E4-023C-E111-8ADF-15F17F129385,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305054,SDK DON BOSKO 3,50305054,Jln. Ahmad Yani No. 50,MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,AHU-5638.AH.01.04 Tahun 2011,19-08-2011,17509/121.C2/C/94,01-10-1993,Lihat SK Operasional,2022-08-22 00,A,"36,245",1. -,2. Telkom Speedy,PLN,0,0380833569,sdkdonbosko364@gmail.com,,-10.159353000000,123.586473000000,12,79,60,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"23,000",6,0,2,2,2,0,11,2,10,0,1,1,3,9,0,7,5,4,2,2,1,1,1,1,2,10,0,0,6,0,1,0,1,0,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E027AE3A-033C-E111-980C-07A16B8FBF7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305004,SMP KATOLIK GIOVANNI,50305004,"Jl. Jenderal A. Yani, No. 50",MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,89652/B.I,13-10-1960,89652/BI,13-10-1960,Lihat SK Operasional,2020-09-01 06,A,"36,000",1. Telkomsel Flash,2. Lainnya,PLN,0380832214,0380832214,smpkgiovanni500801@gmail.com,https,-10.158753000000,123.586949000000,30,127,114,9,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"5,500",9,1,1,2,4,0,31,3,25,1,3,1,10,20,0,24,6,7,8,1,4,3,2,5,18,12,9,0,0,0,1,0,0,0,,,,,,,3,3,3
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/502A923A-033C-E111-8CE3-85AE0B9DD037,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305276,SMP NEGERI 16 KUPANG,50305276,Jl. Supul Raya,PASIR PANJANG,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,174/KEP/HK/2003,25-10-2003,,01-01-1910,Silakan Upload SK,,,"9,750",1. -,2. Telkom Speedy,PLN,,823392,smpnegeri16kotakupang@gmail.com,,-10.154787000000,123.602553000000,53,304,292,20,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,500",29,1,1,4,36,5,0,12,24,5,21,3,24,29,0,41,12,9,9,8,12,4,7,4,20,33,10,14,5,3,0,0,1,0,,,,,,,6,6,8
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4064AE3A-033C-E111-9D47-5795828BD167,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69863297,SMP SWASTA ADHYAKSA 2,69863297,Kel. Merdeka,MERDEKA,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ADHYAKSA KUPANG,AW7866,No.501/I.21/I.c/1984,05-04-1984,580/I21.4/Ie.84,05-04-1984,Lihat SK Operasional,2022-01-28 05,,"1,755",1. -,2. Telkom Speedy,PLN,0380,821234,smp_adhiyaksa2kupang@yahoo.com,http,-10.161758000000,123.583872000000,12,38,41,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,100",8,1,1,2,2,0,6,6,10,0,2,0,3,9,0,9,3,8,1,0,1,2,0,0,5,7,0,8,0,0,0,1,0,0,,,,,,,1,1,1
Nusa Tenggara Timur,Kota Kupang,Kota Lama,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F04FAE3A-033C-E111-AA85-E1C263B71B54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304972,SMP TARUNA KARYA,50304972,Jl. Lontar,PASIR PANJANG,KEC. KOTA LAMA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Taruna Karya,AC8695,17,17-07-1976,17,17-07-1976,Silakan Upload SK,,,858,1. -,2. -,PLN,0,,smptarunakarya@yahoo.com,,-10.158713000000,123.598588000000,5,10,6,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,1,1,2,0,0,4,1,5,0,0,0,2,3,0,4,1,1,1,1,2,0,0,0,4,1,3,0,0,0,1,0,0,0,,,,,,,1,1,1
