prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D08D7278-2FF5-E011-AB1A-2967628926CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304286,UPTD SD NEGERI 02 SUNGAI KAMUYANG,10304286,Batang Tabit,SUNGAI KAMUYANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,12-08-1961,,01-01-1910,Lihat SK Operasional,2019-11-23 04,B,"3,200",1. -,2. Telkom Speedy,PLN,,,sdnegeri02skm@gmail.com,,-.248700000000,100.678300000000,9,60,65,6,SD 2013,Pagi/6 hari,,2022/2023-2,"2,198",6,0,1,1,4,1,0,4,6,1,0,2,6,3,0,9,0,3,3,1,0,0,1,1,1,8,1,1,1,1,1,1,0,0,6,1,0,0,1,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0AF4879-2FF5-E011-96AB-398FCF09D7A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304332,UPTD SD NEGERI 02 TANJUANG HARO SIKABU-KABU PD. PANJANG,10304332,Tanjuang Haro Sikabu-Kabu Pd Panjang,TANJUANG ARO SIKABU-KABU PD. PANJANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1981-02-04,04-02-1981,1910-01-01,01-01-1910,Lihat SK Operasional,2019-12-20 13,B,"1,605",1. Lainnya (Kabel),2. Telkomsel Flash,PLN,,,uptdsdn02tanjuangharo@gmail.com,,-.254100000000,100.661100000000,7,68,53,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,0,5,1,0,1,2,0,4,1,5,2,0,6,1,1,0,2,1,1,2,0,0,7,1,1,1,1,1,1,0,3,3,0,0,0,0,0,Lainnya (Kabel),,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80074879-2FF5-E011-92FD-CBEFE733EB29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304294,UPTD SD NEGERI 03 ANDALEH,10304294,Jorong Baliak Bukit,ANDALEH,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/050/1/DPK-LK/II/2021,01-01-1979,420/050/1/DPK-LK/II/2021,08-03-2021,Lihat SK Operasional,2021-04-17 08,B,"2,400",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdn03andaleh@gmail.com,,-.226300000000,100.681100000000,10,32,30,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,900,5,0,1,2,7,1,0,2,4,2,3,1,9,1,0,10,0,2,1,2,0,1,0,4,2,8,1,1,1,1,1,1,0,5,0,0,0,0,1,0,Telkom Speedy,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90097278-2FF5-E011-A6C7-11BB127E5433,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304314,UPTD SD NEGERI 03 MUNGO,10304314,Kayu Bajajar padang laweh mungo,MUNGO,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,14-11-1975,420/055/1/DPK-LK/II-2021,08-03-2021,Lihat SK Operasional,2021-04-14 13,A,"5,665",1. -,2. Telkom Speedy,PLN,,,disdikkecamatan@yahoo.co.id,,-.254300000000,100.696400000000,6,72,47,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,600",0,0,1,0,4,1,0,1,3,1,1,1,5,1,0,6,0,1,0,3,1,0,1,0,1,5,1,1,1,1,1,1,0,0,0,6,0,0,1,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00494879-2FF5-E011-96E8-21857B3652D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304325,UPTD SD NEGERI 03 SUNGAI KAMUYANG,10304325,Sungai Kamuyang,SUNGAI KAMUYANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1978,420/009/1/DPK-LK/I/2019,02-01-2019,Lihat SK Operasional,2019-10-07 17,A,"1,344",1. -,2. Telkom Speedy,PLN,0,,sdn03sungaikamuyang@gmail.com,,-.279300000000,100.619400000000,9,38,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,6,1,0,2,4,2,2,1,4,5,0,7,2,1,1,2,1,0,2,2,3,6,1,1,1,1,1,1,0,6,0,0,1,0,0,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0047378-2FF5-E011-A74F-094E3314C608,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301104,UPTD SD NEGERI 03 TANJUANG HARO SIKABU-KABU PD. PANJANG,10301104,PADANG PANJANG,TANJUANG ARO SIKABU-KABU PD. PANJANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1981,420/009/1/DPK-LK/II-2021,18-02-2021,Lihat SK Operasional,2021-04-15 15,B,"3,636",1.,2.,PLN,,,,,-.261800000000,100.654700000000,8,53,28,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,900,6,0,1,0,5,1,0,2,3,1,1,3,7,1,0,5,3,1,0,1,0,1,1,4,3,5,1,1,1,1,1,1,0,6,0,0,0,0,1,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20667278-2FF5-E011-855B-85B50CADC068,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304335,UPTD SD NEGERI 04 ANDALEH,10304335,Jorong Kapalo Koto,ANDALEH,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/009/1/DPK-LK/1/2019,21-01-1981,,01-01-1910,Lihat SK Operasional,2019-12-26 09,B,"2,336,312",1. -,2. Telkom Speedy,PLN,0,,,,-.242100000000,100.691100000000,8,35,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,5,2,0,1,4,1,2,1,6,2,0,7,1,1,1,0,1,1,3,1,1,7,1,1,1,1,1,1,0,6,0,0,0,1,0,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0C44779-2FF5-E011-B7B9-F3FC22319FB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304349,UPTD SD NEGERI 04 MUNGO,10304349,Mungo,MUNGO,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/009/1/DPK-LK/I/ 2019,20-11-1977,,01-01-1910,Lihat SK Operasional,2019-12-10 13,B,"3,200",1. XL (GSM),2. Telkom Speedy,PLN,,,sdnmunngo04@gmail.com,,-.312400000000,100.620300000000,8,81,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",9,0,1,2,5,1,0,2,3,0,5,0,6,2,0,5,3,1,1,1,2,1,2,0,2,6,1,1,1,1,1,1,9,0,0,0,1,0,0,0,XL (GSM),,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10A87278-2FF5-E011-B45F-6D90CDEAE8C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304358,UPTD SD NEGERI 04 SUNGAI KAMUYANG,10304358,Sungai Kamuyang,SUNGAI KAMUYANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/009/1/DPK-LK/I/2019,13-12-1991,,01-01-1910,Silakan Upload SK (link file tidak valid) => [437425-448652--],2021-04-15 19,B,"2,400",1. -,2. Telkom Speedy,PLN,0,,sdn4sungakamuyang@gmail.com,,-.270300000000,100.685000000000,9,55,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,"2,200",4,0,1,2,5,1,0,3,4,1,2,2,6,3,0,9,0,0,0,2,2,1,1,3,2,7,1,1,1,1,1,1,0,4,0,2,0,1,0,0,Tidak Ada,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70214879-2FF5-E011-93C0-1D1BC075D53E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304364,UPTD SD NEGERI 05 ANDALEH,10304364,Jorong Tabek Buruak,ANDALEH,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1982,01-01-1982,,01-01-1910,Silakan Upload SK (link file tidak valid) => [504817-210147--],2021-08-28 12,B,"5,025",1. Telkom Speedy,2. Telkom Speedy,PLN,,,,,-.299400000000,100.603800000000,8,30,27,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,"2,200",3,0,0,2,4,2,0,2,6,0,2,0,5,3,0,8,0,2,1,1,2,0,0,2,1,7,1,1,1,1,1,1,0,0,3,3,0,0,0,0,Telkom Speedy,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0D24779-2FF5-E011-9916-FFCCE92219FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301056,UPTD SD NEGERI 05 MUNGO,10301056,Batu Labi Mungo,MUNGO,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,05-01-1981,,01-01-1910,Silakan Upload SK,,B,"2,040",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sdn05mungo@gmail.com,,-.237600000000,100.696300000000,9,32,46,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,900,0,0,1,0,5,1,0,3,5,2,1,1,6,3,0,8,1,0,0,3,1,1,1,3,2,7,1,1,1,1,1,1,0,0,0,6,0,0,1,0,Telkomsel Flash,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80634879-2FF5-E011-B275-3F999568A251,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304377,UPTD SD NEGERI 05 SUNGAI KAMUYANG,10304377,Jorong Madang Kadok,SUNGAI KAMUYANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1981,,01-01-1910,Lihat SK Operasional,2020-01-08 09,B,684,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnlima-sungaikamuyang@yahoo.co.id,,-.322900000000,100.616600000000,7,59,39,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,900,6,0,1,3,4,1,0,2,3,0,3,1,5,2,0,7,0,1,0,2,0,2,0,2,1,6,1,1,1,1,1,1,5,1,0,0,1,0,0,0,Telkomsel Flash,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70E04779-2FF5-E011-A96A-63C3F05C9CD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304386,UPTD SD NEGERI 06 MUNGO,10304386,Mungo,MUNGO,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/052/1/DPK-LK/II-2021,11-11-1983,,01-01-1910,Lihat SK Operasional,2021-04-14 13,B,"3,248",1. Linknet,2. Linknet,PLN,,,uptd06sdnmungo@gmail.com,,-.240400000000,100.701800000000,8,50,47,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,4,0,0,4,4,1,1,2,5,3,0,7,1,1,1,2,0,0,1,3,1,7,1,1,1,1,1,1,4,0,2,0,1,0,0,0,Linknet,,,
Sumatera Barat,Kab. Lima Puluh Koto,Luak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0704879-2FF5-E011-A18E-33DFC9FA4830,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304390,UPTD SD NEGERI 06 SUNGAI KAMUYANG,10304390,Jorong Tanjung Kaling,SUNGAI KAMUYANG,KEC. LUAK,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/009/1/DPK-LK/I/2019,01-07-1982,,01-01-1910,Lihat SK Operasional,2019-10-07 18,B,"5,035",1. Smartfren,2. Smartfren,PLN,,,sd06sungaikamuyang@gmail.com,,-.327100000000,100.738500000000,8,22,22,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,2,0,3,6,1,0,1,4,4,0,6,2,2,1,1,2,0,0,2,1,7,1,1,1,1,1,1,0,0,6,0,0,0,1,0,Smartfren,,,
