prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0F60815-31F5-E011-98A7-95E050295E6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103801,SD NEGERI 2 PEMPATAN,50103801,"Br. Dinas Waringin, Ds. Pempatan, Ke. Rendang, Kab. Karangasem.",PEMPATAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Beslit Gub Bali No,01-01-1973,Perbup 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2021-12-14 09,A,0,1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,0,0,sdn2_pempatan@yahoo.com,,-8.351910100000,115.415319800000,6,62,68,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Kabel),900,7,0,1,2,4,1,0,1,2,1,1,2,5,1,0,4,2,1,1,0,1,0,1,2,3,3,0,7,0,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70070A15-31F5-E011-BCA0-8F02900B08F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103764,SD NEGERI 2 PESABAN,50103764,Pesaban,PESABAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,42/18/SDN2Psb/II/2017,01-07-1980,Perbup 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2021-12-09 10,A,"2,816",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,sdn2pesaban@gmail.com,,-8.471000000000,115.403000000000,5,30,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,8,0,1,3,4,1,0,0,1,0,3,1,4,1,0,5,0,0,1,1,1,0,0,2,2,3,0,6,2,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C20815-31F5-E011-A2E4-97C42F07CE5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103774,SD NEGERI 2 RENDANG,50103774,Jl Surya Indah,RENDANG,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Beslit Gub. Bali no,01-08-1961,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK,,B,"1,911",1. -,2. Telkom Speedy,PLN,0,,sdn2rendang@gmail.com,,-8.427500000000,115.429500000000,9,103,91,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,8,0,1,2,6,0,0,3,4,0,3,2,6,3,0,8,1,3,0,2,0,0,0,4,5,4,8,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0510915-31F5-E011-AC9F-897AE9511947,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103748,SD NEGERI 3 BESAKIH,50103748,Dusun Batang,BESAKIH,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,150/BAP/-SM/LLXII/TGL,21-07-1980,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK (link file tidak valid) => [553997-189343--],2021-12-14 16,A,"1,400",1. Telkomsel Flash,2. Smartfren,PLN,,,sdntigabesakih@yahoo.co.id,,-8.381000000000,115.454000000000,6,58,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,3,3,0,0,3,3,0,3,0,3,3,0,5,1,1,1,1,1,0,0,2,2,4,6,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002B0915-31F5-E011-9EB3-AFDE739FC2A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103796,SD NEGERI 3 MENANGA,50103796,Dusun Batusesa,MENANGA,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Beslit Gub. Bali tgl 25 April 1974,01-11-1977,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK (link file tidak valid) => [438797-865389--],2021-04-20 14,B,"2,000",1. -,2. Lainnya,PLN,,,sdn3menanga@gmail.com,,-8.406687200000,115.439452800000,5,95,87,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,1,4,0,0,1,1,2,1,1,2,3,0,4,1,0,2,0,0,0,0,3,3,2,0,0,6,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20040915-31F5-E011-B2E6-4932119164F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103766,SD NEGERI 3 NONGAN,50103766,Nongan,NONGAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Beslit Gub Bali No,01-05-1974,Perbup 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2023-03-09 14,B,"2,880",1. -,2. Lainnya (Kabel),PLN,,,nongan3sdn@gmail.com,,-8.448000000000,115.423000000000,9,47,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,8,0,0,2,7,0,0,2,3,0,3,3,6,3,0,6,3,0,1,2,0,0,1,5,5,4,2,1,5,0,0,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E01D0915-31F5-E011-8A71-791ABE96D65A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103802,SD NEGERI 3 PEMPATAN,50103802,Dusun Alasngandang,PEMPATAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1976,Peraturan Bupati No. 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2021-12-10 11,A,0,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,085739729355,,sdn3pempatan@gmail.com,,-8.362700000000,115.404600000000,7,86,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",9,0,1,6,4,2,0,1,3,0,3,1,4,3,0,6,1,1,0,2,0,0,1,3,5,2,5,4,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50140A15-31F5-E011-93A3-8F5C01791130,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103776,SD NEGERI 3 RENDANG,50103776,Banjar DinasLangsat,RENDANG,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Beslit Gub. Bali No,01-04-1974,Perbup 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2021-12-16 11,B,"2,100",1. -,2. Lainnya (Serat Optik),PLN,,,sdn3rendang@gmail.com,,-8.428400000000,115.436700000000,7,42,52,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,7,0,0,0,0,0,5,2,6,1,0,5,2,0,1,2,0,0,1,3,3,4,0,6,0,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40930915-31F5-E011-8767-D94750CC4EB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103749,SD NEGERI 4 BESAKIH,50103749,Dusun Kesimpar,BESAKIH,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/139/SB,01-07-1983,421.2/139/SB,01-07-1983,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn4besakih@gmail.com,,-8.393000000000,115.459000000000,5,26,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,6,5,0,0,0,0,0,4,1,4,1,0,5,0,0,0,3,0,0,0,2,5,0,0,6,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0440915-31F5-E011-850C-E7476E473D67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103797,SD NEGERI 4 MENANGA,50103797,Menanga,MENANGA,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1980,Perbup 64 Tahun 2020,30-12-2020,Lihat SK Operasional,2021-12-14 09,A,0,1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,sdn4menanga04@gmail.com,http,-8.396400000000,115.419800000000,6,34,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,7,0,1,2,6,0,0,0,0,1,2,3,5,1,0,4,2,0,0,1,0,1,1,3,4,2,3,4,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80ED0915-31F5-E011-8AAA-D72E8BA6CF50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103767,SD NEGERI 4 NONGAN,50103767,Banjar Bukian,NONGAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Impres No. 6 75/76,01-06-1976,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK,,A,"2,000",1. Telkomsel Flash,2. Lainnya,PLN,0,,sdn4nongan@gmail.com,http,-8.450000000000,115.411000000000,7,52,48,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,0,0,1,0,5,1,0,1,3,0,0,4,4,3,0,6,1,1,1,1,0,0,2,2,3,4,0,0,0,9,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60FA0915-31F5-E011-99F4-81AB49985999,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103803,SD NEGERI 4 PEMPATAN,50103803,Pempatan,PEMPATAN,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1976,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK (link file tidak valid) => [555743-547483--],2021-12-16 12,A,"4,500",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,0,,sdempatpmp@gmail.com,,-8.346045300000,115.429696900000,8,124,110,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",10,0,1,2,5,1,0,2,3,1,1,3,5,3,1,7,0,0,3,0,1,0,1,3,6,2,8,0,2,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0100915-31F5-E011-BDBB-DD8B54F2FF1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103779,SD NEGERI 4 RENDANG,50103779,Dusun Singarata,RENDANG,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1976,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK,,B,0,1. XL (GSM),2. Telkom Speedy,PLN,,03665502599,sdn.4rendang@yahoo.com,,-8.417302800000,115.420774700000,8,45,39,6,SD 2013,Siang/6 hari,,2022/2023-2,XL (GSM),"4,400",8,1,1,0,7,0,0,1,1,0,5,2,6,2,0,5,3,1,1,3,0,0,0,3,2,6,8,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A00915-31F5-E011-A0C1-D5A20B8632FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103750,SD NEGERI 5 BESAKIH,50103750,"Tukad Belah, Besakih",BESAKIH,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/129/1983,01-07-1983,,01-01-1910,Silakan Upload SK,,A,"2,201",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegri5besakih@gmail.com,,-8.373000000000,115.465000000000,5,47,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,7,0,1,0,3,1,0,1,2,0,3,0,5,0,0,4,1,1,1,0,1,0,1,1,2,3,7,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Karang Asem,Rendang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0780915-31F5-E011-85F3-295007E4F91A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103768,SD NEGERI 5 MENANGA,50103768,Br.Suwukan,MENANGA,KEC. RENDANG,KAB. KARANG ASEM,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,19-07-1982,Perbup 64 Tahun 2020,30-12-2020,Silakan Upload SK (link file tidak valid) => [553862-587412--],2021-12-14 09,A,0,1. -,2. Lainnya,PLN,0,0,sdn5menanga@gmail.com,,-8.383292200000,115.428316500000,5,50,70,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",7,0,0,2,3,1,0,1,3,1,1,0,3,2,0,3,2,1,1,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,1,1,1,1,1,,,
