prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40668A57-013C-E111-814D-F1862FFBFF9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200814,SDN 12 RIO PAKAVA,40200814,Jl. Imam Bonjol,PANCA MUKTI,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1996,,01-01-1910,Silakan Upload SK (link file tidak valid) => [447321-427361--],2021-05-27 15,C,"9,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn12.riopakava@gmail.com,,-1.264200000000,119.546700000000,7,51,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,1,2,0,0,5,5,0,2,0,1,6,0,4,3,3,2,0,0,0,0,2,2,5,3,3,0,0,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5068C177-EAFE-E111-82DB-7D7F884C4896,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758294,SDN 13 RIO PAKAVA,69758294,Desa Lalundu,LALUNDU,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"3,500",1. -,2. -,Tenaga Surya,,,sdn2lld@yahoo.co.id,,-1.297162000000,119.546425000000,3,22,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,7,0,1,2,2,0,0,1,2,0,1,0,1,2,0,2,1,0,0,2,1,0,0,0,1,2,7,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20556057-013C-E111-999F-7FD8C6CB2DFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40209718,SDN 14 RIO PAKAVA,40209718,Pakava UPT Lalundu VI,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,795/421.2/DISDIK/2009,01-01-1910,Silakan Upload SK,,C,"15,000",1. -,2. -,Tenaga Surya,,,sdn1pakava@yahoo.com,,-1.218707000000,119.597150000000,7,29,30,6,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,100,6,0,0,2,4,0,0,3,4,2,1,0,2,5,0,6,1,1,0,3,0,1,2,0,0,7,6,0,0,0,0,0,0,1,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D078BB77-EAFE-E111-8D58-1D659E718B73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40206731,SDN 15 RIO PAKAVA,40206731,Jln. Mesjid Lombok,POLANTO JAYA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,A,"2,500",1. -,2. -,PLN,,,sdn15riopakava@gmail.com,,-1.319200000000,119.497600000000,8,93,84,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,1,2,2,1,0,5,6,0,2,0,1,7,1,4,3,2,3,1,1,1,0,0,3,5,0,0,3,3,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8654BFA5-5B87-4781-A8D0-BABF1E90BD2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947722,SDN 16 RIO PAKAVA,69947722,Jalan Pombui Desa Pakava,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,100/874.3/DISDIK/DGL/2016,26-04-2016,100/874.3/DISDIK/DGL/2016,26-04-2016,Lihat SK Operasional,2016-08-19 08,C,"1,850",1. -,2. -,Tenaga Surya,,,sdn16riopakava@gmail.com,,-1.347186300000,119.715472100000,5,25,25,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,100,6,0,0,2,2,0,0,3,3,1,1,0,1,4,0,2,3,1,0,1,1,0,2,0,0,5,6,0,0,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4CA7F64-1615-4BD2-9B65-FF493DD27684,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947723,SDN 17 RIO PAKAVA,69947723,Jl. Mantonge Desa Pakava,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,795/874.3/DISDIK/DGL/2016,26-04-2016,795/874.3/DISDIK/DGL/2016,26-04-2016,Lihat SK Operasional,2021-09-02 08,C,"6,750",1. -,2. -,Tenaga Surya,,,basirbongga72@gmail.com,,-1.169700000000,119.629400000000,7,71,60,6,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,200,5,0,0,0,2,1,0,4,5,1,1,0,2,5,0,1,6,3,0,1,1,1,1,0,4,3,3,2,0,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C44E8B23-14F3-4F10-AC2A-902742513523,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947728,SDN 18 RIO PAKAVA,69947728,Jalan Dusun Rio,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,799/874.3/DISDIK/DGL/2016,26-04-2016,799/874.3/DISDIK/DGL/2016,26-04-2016,Silakan Upload SK (link file tidak valid) => [551535-582379--],2021-12-05 23,C,"5,000",1. -,2. -,Tidak Ada,,0,sdn18riopakava@gmail.com,,-1.366288500000,119.647746100000,2,7,9,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,1,1,0,0,2,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/612EEB86-7BDD-4701-BE11-57F1081F2F81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947724,SDN 19 RIO PAKAVA,69947724,Jalan Tovalombo,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,793/874.3/DISDIK/DGL/2016,26-04-2016,793/874.3/DISDIK/DGL/2016,26-04-2016,Lihat SK Operasional,2016-08-19 08,Tidak Terakreditasi,"8,500",1. -,2. -,Tidak Ada,,,,,-1.199578500000,119.641668200000,4,14,9,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,2,0,0,0,2,0,0,2,3,0,1,0,1,3,0,2,2,1,2,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0BF8957-013C-E111-88D0-1FF3FC89BEF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200427,SDN 2 RIO PAKAVA,40200427,Desa Lalundu,LALUNDU,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1972,,01-01-1910,Silakan Upload SK,,B,"11,050",1. -,2. Telkomsel Flash,PLN,,,muhsin.limin@yahoo.co.id,http,-1.285200000000,119.545337000000,8,76,53,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,1,0,4,1,0,3,5,0,3,0,2,6,1,7,0,2,1,2,0,1,2,0,2,6,0,0,3,3,0,0,1,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D359911A-D916-4900-9D3A-2F7BCCBD38DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947397,SDN 20 RIO PAKAVA,69947397,Dusun Moma,PANTOLOBETE,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,792/874.3/DISDIK/DGL/2016,26-04-2016,792/874.3/DISDIK/DGL/2016,26-04-2016,Lihat SK Operasional,2016-08-14 01,Tidak Terakreditasi,"9,600",1. -,2. -,Tenaga Surya,,,,,-1.275987300000,119.715472100000,3,18,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,500,5,0,0,0,2,0,0,1,1,0,2,0,2,1,0,2,1,1,1,1,0,0,0,0,3,0,5,0,0,1,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2091C177-EAFE-E111-9569-EB21D37D232B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758293,SDN 21 RIO PAKAVA,69758293,Palu-mbulawa,MBULAWA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,795/421.1/DISDIK/2009,01-01-1910,Silakan Upload SK,,C,"3,750",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,mbulawa021@gmail.com,,-1.336500000000,119.530400000000,5,38,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,0,0,0,0,3,0,0,2,4,1,0,0,1,4,1,2,2,0,2,0,2,0,0,1,2,3,0,0,0,6,0,0,0,1,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37AF8F7B-C7B8-4462-B759-0D6659B95597,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947725,SDN 22 RIO PAKAVA,69947725,Jl. Dusun Oyu,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,791/874.3/DISDIK/DGL/2016,26-04-2016,791/874.3/DISDIK/DGL/2016,26-04-2016,Silakan Upload SK (link file tidak valid) => [825884-207676--],2023-05-26 10,Tidak Terakreditasi,"5,000",1. -,2. -,Tenaga Surya,,0681341422467,sdn22riopakava@gmail.com,,-1.176134900000,119.611278300000,4,11,11,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,100,2,0,0,0,2,1,0,1,2,0,2,0,1,3,0,3,1,0,3,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A85007A8-EFD8-4479-8193-E5FAC06417FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947908,SDN 23 RIO PAKAVA,69947908,Jalan Trans SP 1 Desa Tinauka,TINAUKA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,790/874.3/DISDIK/DGL/2016,26-04-2016,897/874.3/DISDIK/DGL/2018,22-05-2018,Lihat SK Operasional,2023-02-21 12,C,"5,000",1. -,2. -,PLN,,,sdn23riopakava@gmail.com,http,-1.331557300000,119.563522800000,4,30,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,4,0,1,2,0,1,0,3,4,0,0,0,1,3,0,4,0,2,1,1,0,0,0,0,0,4,0,4,0,2,0,1,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F4C02D3-53FC-4E7E-A211-D48FA6A23800,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948223,SDN 24 Rio Pakava,69948223,Dusun Ou SP II,TINAUKA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,789/874.3/DISDIK/DGL/2016,18-05-2016,789/874.3/DISDIK/DGL/2016,18-05-2016,Lihat SK Operasional,2016-08-26 23,B,"4,669",1. -,2. -,Diesel,,,sdn24riopakava@gmail.com,,-1.212600000000,119.597400000000,6,35,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,199,0,0,1,0,1,1,0,4,5,0,1,0,2,4,0,5,1,3,0,1,0,1,0,1,1,5,0,0,0,3,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C66365EB-3F6D-46EB-B2DB-BBBB0ABC471F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947898,SDN 25 RIO PAKAVA,69947898,Jl.Trans SP III Desa Tinauka,TINAUKA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,912/874.3/DISDIK/DGL/2016.,18-05-2016,912/874.3/DISDIK/DGL/2016,18-05-2016,Lihat SK Operasional,2016-08-25 09,Tidak Terakreditasi,"8,665",1. -,2. -,Tenaga Surya,,,sdn25riopakava@gmail.com,http,-1.216944200000,119.711998900000,6,10,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,500,3,0,0,0,0,1,0,5,6,0,0,0,1,5,0,3,3,1,1,2,1,0,0,1,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,,,
