prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/960D8988-883D-4A6B-A3C8-23ACAC4004DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60716657,MIS SABILUL FALAH,60716657,Jl. Kepiting 358 RT001 RW003,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pasuruan,AX6676,L.m./3/2092/A/1978,28-03-1978,Kd.13.14/05.00/PP.00.4/0196/SK/2011,09-08-2012,Lihat SK Operasional,2016-01-14 12,B,595 m2,1.,2.,,,,,,-7.598400000000,112.793400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86763469-9768-4BEB-82E6-09C3C0B76CE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728883,MTS ASSA DIYAH BANGIL,60728883,JL. SUPRIYADI 173,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/2909/1992,23-05-1992,kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-02-01 07,B,0 m2,1.,2.,,,,,,-7.604060000000,112.781973000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B15B09-C3EE-4C07-8048-0B6220027A64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977770,MTS SALAFIYAH 2,69977770,JL. MUSING NO,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,4258 TAHUN 2017,17-07-2017,4258 TAHUN 2017,17-07-2017,Silakan Upload SK (link file tidak valid) => [-],2018-06-03 10,B,0 m2,1.,2.,,,,,,.000000000000,.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0718FB50-4B07-467B-B9E6-A00CE14F8770,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582044,MTSN 1 PASURUAN,20582044,JL. BADER NO.1 KALIREJO,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-02-01 14,A,2.720 m2,1.,2.,,,,,,-7.587200000000,112.791100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B0C8D95-8E77-44C5-A45D-F876E7DAE727,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582050,MTSS ABDUSSALAM,20582050,JL. KALISARI NO. 3 BEKACAK,KOLURSARI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/55122/1995,19-12-1995,MTsS/14.0001/2017,09-08-2017,Lihat SK Operasional,2021-01-16 08,B,0 m2,1.,2.,,,,,,-7.570302000000,112.792785000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A827672-BDB8-4386-B75C-86D9E171289D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582052,MTSS AL HIKMAH BANGIL,20582052,JL. PLAOSAN 725 Kersikan Bangil,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/4021/SKP/1998,01-12-1998,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-29 08,B,0 m2,1.,2.,,,,,,-7.594400000000,112.790700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69D945D0-AC0A-4C4B-B3FC-F5D4440727A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788682,MTSS Al Mustofa,69788682,Panumbukan Raci,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,Lainnya,AX6676,Kd.13.14/05.00/PP.00.4/0929/SK/2013,01-07-2010,Kd.13.14/05.00/PP.00.4/0929/SK/2013,16-05-2013,Lihat SK Operasional,2020-01-20 12,B,0 m2,1.,2.,,,,,,-7.571185000000,112.798963000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C437F1B-FBBE-44D1-858F-7BD1333CE929,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983114,MTSS AL-HASYIMIY,69983114,JL. PP. DALILUL KHOIROT AL-HASYIMIY KAMPUNG BARU,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,3515 TAHUN 2018,20-03-2018,3515 TAHUN 2018,20-03-2018,Silakan Upload SK (link file tidak valid) => [469629-544494--],2021-06-29 01,C,0 m2,1.,2.,,,,,,.000000000000,.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C333B2E-4776-42EA-8B84-BC62A1936480,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582045,MTSS DARUL ULUM,20582045,JL. CUCUT NO.145,BENDO MUNGAL,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,07/2015,22-05-2015,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-02-23 08,B,0 m2,1.,2.,,,,,,-7.646100000000,112.886200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5496C1C4-661C-4ED0-9326-222EDAC32C8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729662,MTSS DARULLUGHAH WADDA`WAH,60729662,JALAN RAYA RACI NO.51,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/2451/1995,04-07-1995,kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-20 06,A,0 m2,1.,2.,,,,,,-7.604300000000,112.826100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/141E9502-1075-45F7-B3BC-451A683A983C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582049,MTSS KH.A. WAHID HASYIM,20582049,JL. TONGKOL 32 B,LATEK,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,Yayasan Pesantren Putri KHA. WAHID HASYIM,AL7839,,,,,Silakan Upload SK,,A,0 m2,1.,2.,,,,,,-7.604281000000,112.831397000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5DEF14D1-483C-4806-BF9F-8BF4A72E13E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582047,MTSS MA`ARIF BANGIL,20582047,JL. JERUK 578,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pasuruan,AX6676,L.m/577/B/1983,05-03-1983,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-28 13,A,0 m2,1.,2.,,,,,,-7.600000000000,112.784800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF3EA126-3169-4EE2-AF0D-8A5F7713D1D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582053,MTSS NU AT-THOHIRIYAH,20582053,KETANEN,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pasuruan,AX6676,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.591042000000,112.798521000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88887963-256F-4DE1-B4B7-5C7027E32C71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582051,MTSS PERSIS 1,20582051,JL. JAKSA AGUNG SUPRAPTO NO.223,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/3446/SKP/1998,05-10-1998,Kd.13.14./05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-25 07,B,0 m2,1.,2.,,,,,,-7.601200000000,112.790200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/559B3F93-AD49-4ECF-B658-4B39A2363C55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582046,MTSS PERSIS 2,20582046,JL. PATTIMURA 185,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/3446/SKP/1998,05-10-1998,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-25 11,B,0 m2,1.,2.,,,,,,-7.595014000000,112.837795000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B7A8FA8-BBF4-444B-AEF7-76293C96B467,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582048,MTSS RIYADLUL ULUM,20582048,JL. SALAK 405,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,L.m./3/578/B/1983,05-03-1983,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-01-20 13,B,0 m2,1.,2.,,,,,,-7.599700000000,112.783300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/98C31050-15E4-42D3-B005-D17B28771C1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582054,MTSS SALAFIYAH,20582054,JL. KAUMAN 274,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,L.m/3/763.3/1984,25-09-1984,Kd.13.14/05.00/PP.00.4/1278/SK/2010,29-06-2010,Lihat SK Operasional,2016-02-04 06,C,0 m2,1.,2.,,,,,,-7.572729000000,112.823674000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90B19FB8-8C18-E111-8C7F-EB8E337D3143,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541786,SD AL-IRSYAD BANGIL,20541786,Jl. Bader Kalirejo Bangil,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perhimpunan Al-Irsyad,AL7870,SK.106/DPP/5/03/1430,17-07-2006,414.44/6758/424.071/2018,13-11-2018,Lihat SK Operasional,2019-09-16 12,B,6.000 m2,1. XL (GSM),2. Telkom Speedy,PLN,,,sdalirsyadb@gmail.com,http,-7.588511900000,112.789494300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBC971D6-1257-4D25-82E8-6CE0154E80E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012195,SD ISLAM AL HUDA,70012195,Jl. Rambutan 12A Rt.05 Rw.02 Pesanggrahan,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Miftahul Hidayah Canga'an II,AL7879,800/01/YMHCII/424.071.14.02/2021,10-06-2021,420/PF/133/424.086/2021,03-08-2021,Lihat SK Operasional,2021-08-27 13,,2.550 m2,1. -,2. Telkom Speedy,PLN,,0343746787,alhudasdislam@gmail.com,,-7.606000000000,112.787100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40389FB8-8C18-E111-B5FE-CFE23A7D458A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541790,SD ISLAM KHA WAHID HASYIM,20541790,Jl. Dr. Soetomo No. 17,DERMO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pesantren Putri KHA. WAHID HASYIM,AL7839,B.6260038,17-07-1957,421.2/28034/424.051/2009,06-07-2009,Lihat SK Operasional,2020-07-16 13,A,660 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,03436750446,sdi_wahaba@yahoo.co.id,,-7.602040000000,112.792272000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C91C60-85FE-E111-ABF8-1B3F2912967E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/25041790,SD IT AL USWAH BANGIL,25041790,Jl. Raya Bangil Pandaan KM I,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Amal Sholeh Bangil,AL7871,02062006 no.02,30-07-2009,414.44/611/424.071/2019,06-07-2009,Lihat SK Operasional,2021-02-18 11,A,8.000.000 m2,1. -,2. Telkom Speedy,PLN,0343748317,0343746675,sditaluswahbangil@gmail.com,http,-7.604459300000,112.772079700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90859FB8-8C18-E111-8A75-09EB916BD9A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519500,SD MUHAMMADIYAH BANGIL,20519500,Jl. Alun - alun Timur No.2,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Pasuruan,AO5455,1159/I-001/JTm-28/1978,06-05-1978,414.44/2039/424.071/2019,26-07-2019,Lihat SK Operasional,2020-07-15 12,A,1.400 m2,1. Indosat IM3,2. Lainnya (Serat Optik),PLN,0343748268,0343748268,sdkreatifbangil@gmail.com,http,-7.597800000000,112.785600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
