prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6069EA49-12FF-E111-9C3F-7FE06A7A7BF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307042,SD NEGERI EONMEOB,50307042,EONMEOB,USAPIMNASI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,KSR.421/1465/2007,12-07-2007,,01-01-1910,Silakan Upload SK,,C,"4,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,tefuyohan03@gmail.com,,-9.626000000000,124.418100000000,5,52,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,1,1,0,3,4,1,0,0,1,4,0,4,1,0,1,3,0,0,0,1,1,4,1,1,1,1,1,1,0,2,4,0,0,0,0,0,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C041EA49-12FF-E111-863B-1F772E7C38B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307055,SD NEGERI FETOMONE,50307055,FETOMONE,BIJELI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,27,01-01-1910,18/07/2007,01-01-1910,Silakan Upload SK,,B,"2,400",1. -,2. -,PLN,,,sdnegerifetomone@gmail.com,,-9.679400000000,124.347700000000,8,32,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,0,2,1,0,5,8,0,0,0,2,6,0,6,2,1,2,3,1,0,0,1,3,5,1,1,1,1,1,1,6,0,0,0,1,0,0,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6091ED38-033C-E111-BD11-57D2CEEF735A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307078,SD NEGERI MNESATANEN,50307078,Mnesatanen,MNESATBUBAK,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-11-1964,,01-01-1910,Silakan Upload SK,,C,625,1. -,2. Telkomsel Flash,PLN,,,,,-9.712300000000,124.341200000000,8,44,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,3,0,0,5,6,1,1,0,0,8,1,5,2,1,2,1,1,0,2,1,2,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/407AED38-033C-E111-A5A7-DF4A4D96F12E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300624,SD NEGERI MNESATBUBUK,50300624,Mnesatbubuk,LAOB,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-06-1996,,01-01-1910,Silakan Upload SK,,,"30,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnmnesatbubuk@yahoo.com,,-9.645200000000,124.361900000000,10,93,67,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,0,5,0,0,5,6,3,0,1,1,9,0,6,4,3,2,1,0,0,2,2,4,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E015F038-033C-E111-A7BF-FFA4DF37BB4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309055,SD NEGERI MUKEN,50309055,Muken,KONBAKI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,KSR.421/1217/2006,18-07-2006,,01-01-1910,Silakan Upload SK,,C,"2,500",1. -,2. Telkomsel Flash,PLN,,,sdnegerimuken@gmail.com,,-9.693500000000,124.430800000000,8,39,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,5,0,0,3,4,3,1,0,1,7,0,5,3,1,0,2,1,1,1,2,1,7,1,1,1,1,1,1,0,2,4,0,0,0,0,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1090EA49-12FF-E111-A11E-21034C54F981,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309549,SD NEGERI NAHENONI,50309549,NAHENONI,MNESATBUBAK,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"2,520",1. -,2. -,Tidak Ada,,,sdnegerinahenoni@gmail.com,,-9.649100000000,124.386000000000,6,29,22,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,0,6,0,1,0,2,0,0,4,4,2,0,0,0,6,1,0,5,1,2,1,0,0,2,0,3,3,1,1,1,1,1,1,0,0,6,0,0,0,1,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4008E238-033C-E111-B38C-3970806B745A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309552,SD NEGERI NEONMAT,50309552,Neonmat,KONBAKI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Ksr.421/1217/2006,18-07-2006,KST 421 1217 2006,18-07-2006,Silakan Upload SK,,C,"10,000",1. -,2. Telkomsel Flash,PLN,,,,,-9.708700000000,124.407900000000,7,42,48,6,SD 2013,Siang/6 hari,,2022/2023-2,"1,300",10,0,1,2,2,4,0,1,6,0,0,1,3,4,0,5,2,0,1,1,1,0,2,2,3,4,1,1,1,1,1,1,7,3,0,0,1,0,0,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B06FE438-033C-E111-8C2D-2F3BDE0ABFD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307120,SD NEGERI OENOAH,50307120,Oenoah,OELNUNUH,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,22-12-2003,,01-01-1910,Silakan Upload SK,,,"4,448",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegerioenoah@gmail.com,http,-9.684600000000,124.454600000000,7,41,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,4,1,0,2,4,1,2,0,2,5,0,4,3,0,0,3,0,0,2,2,3,4,1,1,1,1,1,1,0,3,3,0,0,1,0,0,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F049ED38-033C-E111-900E-D9A903092F63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307132,SD NEGERI POLEN,50307132,Polen,PUNA,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-10-1961,,01-01-1910,Silakan Upload SK (link file tidak valid) => [569887-393899--],2022-01-16 01,Sertifikat Kedaluwarsa,"16,254",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0,benuedison@yahoo.co.id,,-9.688900000000,124.480400000000,7,83,70,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,899,6,0,0,2,4,0,0,3,3,1,3,0,4,3,0,4,3,2,0,2,0,0,2,1,2,5,1,1,1,1,1,1,0,3,3,0,0,0,0,1,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6061ED38-033C-E111-8097-FDB4150A1880,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307156,SD NEGERI USAPI,50307156,Usapi,LOLI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,07-10-1967,,01-01-1910,Silakan Upload SK (link file tidak valid) => [749943-726995--],2022-12-31 07,C,"7,458",1. Telkomsel Flash,2. Telkomsel Flash,Lainnya,,,,,-9.659800000000,124.448100000000,6,34,39,6,SD 2013,Double Shift/6 hari,,2022/2023-2,0,2,0,1,2,4,0,0,2,3,1,2,0,2,4,0,3,3,2,1,0,0,0,0,3,3,3,1,1,1,1,1,1,0,0,2,4,0,0,1,0,Telkomsel Flash,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4024B9E3-023C-E111-B0A5-8343BBA9F33D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307005,SDK YASWARI OELNUNUH,50307005,Oelnunuh,OELNUNUH,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SWASTISARI KEUSKUPAN AGUNG KUPANG,AW8468,AHU-5638.AH.01.04.Tahun 2011,25-07-2011,DIKBUD.06.02.03/48/2023,22-05-2023,Lihat SK Operasional,2023-05-27 17,B,"9,200",1. -,2. -,Tidak Ada,,,oelnunuh@yahoo.com,,-9.751400000000,124.455700000000,7,35,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,4,0,0,1,1,0,2,5,6,1,0,0,0,7,0,2,5,0,3,1,1,1,1,0,1,6,1,1,1,1,1,1,0,0,4,2,0,0,0,0,Tidak Ada,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40CB693A-033C-E111-B66F-B5A32CCAFBCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300612,SMP NEGERI BALU,50300612,Balu,BALU,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Ksr.421/1839/2005,18-06-2005,KSR.421/1839/2006,18-07-2006,Silakan Upload SK,,C,"49,245",1. -,2. -,PLN,,,smpnegeribalu@yahoo.com,,-9.705000000000,124.391700000000,11,47,42,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",3,1,1,2,4,4,0,3,7,0,4,0,0,11,0,10,1,0,3,1,4,3,0,0,4,7,,,,,,,0,3,0,0,0,1,0,0,Tidak Ada,1,1,1
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E408C17E-ADBB-48D7-969F-F32DE60C10F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979647,SMP NEGERI BAOB,69979647,BAOB,LAOB,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,25/KEP/MAS/2015,01-07-2015,476/KEP/HK/2017,06-12-2017,Lihat SK Operasional,2018-08-24 14,C,"9,090",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smpnegeribaob@yahoo.com,,-9.632601100000,124.408502000000,10,41,50,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",5,2,1,0,1,0,0,9,10,0,0,0,0,10,0,6,4,1,2,4,3,0,0,0,3,7,,,,,,,5,0,0,1,1,0,0,0,Telkomsel Flash,1,1,1
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E058F349-12FF-E111-B20A-3D9EB97AA1C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309181,SMP SATU ATAP MNESATBUBUK,50309181,MNESATBUBUK,BIJELI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,185/KEP/HK/2010,02-07-2010,,02-07-2010,Lihat SK Operasional,2022-09-01 01,C,"2,500",1. -,2. Telkomsel Flash,PLN,,,,,-9.644400000000,124.361000000000,10,27,31,3,SMP 2013,Pagi/6 hari,,2022/2023-2,"1,300",4,1,1,2,3,2,0,5,7,0,3,0,2,8,0,5,5,2,3,2,3,0,0,0,2,8,,,,,,,0,4,0,0,1,0,0,0,Tidak Ada,1,1,1
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Polen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9086F349-12FF-E111-8579-CD5EDCD64DCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309255,SMP SATU ATAP MUKEN,50309255,MUKEN,KONBAKI,KEC. POLEN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1674/C3/KP/2011,01-01-1910,1769/C3/KU/2011,01-01-1910,Lihat SK Operasional,2022-04-17 11,B,56,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smpsatapmuken@gmail.com,,-9.693800000000,124.430900000000,12,31,42,3,SMP 2013,Pagi/6 hari,,2022/2023-2,"1,300",2,0,1,0,2,3,0,7,11,0,0,1,2,10,0,8,4,0,5,4,2,0,0,1,5,7,,,,,,,0,1,1,1,0,1,0,0,Telkomsel Flash,1,1,1
