prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BA3618B-9E8B-4889-95BB-BC4E2866C9D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315397,MTSS NORMAL ISLAM PUTRI RAKHA,30315397,JL RAKHA PO BOX 102 AMUNTAI,PAKAPURAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,SWASTA,MTs,Kementerian Agama,,,861 TAHUN 2016,20-09-2016,861 TAHUN 2016,20-09-2016,Lihat SK Operasional,2017-03-31 06,A,"8,820",,2.,,,,,,-2.410263000000,115.257243000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A06B2053-30F5-E011-AF50-112D63F2EFD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302835,SD NEGERI CAKRU,30302835,Jln. Keramat,CAKERU,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,ada,01-01-1946,ada,01-01-1910,Lihat SK Operasional,2023-05-10 14,B,"2,250",1. -,2. Telkom Speedy,PLN,,,sdncakruamt@gmail.com,,-2.406400000000,115.262400000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40422053-30F5-E011-8F3F-1F2A5A43FF23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302767,SD NEGERI GUNTUNG,30302767,Jln. Guntung Lampihong No. 62,GUNTUNG,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomer 71 tahun 2018,13-11-2018,Nomer 120 tahun 2018,21-03-2018,Lihat SK Operasional,2023-02-06 09,B,"1,124",1. -,2. Telkom Speedy,PLN,0,,sdnguntung@gmail.com,,-2.351300000000,115.316200000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00502053-30F5-E011-807C-75D24253FCD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302799,SD NEGERI KAMAYAHAN,30302799,Kamayahan,KAMAYAHAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,442/11/SD-AU/DISDIK/2018,28-02-2019,Nomor 038 Tahun 2019,20-02-2018,Lihat SK Operasional,2023-05-25 09,B,300,1. XL (GSM),2. Telkom Speedy,PLN,,,sdn.kamayahan@gmail.com,,-2.382500000000,115.298500000000,0,0,0,6,Sehari Penuh/6 hari,,2022/2023-2,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,XL (GSM),1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20352053-30F5-E011-8CE8-23C8B9D653ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302481,SD NEGERI MUARA BARUH,30302481,Muara Baruh Jln. Amuntai - Tanjung,MUARA BARUH,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/101/SD-MB/2019,12-05-1941,125 Tahun 2018,27-03-2018,Lihat SK Operasional,2019-03-02 00,B,254,1. Smartfren,2. Telkom Speedy,PLN,,,sdn.muarabaruh123@gmail.com,http,-2.368600000000,115.299200000000,0,0,0,5,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Smartfren,1,1,1,0,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90572153-30F5-E011-A7FA-BBD1B4775CE2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302503,SD NEGERI MURUNG KARANGAN,30302503,Jl. Murung Karangan,MURUNG KARANGAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,442/034 – SD.AU/DISDIK/2019,01-01-1981,032 Tahun 2018,13-02-2018,Lihat SK Operasional,2019-07-29 09,B,"3,150",1. -,2. Telkomsel Flash,PLN,,,sdn.murungkarangan@gmail.com,http,-2.389700000000,115.286100000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20EB2053-30F5-E011-9FD9-F7B53E18B160,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302527,SD NEGERI PADANG BASAR HILIR,30302527,Jln. Endang,PADANG BASAR HILIR,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421,08-02-1976,170 Tahun 2017,18-12-2017,Lihat SK Operasional,2019-06-13 12,A,"1,384",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdnpadangbasarhilir@gmail.com,http,-2.396200000000,115.267100000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Indosat IM3,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005E2053-30F5-E011-84D4-B9FCB1978AE4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302528,SD NEGERI PADANG BASAR HULU,30302528,Padang Basar Hulu,PADANG BASAR,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,11-07-1949,11-07-1949,21 Tahun 2019,25-02-2019,Lihat SK Operasional,2022-09-15 15,B,740,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnpadangbasarhulu@gmail.com,,-2.388800000000,115.277000000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40052153-30F5-E011-95D2-D1B2D1ED3FC6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302529,SD NEGERI PADANG LUAR,30302529,Padang Luar No 017,PADANG LUAR,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/07-SD.AU/Disdik/2019,01-06-1977,051 Tahun 2018,26-02-2018,Lihat SK Operasional,2019-07-19 01,B,"1,550",1. -,2. -,PLN,0,,sdnpadangluar@gmail.com,,-2.357700000000,115.305700000000,0,0,0,6,Siang/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Tidak Ada,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00812053-30F5-E011-9DE7-17964DEC329D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302506,SD NEGERI PAKACANGAN,30302506,Jln. Keramat,PAKACANGAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,10/01/1953,01-01-1960,210 Tahun 2018,12-11-2018,Lihat SK Operasional,2020-08-29 07,B,"3,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnegeripakacanganhsu@gmail.com,,-2.410500000000,115.261100000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,"1,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0062053-30F5-E011-93D1-2DB4827C999D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302507,SD NEGERI PAKAPURAN 1,30302507,Jln. Rakha Rt.01 No 080 Kec Amuntai Utara Kab HSU,PAKAPURAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomor,11-02-2019,Nomor,12-11-2018,Lihat SK Operasional,2021-08-13 14,B,552,1. Telkom Speedy,2. Telkom Speedy,PLN,,,rosdiani1966@gmail.com,http,-2.407600000000,115.259400000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,0,1,0,SD 2013,Telkom Speedy,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00DE2053-30F5-E011-B0F5-E367AB5650F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302508,SD NEGERI PAKAPURAN 2,30302508,Jln. Rakha Rt.04 No.07,PAKAPURAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1978-01-01,13-02-2019,Nomor,04-03-2019,Lihat SK Operasional,2021-08-13 17,B,"1,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdpkapuran2@gmail.com,http,-2.404900000000,115.260700000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,1,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F72053-30F5-E011-B3D7-8157104AB1B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302443,SD NEGERI PANANGIAN,30302443,Panangian,PANANGIAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1979,04-03-1979,095 Tahun 2018,13-03-2018,Lihat SK Operasional,2022-04-01 14,B,"3,080",1. -,2. Telkomsel Flash,PLN,,,sdnpanangian@gmail.com,http,-2.399700000000,115.295400000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,450,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,3,1,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00142053-30F5-E011-B964-7B17234F1724,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302427,SD NEGERI PANANGKALAAN HULU,30302427,Jl.amuntai Tanjung Desa Panangkalaan Hulu,PANANGKALAAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/007/SD-AU/Disdik/2019,15-02-1954,1347/BAN-SM/SK/2021,08-12-2021,Lihat SK Operasional,2020-03-15 10,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdnpanangkalaanhulu@gmail.com,,-2.395300000000,115.266900000000,0,0,0,5,Pagi/6 hari,,2022/2023-2,"1,300",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,6,1,0,0,0,SD 2013,Telkom Speedy,1,1,1,0,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B04A2153-30F5-E011-8778-996936BC7061,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302436,SD NEGERI PANDAWANAN,30302436,Pandawanan,PANDAWANAN,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,161 TAHUN 2017,26-10-2017,161 TAHUN 2017,26-10-2017,Lihat SK Operasional,2019-02-19 19,B,0,1. Lainnya (Wavelan),2. Lainnya (Kabel),PLN,,,sdnpandawanan@gmail.com,,-2.384700000000,115.312600000000,0,0,0,6,Pagi/6 hari,,2022/2023-2,"3,600",4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3,3,0,0,0,3,SD 2013,Lainnya (Wavelan),1,1,1,1,1,1
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90212053-30F5-E011-A92A-013B5B30F78A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302611,SD NEGERI SUNGAI TURAK,30302611,Jl.majakalait Rt 2 No 30,SUNGAI TURAK,KEC. AMUNTAI UTARA,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,117 Tahun 2017,26-07-2017,-117 Tahun 2017,26-07-2017,Lihat SK Operasional,2023-05-09 13,A,"2,404",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnsungaiturak04@gmail.com,,-2.386700000000,115.278800000000,0,0,0,7,Pagi/6 hari,,2022/2023-2,900,12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0,0,0,1,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,2
