prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6773845-4383-41C2-9176-644D2B072724,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028780,SMP DARUL ULUM AL BAHRIYAH,70028780,Jln. Pendidikan No. 01 Gisting Jaya,GISTING JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DARUL ULUM AL BAHRIYAH,AX5696,400/025/III.09.03/D.U.A-NB/2020,06-02-2020,420/00003/11/IV.17-WK.6/IV.2022,12-05-2022,Lihat SK Operasional,2023-05-30 05,,"6,000",1. -,2. -,PLN,,,darul.ulum.albahriyah@gmail.com,,.000000000000,.000000000000,22,69,57,5,Pagi/6 hari,,2022/2023-2,0,3,0,0,0,4,2,2,15,18,0,2,2,4,18,0,18,4,8,9,1,1,0,0,3,7,15,0,0,3,2,0,0,0,0,SMP 2013,,,,,,,Tidak Ada,2,1,2
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0178A75-8B18-E111-9BB2-51562945F561,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806701,SMP MUHAMMADIYAH 1 NEGARA BATIN,10806701,Jl Kesehatan No 43,PURWA AGUNG,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Way Kanan,AO5589,666/KEP/I.O/B/2022,22-07-2022,0147/C.147/VIII.06.12-2000/2002,14-09-2002,Lihat SK Operasional,2022-08-15 00,C,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,smpmuhi1neba@gmail.com,,-4.426500000000,104.862600000000,12,52,38,3,Pagi/6 hari,,2022/2023-2,900,3,1,0,0,8,1,2,2,5,1,6,0,3,9,0,11,1,2,3,2,1,1,2,1,6,6,0,1,2,0,0,0,0,0,SMP 2013,,,,,,,Telkomsel Flash,1,1,1
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0C7DE74-4D27-E211-97E1-152D23EFF5D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806679,UPT SD N 01 GEDUNG JAYA,10806679,Gedung Jaya,GEDONG JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/016/III.01.03/1985,01-01-1985,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"6,400",1. -,2. Telkomsel Flash,PLN,0,,sdn01gedungjaya@gmail.com,,-4.365200000000,104.947700000000,12,128,114,11,Double Shift/6 hari,,2022/2023-2,900,3,0,0,2,4,1,0,7,8,0,2,2,3,9,0,8,4,2,5,1,1,0,0,3,6,6,0,0,3,3,0,0,0,1,SD 2013,2,2,2,2,1,2,Tidak Ada,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80513670-8B18-E111-ADB6-EB54215F5AD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806973,UPT SD N 01 GISTING JAYA,10806973,Gisting Jaya,GISTING JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420010III.01.031982,01-01-1982,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"14,010",1. XL (GSM),2. Telkomsel Flash,PLN,0,,sdnsatugistingjaya@yahoo.com,,-4.366200000000,104.920400000000,22,261,221,18,Double Shift/6 hari,,2022/2023-2,900,9,0,1,2,3,8,0,11,19,1,0,2,3,19,1,15,6,9,3,5,1,0,2,2,9,13,1,8,0,6,0,1,0,0,SD 2013,3,3,3,3,3,3,XL (GSM),,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70A65F71-8B18-E111-9EE1-8576CB2DD694,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806916,UPT SD N 02 GISTING JAYA,10806916,Gisting Jaya,GISTING JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,25-06-1983,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"15,500",1. -,2. -,PLN,08287048274,,sdn02gistingjaya@gmail.com,,-4.331500000000,104.913200000000,10,103,79,6,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,3,1,0,6,7,0,0,3,2,8,0,8,2,3,1,1,1,0,1,3,3,7,0,3,0,3,0,0,0,1,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0903670-8B18-E111-8C53-01F5DC4604F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806962,UPT SD N 1 PURWA AGUNG,10806962,Purwa Agung,PURWA AGUNG,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/05/III.01.03/1982,06-07-1982,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"5,000",1. Telkomsel Flash,2. -,PLN,,,sdnpurwaagung482@gmail.com,,-4.414500000000,104.831500000000,9,73,94,8,Siang/6 hari,,2022/2023-2,900,6,0,1,1,5,1,0,3,4,0,5,0,4,5,0,8,1,1,3,1,1,0,3,0,1,8,6,0,0,0,1,0,0,0,SD 2013,1,1,1,2,2,1,Telkomsel Flash,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D63570-8B18-E111-9E3D-15F963A0D609,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806995,UPT SD N 1 SRI MENANTI,10806995,SRI MENANTI,SRI MENANTI,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,287/140/VII/1968,01-01-2010,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,C,500,1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdnsatusrimenanti@yahoo.com,,-4.405900000000,104.903700000000,9,29,18,6,Pagi/6 hari,,2022/2023-2,900,0,0,1,0,3,2,0,4,6,1,2,0,2,7,0,7,2,2,1,3,1,1,1,0,4,5,0,0,0,6,0,0,1,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/103A6871-8B18-E111-8F55-F967F023A37A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806956,UPT SD NEGERI 1 NEGARA BATIN,10806956,Negara Batin,NEGARA BATIN,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/025/III.01-LU/1953,01-01-1979,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,A,"4,575",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,negarabatinsdnsatu@yahoo.com,,-4.367700000000,104.826600000000,13,159,135,11,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,6,3,0,4,8,1,4,0,3,10,0,13,0,0,1,5,3,2,2,0,2,11,5,0,1,3,0,1,0,0,SD 2013,2,2,2,1,2,2,Telkom Speedy,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80D36A71-8B18-E111-922C-C1A027D5D999,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806906,UPT SD NEGERI 2 PURWA AGUNG,10806906,Purwa Agung,PURWA AGUNG,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1982,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"5,000",1. -,2. Telkomsel Flash,PLN,0,,sdn2purwaagung@gmail.com,,-4.394600000000,104.869500000000,12,156,127,12,Double Shift/6 hari,,2022/2023-2,900,7,0,1,0,4,0,0,8,7,0,3,2,5,7,2,10,0,3,1,4,1,0,0,3,3,9,3,4,0,3,0,1,0,0,SD 2013,2,2,2,2,2,2,Tidak Ada,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/803C6B71-8B18-E111-8A78-E9201099AF83,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806907,UPT SD NEGERI 2 PURWA NEGARA,10806907,Purwa Negara,PURWA NEGARA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425/756.2/2/PK/1990,12-02-1990,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"7,479",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdnduapurwanegara@yahoo.com,,-4.393600000000,104.824600000000,12,135,121,12,Double Shift/6 hari,,2022/2023-2,900,5,0,1,3,7,3,0,2,7,2,2,1,6,6,1,6,5,1,1,3,0,2,2,3,4,8,5,0,0,4,0,0,1,0,SD 2013,2,2,2,2,2,2,Indosat IM3,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0267171-8B18-E111-85F1-33721855A7BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876105,UPT SDN 01 ADI JAYA,69876105,Adi Jaya,ADI JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/014/III.01.03/1986,01-01-1986,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdnadijaya@yahoo.com,http,-4.336400000000,104.967000000000,18,154,155,12,Double Shift/6 hari,,2022/2023-2,900,7,0,0,2,10,2,0,6,9,2,4,3,3,15,5,8,5,7,0,1,1,1,1,7,7,11,7,0,0,5,0,0,0,1,SD 2013,2,2,2,2,2,2,Telkomsel Flash,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E08F6A71-8B18-E111-8850-8B7C8B0E7C68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806659,UPT SDN 01 BUMI JAYA,10806659,Bumi Jaya,BUMI JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,KP.240/980/3/JP-Lu/1984,01-01-1984,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"20,301",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,sdn01bumijaya@gmail.com,,-4.318900000000,104.867200000000,17,187,195,13,Double Shift/6 hari,,2022/2023-2,900,11,0,0,0,8,3,0,6,9,3,4,1,6,11,1,16,0,1,5,3,1,1,4,2,4,13,0,8,3,2,0,0,0,2,SD 2013,2,2,2,2,3,2,Telkom Speedy,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/401F3870-8B18-E111-9C43-CB0B046A535C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806584,UPT SDN 01 KARTA JAYA,10806584,Karta Jaya,KARTA JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/088/III.01.03/1975,09-10-1975,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"5,400",1. -,2. Telkomsel Flash,PLN,,,ciakhinan87@gmail.com,,-4.389000000000,104.893200000000,18,150,107,11,Pagi/6 hari,,2022/2023-2,"1,300",11,0,1,0,3,0,0,15,17,1,0,0,1,17,1,8,9,2,5,8,2,0,0,1,3,15,9,0,2,3,0,1,0,0,SD 2013,2,2,1,2,2,2,Tidak Ada,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/904A3870-8B18-E111-A807-25D33D37B945,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806914,UPT SDN 01 KOTA JAWA,10806914,KAMPUNG KOTA JAWA,KOTA JAWA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,13-06-1994,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-16 15,B,"79,700",1. -,2. -,PLN,,,sdn1kotajawa02@gmail.com,,-4.360400000000,104.860400000000,11,129,92,9,Pagi/6 hari,,2022/2023-2,900,7,0,0,2,6,2,0,3,6,4,1,0,2,9,0,10,1,3,2,1,1,1,3,0,2,9,0,6,1,2,0,0,0,1,SD 2013,2,2,1,2,1,1,Tidak Ada,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0424D71-8B18-E111-AA97-3F3F4A6EA1C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806569,UPT SDN 01 MARGA JAYA,10806569,MARGA JAYA,MARGA JAYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/030/III.01/03/1984,07-01-1984,Nomor 10 Tahun 2022,09-03-2022,Lihat SK Operasional,2023-05-15 11,B,"11,700",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdnegerimargajaya@gmail.com,,-4.374600000000,104.873900000000,11,131,135,9,Pagi/6 hari,,2022/2023-2,900,6,0,1,4,6,2,0,3,5,0,3,3,6,5,1,9,1,1,2,1,1,0,2,4,4,7,6,0,0,3,0,1,0,0,SD 2013,2,1,2,2,1,1,Telkomsel Flash,,,
Lampung,Kab. Way Kanan,Negara Batin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80FF6971-8B18-E111-A0DD-875AD1E00269,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806925,UPT SDN 01 NEGARA MULYA,10806925,Negara Mulya,NEGARA MULYA,KEC. NEGARA BATIN,KAB. WAY KANAN,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/012/III.01.03/1984,01-01-1984,Nomor 10 Tahun 2022,09-03-2022,Silakan Upload SK (link file tidak valid) => [479294-278047--],2023-05-15 11,B,"9,037",1. -,2. Telkomsel Flash,PLN,0,,hendrosiswantoro776@gmail.com,http,-4.390300000000,104.871700000000,7,24,27,6,Pagi/6 hari,,2022/2023-2,900,5,0,0,0,2,0,0,5,6,1,0,0,2,5,0,6,1,0,6,0,0,0,0,1,1,6,0,5,0,0,0,0,0,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
