prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C09A077E-30F5-E011-80A6-3F8EECEF4240,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30405369,SD NEGERI 011 BATU ENGAU,30405369,Jl. Raya Kerang Dili,MENGKUDU,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,20-06-1993,,01-01-1910,Silakan Upload SK,,A,"25,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,gunawanj.p66@gmail.com,,-2.281300000000,116.165300000000,10,108,89,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,800",9,0,1,0,7,1,0,2,3,0,6,1,6,4,0,9,1,1,0,1,0,3,2,3,4,6,,,,1,7,1,0,0,0,1,0,2,1,1,2,1,1
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/304868D3-90FE-E111-8949-7BA4A382E8C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30407403,SD NEGERI 012 Batu Engau,30407403,Jl. Raya Tabru KM 42 kerang,KERANG,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"6,120",1. -,2. Telkomsel Flash,PLN,,,sdn012be@gmail.com,,-2.241000000000,116.066100000000,18,237,189,14,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,0,3,4,7,0,7,14,0,4,0,3,15,0,13,5,3,5,7,1,1,0,1,6,12,,,,5,2,0,0,0,0,0,0,3,3,2,2,2,2
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30DE6FF2-7C84-E211-90EB-E57F2198BAB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69760662,SD NEGERI 013 BATU ENGAU,69760662,Jl. Poros Pu Km. 16 Desa Langgai Kec. Batu Engau,LANGGAI,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,642.2/087/2006-Pem,25-03-2013,425.1/033/KET.GEDUNG,01-01-1910,Silakan Upload SK,,B,"1,150",1. Telkomsel Flash,2. Lainnya,Tenaga Surya,,,sdnegeri013batuengau@gmail.com,,-2.133900000000,115.989900000000,8,35,14,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,5,0,0,1,2,1,0,5,6,0,1,1,3,5,0,8,0,1,1,2,1,1,2,0,5,3,,,,5,0,0,0,0,0,0,0,1,1,1,1,1,1
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A10839E9-9A86-417F-81E0-7CF0559013EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032003,SD NEGERI 014 BATU ENGAU,70032003,Jl. Poros Tana Paser - Kerang Km. 29,SAING PRUPUK,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/069/SK-Disdikbud/IV/2022,25-04-2022,503/726/DPMPTSP-3/01,09-08-2022,Lihat SK Operasional,2022-08-10 15,,"7,200",1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,7,46,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,900",6,0,0,0,0,3,0,4,7,0,0,0,1,6,0,6,1,1,2,3,0,1,0,0,3,4,,,,1,5,0,0,0,0,0,0,1,1,1,1,1,1
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A308DD6-BA8A-45FB-B204-FAF8781B7606,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70015195,SDIT Baitussalam Paser,70015195,Jl. Negara RT. 04 Desa Kerang,KERANG,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Baitussalam Paser Kerang,AX2622,684/23/BE/VII/2021,16-08-2021,503/687/DPMPTSP-3/01,16-11-2021,Lihat SK Operasional,2021-11-25 19,,"6,000",1. -,2. -,PLN,,,,,-2.226800000000,116.072800000000,5,24,32,3,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,0,0,0,0,0,5,5,0,0,0,1,4,0,0,5,5,0,0,0,0,0,0,2,3,,,,6,0,0,0,0,0,0,0,1,1,1,0,0,0
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609DC57E-30F5-E011-9BF5-6DB0D9D5C534,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30400112,SMP NEGERI 1 BATU ENGAU,30400112,Rt VII Jl Dili Bakau,KERANG,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,001,07-07-1998,420/KEP-823/2013,27-12-2013,Lihat SK Operasional,2016-03-28 10,A,"9,975",1. -,2. Telkom Speedy,PLN,0,05435226342,smpnsatubatuengau@gmail.com,http,-2.242000000000,116.082000000000,13,124,96,8,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,10,1,1,14,5,3,0,5,8,0,3,2,4,9,0,13,0,2,3,2,2,2,0,2,7,6,3,3,2,6,3,1,0,1,0,0,0,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80AAC57E-30F5-E011-B221-87F84691ED31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30405224,SMP NEGERI 2 BATU ENGAU,30405224,Jl.poros Petangis Kerang,PETANGIS,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,63,01-03-2004,,01-01-1910,Silakan Upload SK,,B,"10,000",1. -,2. Telkom Speedy,PLN,,,smp2be36@gmail.com,,-2.101100000000,116.111700000000,14,99,87,7,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",6,0,1,6,4,4,0,6,10,0,3,1,3,11,0,11,3,2,4,2,4,1,0,1,5,9,3,2,2,3,3,0,1,0,0,1,0,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0B7C57E-30F5-E011-A673-3BD5380DF0A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30400149,SMP NEGERI 3 BATU ENGAU,30400149,Jl. Trans Sebangau RT. III,PENGGUREN JAYA,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,001/smpn_3be/VI/2002,03-06-2002,420/KEP-823/2013,27-12-2013,Lihat SK Operasional,2018-05-07 10,B,"21,250",1. -,2. -,PLN,,,smpn3batuengau@gmail.com,http,-2.202900000000,115.966100000000,8,15,31,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,000",0,0,1,1,2,5,0,1,6,0,2,0,1,7,0,6,2,3,3,0,0,1,1,0,3,5,1,1,1,0,0,0,3,0,0,1,0,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C6C57E-30F5-E011-B039-F3F996683CA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30405493,SMP NEGERI 4 BATU ENGAU,30405493,Jl Ki Hajar Dewantara,MENGKUDU,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,07-01-2003,,01-01-1910,Silakan Upload SK,,B,"37,500",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,05435306695,,smpn4be@gmail.com,http,-2.278400000000,116.163600000000,9,40,33,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",0,0,0,2,2,3,0,4,7,0,2,0,2,7,0,7,2,2,1,3,2,1,0,0,4,5,2,1,1,0,0,0,6,0,0,0,1,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0816AD3-90FE-E111-B142-051DE182C963,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30407689,SMP NEGERI 5 BATU ENGAU,30407689,JL.KEANG,RIWANG,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421.3/0301/IV/2009,16-02-2009,421.3/0301/IV/2009,03-09-2008,Silakan Upload SK,,B,"13,771",1. -,2. Telkomsel Flash,PLN,,,smpn5batuengau.riwang@gmail.com,http,-2.248300000000,116.314200000000,8,49,44,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",3,1,1,3,1,0,0,7,8,0,0,0,2,6,0,8,0,0,5,1,2,0,0,0,4,4,1,1,1,0,0,3,0,0,0,1,0,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30BE0C13-D00F-494D-9842-F4E5E3C10428,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69920647,SMP NEGERI 6 BATU ENGAU SATU ATAP,69920647,Jl. Pekerjaan Umum Batu Engau,BAI JAYA,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,822/129/V-Disdik/2015,08-06-2015,420/KEP-544/2015,30-10-2015,Lihat SK Operasional,2015-11-23 14,C,"2,505",1. Indosat IM3,2. Telkomsel Flash,PLN,,,smpn6besatap@gmail.com,http,-2.153286300000,116.055620400000,7,29,31,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"1,296",3,1,0,2,1,3,0,3,6,0,1,0,1,6,0,7,0,3,2,1,1,0,0,0,2,5,1,1,1,0,0,3,0,0,0,0,0,,,,,,
Kalimantan Timur,Kab. Paser,Batu Engau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EF9CCD0-D6BE-4944-B172-F3E729A2A32E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967853,SMP NEGERI 7 SATU ATAP BATU ENGAU,69967853,Jl. Benturung RT. 001,SEGENDANG,KEC. BATU ENGAU,KAB. PASER,PROV. KALIMANTAN TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.3/56/II-Disdik/2016,14-03-2016,503/14/DPMPTSP-3.1/IX/2017,19-09-2017,Lihat SK Operasional,2017-10-06 00,C,"4,050",1. -,2. Lainnya,PLN,,,smpn7batuengau@gmail.com,,-2.312400000000,116.388600000000,5,28,9,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,2,1,2,0,2,5,0,0,0,3,2,0,3,2,3,2,0,0,0,0,0,2,3,1,1,1,0,2,1,0,0,0,0,0,,,,,,
