prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00EFBD8-2EF5-E011-B6B5-DDDD2EE748E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258617,SD NEGERI 076082 DAULO,10258617,Umbu,UMBU,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,250",1. Lainnya,2. Telkomsel Flash,PLN,0,,daulosdn076082@gmail.com,http,1.073500000000,97.718400000000,9,36,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,12,0,1,2,6,0,0,3,4,1,4,0,5,4,0,7,2,2,0,4,1,0,1,1,2,7,,,,0,10,2,0,0,1,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A01BFBD8-2EF5-E011-8F1F-5FB743E97214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258097,SD NEGERI 076083 DELAWAU,10258097,Jln. Produksi Dusun II Desa Tulumbaho Saloo,TULOMBAHO SALOO,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-07-1981,SK Operasional,01-07-1981,Silakan Upload SK (link file tidak valid) => [802990-602694--],2023-03-20 08,C,"3,878",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,Sddelawau1@gmail.com,http,1.109500000000,97.787200000000,9,20,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",0,0,3,0,3,1,0,5,8,0,1,0,3,6,1,7,1,0,3,2,2,2,0,0,2,7,,,,0,0,0,5,0,2,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8061FBD8-2EF5-E011-BB98-6FDB8B826A30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258896,SD NEGERI 076697 SISOBAHILI,10258896,Sisobahili,SISOBAHILI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. -,PLN,,,sdnsisobahili627@gmail.com,,1.111800000000,97.761000000000,9,62,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,4,0,0,0,6,0,0,3,7,2,0,0,3,6,0,6,3,3,4,0,0,0,1,1,3,6,,,,0,0,4,3,0,0,0,1,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C084FBD8-2EF5-E011-9A28-F75883EB25B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258313,SD NEGERI 076699 OLINDRAWA,10258313,Desa Olindrawa Sisarahili,OLINDRAWA SISARAHILI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-12-1980,,01-12-1980,Silakan Upload SK,,B,"4,371",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnolindrawa@gmail.com,,1.121600000000,97.733400000000,20,114,84,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",2,0,0,0,6,1,0,13,15,1,4,0,7,13,0,16,4,1,5,9,3,1,1,0,11,9,,,,2,0,0,9,0,0,0,1,2,2,2,2,2,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60CBFBD8-2EF5-E011-BFCE-5DDE33C65220,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258102,SD NEGERI 077784 LASELA,10258102,Jln. Fahasara Dodo Desa Lasela Kec. Gido,LASELA,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"3,150",1. -,2. -,PLN,,,sdlasela@gmail.com,,1.138400000000,97.800800000000,11,44,37,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,12,0,1,2,7,1,0,3,5,1,5,0,7,4,0,8,3,0,3,1,3,2,1,1,8,3,,,,12,0,0,0,0,0,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30E5FBD8-2EF5-E011-A0C7-AD840641952B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258297,SD Negeri 078136 Botogo o,10258297,Botogoo,SOMI BOTOGOO,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,63/A-HB/GD/1986,11-10-1986,63/A-HB/GD/1986,11-10-1986,Silakan Upload SK,,B,"7,000",1. -,2. -,PLN,0,0,sdn_botogoo@yahoo.com,,1.140363000000,97.783781000000,11,113,111,9,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,400",10,0,1,2,3,1,0,7,8,0,3,0,4,7,0,8,3,3,1,5,1,0,0,1,2,9,,,,10,0,0,0,1,0,0,0,1,2,1,2,1,2
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A003F5D8-2EF5-E011-AC8D-E7AB1187403F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258416,SD NEGERI 078441 LADEA ORAHUA GIDO,10258416,Ladea Orahua,LADEA ORAHUA,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/345-DIKDAS/2007,18-07-2007,421.2/2822-PNFD/2019,01-01-1910,Lihat SK Operasional,2021-05-31 00,B,"3,250",1. -,2. Telkomsel Flash,PLN,,,sdn078441ladeaorahua@gmail.com,,1.122900000000,97.796500000000,8,69,70,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,6,0,4,1,3,0,0,5,6,0,2,0,5,3,0,6,2,1,1,4,1,0,1,0,1,7,,,,0,4,2,0,0,3,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C4B3D7-2EF5-E011-B723-8529DD6ADA36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258099,SD NEGERI 078442 HILIOTALUA,10258099,Hiliotalua,HILIOTALUA,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/5357-PRP/2007,27-08-2007,,01-01-1900,Silakan Upload SK (link file tidak valid) => [449847-37589--],2021-05-31 00,C,"9,600",1. -,2. Telkomsel Flash,PLN,0,0,Yaberiman17@gmail.com,http,1.050100000000,97.704800000000,12,89,86,10,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,2,3,0,7,11,0,1,0,2,10,1,10,1,1,3,6,2,0,0,0,4,8,,,,0,1,5,4,0,1,0,0,2,1,1,2,2,2
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C822551-9FDF-40E5-A42D-B9C9CA4F6F70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947003,SDN 078519 LASARA BAHILI,69947003,DESA SISOBAHILI,SISOBAHILI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/273/K/2015,09-06-2015,421.2/2779-POP/2015,12-06-2015,Lihat SK Operasional,2016-08-04 11,C,"4,500",1. -,2. -,Tenaga Surya,,,sekolah.negeri19@gmail.com,http,1.151685800000,97.701780800000,13,18,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,500,19,0,0,0,3,1,0,9,10,2,1,0,2,11,0,8,5,3,1,6,2,0,0,1,3,10,,,,9,10,0,3,0,0,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E05D26EA-FCFA-E111-8FE8-4310A9DF3797,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726292,SDN No.078508 Sisobahili Darai,60726292,Desa Sisobahili,SISOBAHILI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,421.5/2346-POP/2012,18-06-2012,Silakan Upload SK,,C,"3,750",1. -,2. -,Tidak Ada,,,sdsisobahili01@gmail.com,,1.117000000000,97.607500000000,9,41,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,3,2,0,4,6,1,2,0,6,3,0,8,1,0,1,1,5,1,1,0,5,4,,,,0,1,2,3,0,0,0,1,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B2D8102-D37B-43A8-B1C7-E881EC1DDC38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69772611,SDS Nupela,69772611,"Gunungsitoli-Idanogawo No. 111 B KM. 20,5",LOLOZASAI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan NURANI PELITA AGUNG,AE8909,4240/2894-POP/2013,,420/2894-POP/2013,,Silakan Upload SK,,B,"2,000",1. Smartfren,2. Telkomsel Flash,PLN,,,sds.nupela@gmail.com,,1.142600000000,97.693400000000,7,91,66,6,SD 2013,Pagi/6 hari,,2022/2023-2,Smartfren,900,6,0,0,0,0,0,4,4,7,0,0,0,0,7,0,4,3,3,2,1,1,0,0,0,3,4,,,,4,0,2,0,0,0,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/401814DA-2EF5-E011-A578-2B5734A6D545,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258809,SMP NEGERI 1 GIDO,10258809,Jln.pemuda No.5 Hiliweto Gido,HILIWETO GIDO,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,4623/105.4/80,09-08-1980,4623/105.4/80.09-08-1980,09-08-1980,Silakan Upload SK,,A,"73,800",1. -,2. Lainnya,PLN,,,smpnegerisatu.gido@yahoo.co.id,,1.118800000000,97.684600000000,56,466,440,27,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,350",56,3,2,8,27,6,0,23,37,0,19,0,14,42,0,42,14,16,13,15,6,3,3,0,18,38,9,9,9,0,21,35,0,0,2,0,0,,,,,,
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/102714DA-2EF5-E011-B524-ABAE90C67677,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258355,SMP NEGERI 2 GIDO,10258355,Jalan Desa Somi,SOMI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,15-06-2006,,01-01-2010,Silakan Upload SK (link file tidak valid) => [687238-291408--],2022-08-26 08,B,"10,400",1. Telkomsel Flash,2. -,PLN,,,smpnegeri2gido2022@gmail.com,http,1.130600000000,97.759800000000,31,194,188,12,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,1,0,13,1,0,17,20,0,10,1,8,23,0,23,8,6,14,9,1,0,1,0,12,19,4,4,4,0,0,2,10,0,1,0,0,,,,,,
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0BA29EA-FCFA-E111-928A-5161116219C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726295,SMP NEGERI 4 GIDO,60726295,Lahemo,LAHEMO,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,4215/2246/POP-2012,11-06-2012,4215/2246/POP-2012,11-06-2012,Silakan Upload SK,,C,"1,124",1. -,2. -,PLN,,,kurniatel12331@gmail.com,http,1.094300000000,97.637500000000,12,75,91,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,898,5,0,1,2,3,1,0,8,12,0,0,0,1,11,0,9,3,2,8,2,0,0,0,0,10,2,2,2,2,4,1,0,1,1,0,0,0,,,,,,
Sumatera Utara,Kab. Nias,Gido,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AA34059-36C0-40E2-829F-82F61F247ADF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69990702,SMP NEGERI 5 GIDO,69990702,Desa Sisobahili,SISOBAHILI,KEC. GIDO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,050/542/K/TAHUN 2019,28-06-2019,421.3/3861a-PNFD/2019,01-07-2019,Lihat SK Operasional,2019-09-17 08,C,"6,600",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,smpnegeri5.gido@gmail.com,http,1.114000000000,97.673500000000,10,28,32,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",0,0,0,0,1,3,0,6,9,0,1,0,2,8,0,4,6,4,4,1,1,0,0,0,5,5,1,1,1,0,0,0,3,0,0,0,1,,,,,,
