prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D06C59BC-0D26-E111-A6EA-AF04FD3DD58A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302302,UPTD SD NEGERI 180 BARRU,40302302,Bulu Lampoko,LAMPOKO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1980,,01-01-1910,Lihat SK Operasional,2021-03-01 07,B,"2,940",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,lampokos@yahoo.com,http,-4.302896700000,119.644296700000,7,38,33,6,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,2,4,1,0,2,4,0,1,2,3,4,0,7,0,0,2,1,1,1,0,2,2,5,3,0,0,3,1,0,0,1,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/309657BC-0D26-E111-9E91-91A958A8A939,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302188,UPTD SD NEGERI 181 BARRU,40302188,Lampoko,LAMPOKO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomor,01-06-1960,Nomor,03-07-2017,Lihat SK Operasional,2021-03-01 07,B,"1,400",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,barru.blsu.sdnlampoko@gmail.com,http,-4.292548300000,119.642773300000,9,39,29,6,Pagi/6 hari,,2022/2023-2,"1,300",8,0,1,3,6,1,0,2,4,2,2,1,6,3,1,7,1,1,0,4,0,1,3,0,4,5,5,0,3,0,1,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/106657BC-0D26-E111-ADED-1F150245CC4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302187,UPTD SD NEGERI 182 BARRU,40302187,Lapasu,BALUSU,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,018/DIKBUD-12/1953,31-12-1953,010/DIKBUD-12/1967,31-12-1967,Silakan Upload SK (link file tidak valid) => [435626-69069--],2021-04-09 07,B,"1,493",1. Smartfren,2. Telkom Speedy,PLN,,,barru.blsu.sdnlapasu@gmail.com,http,-4.286091700000,119.642383300000,9,43,51,6,Pagi/6 hari,,2022/2023-2,900,6,0,2,0,6,0,0,3,4,1,0,4,6,3,0,7,2,1,0,2,1,1,1,3,1,8,0,0,6,0,0,0,2,0,SD 2013,,,,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D76CBC-0D26-E111-8C47-61FD09D922AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302084,UPTD SD NEGERI 183 BARRU,40302084,BAWASALO,LAMPOKO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Lihat SK Operasional,2021-03-01 08,B,"15,000",1. Telkom Speedy,2. Telkom Speedy,PLN,0,,barru.blsu.sdnbawasalo@gmail.com,,-4.290358300000,119.631630000000,7,48,37,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,5,0,0,2,3,2,1,1,3,4,0,7,0,0,2,2,1,1,1,0,4,3,6,0,0,0,1,0,0,0,SD 2013,,,,Telkom Speedy,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/904156BC-0D26-E111-976A-1F07FF262186,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302074,UPTD SD NEGERI 184 BARRU,40302074,Balusu,BALUSU,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/876/DISDIK/2021,24-03-2021,Lihat SK Operasional,2021-03-24 13,C,"1,058",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnbatuputebalusu@gmail.com,http,-4.306718300000,119.666681700000,7,17,21,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,1,0,3,5,2,0,0,3,4,0,6,1,1,3,0,2,0,1,0,2,5,6,0,0,0,1,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0AF5ABC-0D26-E111-A883-91BDD45E9439,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40312549,UPTD SD NEGERI 185 BARRU,40312549,Pallae,LAMPOKO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1982,,15-12-2020,Lihat SK Operasional,2021-03-08 07,B,"2,121",1. -,2. -,PLN,,,sdipallae.balusu@gmail.com,http,-4.293931200000,119.651965400000,8,24,16,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,2,3,0,3,6,0,2,0,2,6,0,8,0,3,2,2,0,0,1,0,1,7,6,0,0,0,0,1,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C756BC-0D26-E111-B41F-09735967412E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302152,UPTD SD NEGERI 186 BARRU,40302152,Paddumpu,BALUSU,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/1243/DP-TU/2017,01-01-1974,420/1243/DP-TU/2017,29-12-2017,Lihat SK Operasional,2021-03-01 07,C,"2,436",1. -,2. -,Tidak Ada,0,0,sdnwiringtasipaddumpu@yahoo.co.id,,-4.311700000000,119.694900000000,7,6,4,5,Pagi/6 hari,,2022/2023-2,0,6,0,0,0,2,3,0,2,6,0,1,0,3,4,0,7,0,0,0,5,0,2,0,0,3,4,6,0,0,0,0,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,0,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006251BC-0D26-E111-8F2D-ABB7A8E38BDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302300,UPTD SD NEGERI 187 BARRU,40302300,Lapao,BINUANG,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,04-03-1975,,01-01-1910,Silakan Upload SK (link file tidak valid) => [417553-553462--],2021-02-06 18,B,"3,950",1. Telkomsel Flash,2. Telkom Speedy,PLN,,04272323584,lapaoinpres@yahoo.co.id,http,-4.341091700000,119.641543300000,9,77,59,6,Pagi/6 hari,,2022/2023-2,"2,099",9,0,1,3,4,2,0,3,5,0,3,1,5,4,0,9,0,1,1,2,1,3,0,1,3,6,1,8,0,0,0,1,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409E50BC-0D26-E111-ABB2-CFD4666CB0CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302071,UPTD SD NEGERI 188 BARRU,40302071,Ballewe,BINUANG,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1952,,01-01-1910,Lihat SK Operasional,2021-03-01 07,B,"2,820",1. -,2. -,PLN,0,0,sdn.ballewe@yahoo.co.id,http,-4.356005000000,119.643885000000,8,59,42,6,Pagi/6 hari,,2022/2023-2,420,3,0,1,4,4,0,0,4,5,0,3,0,6,2,0,8,0,1,1,5,0,0,1,0,1,7,3,0,0,3,1,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20DB4FBC-0D26-E111-9B6C-5766E6BE0226,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302184,UPTD SD NEGERI 189 BARRU,40302184,Madello,MADELLO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2021-03-01 07,B,"2,784",1. Telkom Speedy,2. Telkom Speedy,PLN,085242380205,,sdn.madello@yahoo.co.id,http,-4.327300000000,119.635700000000,9,69,99,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,0,5,0,0,4,5,2,0,2,4,5,0,8,1,0,2,3,0,2,0,2,1,8,5,0,0,1,1,0,0,0,SD 2013,,,,Telkom Speedy,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D070DFBE-0D26-E111-91A3-15E78A9D62CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302291,UPTD SD NEGERI 190 BARRU,40302291,Ujunge,MADELLO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1983,,01-01-1910,Silakan Upload SK,,A,"3,175",1. Smartfren,2. Telkomsel Flash,PLN,,,sdimadello@ymail.com,http,-4.321205000000,119.635516700000,9,45,48,6,Pagi/6 hari,,2022/2023-2,"2,000",6,0,1,4,3,4,0,2,7,0,0,2,3,6,0,6,3,5,2,0,0,0,0,2,0,9,0,6,0,0,0,1,0,0,SD 2013,,,,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/301650BC-0D26-E111-8DCC-1B2319EC6B2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302203,UPTD SD NEGERI 191 BARRU,40302203,Palie,MADELLO,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1964,,01-01-1910,Silakan Upload SK (link file tidak valid) => [417547-898851--],2021-02-06 18,B,"1,896",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnpalie@yahoo.com,http,-4.328876700000,119.631536700000,10,66,61,6,Pagi/6 hari,,2022/2023-2,900,8,0,1,2,5,2,0,3,7,1,1,1,4,6,0,10,0,1,4,3,0,0,0,2,5,5,8,0,0,0,1,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F03358BC-0D26-E111-9ADB-E9DF9B10B0C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302070,UPTD SD NEGERI 192 BARRU,40302070,Tanru Tedong,KAMIRI,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2021-02-19 14,B,"2,296",1. -,2. -,PLN,,,sd.n.baera@gmail.com,http,-4.330666700000,119.663416700000,8,36,33,6,Pagi/6 hari,,2022/2023-2,"5,500",6,0,2,2,3,1,0,4,6,2,0,0,3,5,0,6,2,1,3,3,1,0,0,0,1,7,5,1,0,0,2,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A09559BC-0D26-E111-AB6F-7567095B3AEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302241,UPTD SD NEGERI 193 BARRU,40302241,Jl. H. M. Tahir Dani,KAMIRI,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1980,,01-01-1910,Silakan Upload SK,,B,"3,800",1. XL (GSM),2. Telkom Speedy,PLN,,,sdinpres24@gmail.com,,-4.341928300000,119.674583300000,9,28,37,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,7,1,0,1,2,0,6,1,5,4,0,9,0,1,0,4,2,0,1,1,2,7,0,5,1,0,0,0,1,0,SD 2013,,,,XL (GSM),1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10A463BC-0D26-E111-AABC-4D476FCF60DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314669,UPTD SD NEGERI 194 BARRU,40314669,Jl. Pahlawan No.5 Pacciro,TAKKALASI,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,31-12-1947,,31-12-1947,Silakan Upload SK,,B,"5,400",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sd.pacciro@yahoo.com,http,-4.329700000000,119.651000000000,8,49,27,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,6,0,0,2,3,2,1,2,6,2,0,6,2,2,2,2,0,0,0,2,2,6,0,6,0,0,0,1,0,0,SD 2013,,,,Telkom Speedy,1,1,1,1,1,1
Sulawesi Selatan,Kab. Barru,Balusu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/903354BC-0D26-E111-A5A8-AF00A211F7B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302338,UPTD SD NEGERI 195 BARRU,40302338,Binuang,BINUANG,KEC. BALUSU,KAB. BARRU,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1982,,15-12-2020,Lihat SK Operasional,2021-02-19 13,B,"6,038",1. Smartfren,2. Telkomsel Flash,PLN,,,sdi.binuang@yahoo.com,http,-4.353386700000,119.677395000000,7,17,18,6,Pagi/6 hari,,2022/2023-2,"1,300",0,0,1,0,5,1,0,1,4,1,1,1,3,4,1,5,1,0,2,3,0,0,2,0,3,4,0,0,0,7,0,0,1,0,SD 2013,,,,Smartfren,1,1,1,1,1,1
