prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6021FFF1-8B18-E111-ABD6-7D6CB928AE08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508392,SD NEGERI NGOMPRO II,20508392,Jl. Desa Ngompro,NGOMPRO,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,470/01.08/404.313.03/2013,06-06-1982,420/567.1/404.301/2022,20-04-2022,Lihat SK Operasional,2022-06-27 22,B,0,1. Lainnya,2. Lainnya,PLN,,,sdnngompro2@gmail.com,http,-7.466900000000,111.508600000000,10,27,32,6,Sehari Penuh/5 hari,,2022/2023-2,0,6,0,1,2,6,0,0,4,4,0,4,2,6,4,0,9,1,2,0,2,2,1,1,2,4,6,3,0,3,0,1,0,0,0,SD 2013,1,1,1,1,1,1,Lainnya,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6009FEF1-8B18-E111-BF8F-17E98F400D6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508258,SD NEGERI PANGKUR I,20508258,Jl. Raya Pangkur - Ngawi,PANGKUR,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,145/148/404.310.08/2021,06-06-1926,420/194.15/404.301/2023,06-06-1926,Lihat SK Operasional,2023-05-05 11,B,0,1. Indosat IM2,2. Lainnya (Serat Optik),PLN,,,hartinisri915@yahoo.com,http,-7.487800000000,111.532600000000,6,82,109,6,Sehari Penuh/5 hari,,2022/2023-2,"2,200",6,0,1,4,4,1,0,1,2,0,4,0,5,1,0,2,4,1,0,1,0,0,2,2,2,4,5,1,0,0,1,0,0,0,SD 2013,1,1,1,1,1,1,Indosat IM2,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/401EFEF1-8B18-E111-BCC4-CD0EF905A9CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508257,SD NEGERI PANGKUR II,20508257,Jl. Raya Pangkur - Ngawi,PANGKUR,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,63./Sp./B.2.,01-01-1970,420/567.2/404.301/2022,20-04-2022,Lihat SK Operasional,2022-10-05 11,B,0,1. Smartfren,2. Lainnya (Serat Optik),PLN,,,sdn2pangkur@yahoo.com,,-7.487800000000,111.532600000000,8,52,46,6,Sehari Penuh/5 hari,,2022/2023-2,"2,200",6,0,1,1,6,0,0,2,3,0,5,0,6,2,0,7,1,2,0,1,0,1,2,2,4,4,0,4,2,0,0,0,1,0,SD 2013,1,1,1,1,1,1,Smartfren,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9033FEF1-8B18-E111-A3C6-0B1FFCA068B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508256,SD NEGERI PANGKUR III,20508256,Jl. Raya Pangkur - Ngawi,PANGKUR,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,310/77/404.101.16/2011,10-01-1973,420/194.14/404.301/2023,30-01-2023,Lihat SK Operasional,2023-05-05 11,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnpangkur3@yahoo.com,http,-7.488000000000,111.533300000000,9,40,47,6,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,2,6,0,0,3,3,0,4,2,7,2,0,7,2,1,1,0,2,0,2,3,4,5,0,3,0,3,0,1,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A05AFEF1-8B18-E111-91B1-11044DAF4B1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508253,SD NEGERI PARAS 2,20508253,Jl. Raya Paras - Pangkur,PARAS,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/567.3/404.301/2022,06-06-1975,,01-01-1910,Lihat SK Operasional,2022-10-04 16,B,0,1. -,2. Lainnya (Wavelan),PLN,,,sdnparas02@gmail.com,,-7.489700000000,111.551600000000,9,23,40,6,Sehari Penuh/5 hari,,2022/2023-2,900,3,0,1,2,4,1,0,4,5,1,3,0,4,5,0,7,2,2,1,1,1,0,2,2,3,6,3,0,0,3,0,1,0,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0047FEF1-8B18-E111-8D2A-B301A7CAB818,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508254,SD NEGERI PARAS I,20508254,Jl. Raya Paras - Pangkur,PARAS,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,474/37/404.310.09/2018,19-01-2018,420/194.13/404.301/2023,30-01-2023,Lihat SK Operasional,2023-01-31 09,B,0,1. XL (GSM),2. Lainnya (Kabel),PLN,,,sdnparas1@gmail.com,http,-7.490000000000,111.551700000000,8,25,24,6,Sehari Penuh/5 hari,,2022/2023-2,900,7,0,0,2,4,0,0,4,4,1,2,1,3,5,0,7,1,2,2,2,0,1,0,1,3,5,3,0,4,0,0,0,0,1,SD 2013,1,1,1,1,1,1,XL (GSM),,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00ADFEF1-8B18-E111-B869-EB6BE53AEEA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508230,SD NEGERI PLESET I,20508230,Jl. Desa Pleset,PLESET,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1958,420/194.17/404.301/2023,30-01-2023,Lihat SK Operasional,2023-02-23 09,B,0,1. -,2. Linknet,PLN,,,sdnpleset1@yahoo.co.id,http,-7.380200000000,111.444700000000,7,36,19,6,Sehari Penuh/5 hari,,2022/2023-2,900,5,0,1,2,6,0,0,1,1,1,4,1,7,0,0,7,0,0,0,0,1,0,5,1,3,4,0,0,5,1,1,0,0,0,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C9FEF1-8B18-E111-9CA8-CB2461C5CF63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508229,SD NEGERI PLESET II,20508229,Jl. Desa Pleset,PLESET,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1978,,01-07-1978,Silakan Upload SK,,B,"2,193",1. Lainnya,2. Telkom Speedy,PLN,,,plesetsdn@gmail.com,http,-7.504600000000,111.527500000000,6,49,34,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,1,2,3,0,0,3,3,0,2,1,4,2,0,6,0,2,0,0,1,0,1,2,3,3,0,3,3,0,0,0,1,0,SD 2013,1,1,1,1,1,1,Lainnya,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E3FEF1-8B18-E111-A627-CB3553CFE577,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508218,SD NEGERI POHKONYAL,20508218,Jl. Desa Pohkonyal,POH KONYAL,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,470/01.04/404.310.02/2021,07-04-2021,420/194.16/404.301/2023,30-01-2023,Lihat SK Operasional,2023-05-05 11,B,"3,900",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,,sdnpohkonyal@yahoo.co.id,http,-7.495500000000,111.567000000000,8,36,42,6,Sehari Penuh/5 hari,,2022/2023-2,900,4,0,1,2,6,0,0,2,2,1,3,2,6,2,0,7,1,1,0,2,1,1,1,2,1,7,2,2,0,2,0,1,0,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4070FEF1-8B18-E111-8F68-D7790ED0572C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508598,SD NEGERI SUMBER,20508598,Jalan Jawa No. 02,SUMBER,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,06-12-1977,,01-01-1978,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sdn.sumber_pangkur@yahoo.co.id,,-7.501300000000,111.543000000000,8,43,42,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",3,0,1,2,3,1,0,4,5,0,2,1,5,3,0,7,1,2,1,2,1,0,2,0,2,6,0,0,3,3,0,0,1,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E00AFFF1-8B18-E111-9752-FB00E57DE16A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508650,SD NEGERI WARUK TENGAH 2,20508650,Jl. Utama Bhakti,WARUK TENGAH,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,47/166/404.310.06/2021,01-01-1971,420/194.20/404.301/2023,01-01-1971,Lihat SK Operasional,2023-05-05 11,B,"3,466",1. Indosat IM3,2. Biznet (Kabel),PLN,,,sdnwaruktengah2@gmail.com,http,-7.483100000000,111.511800000000,8,37,45,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",6,0,1,2,4,0,0,4,4,0,4,0,6,2,0,7,1,2,1,1,1,1,2,0,1,7,0,3,3,0,0,1,0,0,SD 2013,1,1,1,1,1,1,Indosat IM3,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40F7FEF1-8B18-E111-9C8A-21C72B86A060,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508651,SD NEGERI WARUKTENGAH I,20508651,Jl. Utama Bhakti,WARUK TENGAH,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,700/00.51/404.315/09/2009,02-01-1971,420/194.19/404.301/2023,02-01-1971,Lihat SK Operasional,2023-05-12 09,B,0,1. -,2. Linknet,PLN,0,,waruktengah1@yahoo.co.id,http,-7.495400000000,111.507800000000,10,31,41,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,0,2,5,1,0,4,7,2,0,1,5,5,0,9,1,1,2,4,0,0,2,1,3,7,0,3,3,0,0,0,0,1,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A05162F4-8B18-E111-9547-01788114D982,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508541,SMP NEGERI 1 PANGKUR,20508541,Jl Raya Pangkur - Ngawi Km 12,WARUK TENGAH,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,032/104.7.2/I.5-85/SK,01-06-1985,,01-01-1910,Silakan Upload SK (link file tidak valid) => [543834-559563--],2021-11-19 15,A,"17,850",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,smpn1pangkur@gmail.com,http,-7.483300000000,111.516300000000,37,335,278,21,Sehari Penuh/5 hari,,2022/2023-2,"4,400",20,3,1,2,26,1,0,10,11,0,9,17,27,10,0,16,21,8,2,1,1,3,7,15,19,18,0,12,8,1,0,1,0,0,SMP 2013,,,,,,,Telkomsel Flash,7,7,7
