prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8FD23B3-CB8A-441A-8B0E-F80A9C4A05BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645134,SMAN 2 UNGGULAN TALANG UBI,10645134,JL. BONGAS NO. 421 TALANG KERANGAN,TALANG UBI UTARA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,21 TAHUN 2004,28-09-2004,640/0041/VII/2006,19-01-2006,Silakan Upload SK (link file tidak valid) => [530281-862583--],2021-10-12 07,A,"20,000",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,0713390777,sman2unggulan_pali@yahoo.com,http,-3.254300000000,103.825700000000,31,178,280,13,Sehari Penuh/5 hari,,2022/2023-2,"1,300",12,5,1,6,11,5,0,15,22,0,9,0,12,19,0,28,3,6,10,4,7,1,1,2,6,25,9,0,3,0,1,0,0,0,,SMA 2013 MIPA,,,,,,,,,,5,4,4,Telkomsel Flash,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A1CEB72-526B-47D5-91C9-98F0D8919CB2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876823,SMAN 3 TALANG UBI,69876823,JALAN LINTAS PENDOPO BENAKAT MINYAK,BENAKAT MINYAK,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,136.H/KTSP/DISDIKBUDPORA/2014,24-09-2014,136.H/KTSP/DISDIKBUDPORA/2014,24-09-2014,Lihat SK Operasional,2015-04-28 08,C,"20,000",1. -,2. Telkomsel Flash,PLN,,,smantigatalangubi@gmail.com,https,-3.290700000000,103.689100000000,23,140,133,9,Sehari Penuh/5 hari,,2022/2023-2,"1,300",5,3,1,2,10,4,1,8,23,0,0,0,2,21,0,20,3,6,9,5,1,2,0,0,5,18,5,0,0,0,1,0,0,0,,SMA 2013 IPS,,,,,,,,,,3,3,3,Tidak Ada,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04928F78-CE45-4DFA-9639-7201FADAC4EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899712,SMAN 4 TALANG UBI,69899712,Desa Talang Akar Kec.Talang Ubi Kab.Penukal Abab Lematang Ilir,TALANG AKAR,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/177/KPTS/DISDIKBUD/2015,22-04-2015,420/177/KPTS/DISDIKBUD/2015,22-04-2015,Lihat SK Operasional,2020-08-24 19,C,"11,700",1. -,2. Telkomsel Flash,PLN,,,sman.4.tlubi@gmail.com,https,-3.187000000000,103.796000000000,16,104,91,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",7,2,1,2,0,4,0,12,16,0,0,0,1,15,1,12,3,5,6,3,1,1,0,0,2,14,7,0,0,0,1,0,0,0,,SMA 2013 IPS,,,,,,,,,,2,2,2,Tidak Ada,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F060050-14AE-4112-9B6E-5275ED7F2DD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897278,SMAN 5 TALANG UBI,69897278,Jln.Lintas Muara Enim Sekayu Dusun II Desa Karta Dewa Kab.Pali,KARTA DEWA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/176/KTSP/DISDIKBUD/2015,22-04-2015,420/176/KPTS/DISDIKBUD/2015,22-04-2015,Lihat SK Operasional,2018-11-27 15,B,"12,900",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sman5talangubi@yahoo.co.id,,-3.346600000000,103.990700000000,24,139,136,9,Double Shift/6 hari,,2022/2023-2,"2,200",7,2,1,2,1,6,0,17,23,0,0,1,2,22,0,18,6,10,7,4,1,1,1,0,6,18,7,0,0,0,1,0,0,0,,SMA 2013 IPS,,,,,,,,,,3,3,3,Indosat IM3,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B24E84D-BBAA-43FD-855B-B967F01546AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986162,SMK KASIH BUNDA PERSADA,69986162,Jl. Raya Pertamina Pendopo,TALANG BULANG,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/SMK/YKBP/241.5/XI/2018,01-11-2018,005/11075/SK/SMK.3/Disdik.SS/2018,26-12-2018,Lihat SK Operasional,2019-03-11 16,,0,,2.,,,,smkasihbundapersada@gmail.com,,-3.401535000000,103.965058000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,,,,,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA9C382E-048E-4DB6-9FA3-C5F764B216AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929997,SMK KESEHATAN INSAN CENDIKIA,69929997,Jl.Jenderal Sudirman Komplek SMPN 1 Tl. Ubi,TALANG UBI TIMUR,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan INSAN CENDIKIA PALI,AM1917,503/326/KPTS/BPMPTSP-IPSS/2015,28-12-2015,420/325/KPTS/DISDIKBUD/2015,28-12-2015,Lihat SK Operasional,2016-01-15 14,C,0,1. Telkomsel Flash,2. -,Menumpang,,,orcha.smkkes@gmail.com,,-3.272300000000,103.829100000000,12,3,42,3,Siang/6 hari,,2022/2023-2,"1,300",6,0,0,2,2,2,3,7,11,0,1,0,3,9,2,9,1,1,6,2,3,0,0,0,2,10,6,0,0,0,0,0,0,0,,SMK 2013 REV. Asisten Keperawatan,,,,,,,,,,1,1,1,Telkomsel Flash,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F06C1DAF-9C3B-450D-8F9A-0800F7D61537,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038272,SMK MIGAS PALI,70038272,Jln Merdeka Perum Grand Flamboyan Blok A,HANDAYANI MULYA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,00034/DMPTSP.V/I/2023,16-01-2023,0159/DPMPTSP.V/III/2023,06-03-2023,Lihat SK Operasional,2023-03-21 16,,0,,2.,,,,,,.000000000000,.000000000000,4,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,3,4,0,0,0,0,4,0,3,1,4,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C57D2E10-7B86-433F-9BCA-47A10B44AE4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70002488,SMK NEGERI 2 TALANG UBI,70002488,Jl. Raya Pendopo KM. 14.5,SIMPANG TAIS,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/687/DISDIK/2019 Bupati PALI,18-11-2019,067/4095/SK/SMK.3/Disdik.SS/2020,16-04-2020,Lihat SK Operasional,2020-10-02 10,,"20,000",1. 3 (Tri),2. Telkom Speedy,PLN & Diesel,,,smkn2talangubi@gmail.com,,-3.338900000000,103.905200000000,23,109,78,9,Sehari Penuh/5 hari,,2022/2023-2,"3,500",3,1,1,2,5,0,0,18,18,0,5,0,5,18,0,19,4,11,4,3,3,2,0,0,9,14,3,0,0,0,1,0,0,0,,SMK 2013 REV. Multimedia,,,,,,,,,,3,3,3,3 (Tri),0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2683A9A-798A-447A-A219-6EB6DD60B270,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005433,SMK YPBN,70005433,Jl. Telaga Said No. 07,TALANG UBI BARAT,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERMATA BINA NUSANTARA,AW8513,015/PPTKM/V/2020,01-11-2020,067/8259/SK/SMK.3/Disdik.SS/2020,06-10-2020,Lihat SK Operasional,2021-08-10 11,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,-3.367615800000,103.966962900000,21,129,36,7,Siang/6 hari,,2022/2023-2,"1,500",4,0,0,0,0,4,17,3,21,0,0,0,1,20,0,17,4,9,4,5,1,2,0,0,9,12,4,0,0,0,0,0,0,0,,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,,,,,,,,,,2,3,2,Telkomsel Flash,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A819059A-FB77-43C7-A572-05406A87A1B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10647902,SMK YPIP TALANG UBI,10647902,JL. CEMARA NO. 2 PENDOPO,TALANG UBI UTARA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPIP ( Yayasan Perguruan Islam Pendopo ),AM1925,420/69/III/Pend/2010,01-07-2010,420/37.A/III/Pend/2013,31-01-2013,Lihat SK Operasional,2020-08-31 04,B,"17,385",1. -,2. Telkom Speedy,PLN,,0713390761,smk_ypiptalangubi@yahoo.com,,-3.296000000000,103.994000000000,33,311,272,18,Siang/6 hari,,2022/2023-2,"1,300",17,2,0,2,1,4,4,24,33,0,0,0,4,29,1,23,9,15,5,3,4,4,2,0,9,24,17,0,0,0,0,0,0,0,,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,,,,,,,,,,7,5,6,Tidak Ada,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B37092A-FFE9-450F-BF8C-2AF1B2AE1753,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897287,SMKN 1 TALANG UBI,69897287,Jln. Segaran Kelurahan Handayani Mulya Kec.Talang Ubi Kab.Pali,HANDAYANI MULYA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/179/KPTS/DISDIKBUD/2015,22-04-2015,420/179/KPTS/DISDIKBUD/2015,22-04-2015,Lihat SK Operasional,2021-08-23 18,B,"20,290",1. -,2. Telkom Speedy,PLN,,,smkn1talangubi@gmail.com,http,-3.303700000000,103.844900000000,53,356,194,20,Double Shift/6 hari,,2022/2023-2,"23,000",8,0,1,3,14,11,2,26,50,0,3,0,12,41,2,45,6,22,16,5,7,0,3,0,15,38,8,0,0,0,1,0,0,0,,SMK 2013 REV. Teknik Komputer dan Jaringan,,,,,,,,,,8,6,6,Tidak Ada,0
