prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_13
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/811A3C52-C69E-458D-B19C-15C1CDC74947,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69728495,MAS USWATUN HASANAH,69728495,CEMPAKA PUTIH,AIK DAREQ,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,wx.86.047A/3/88,10-10-1988,wx.86.047A/3/88,10-10-1988,Lihat SK Operasional,2021-02-02 11,A,0,,2.,,,,,,-8.609400000000,116.304300000000,0,33,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CAA2285-56A9-41BC-907B-30262A9FE91F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037448,SEKOLAH MENENGAH ATAS ISLAM RUSYDAH NAHDLATUL WATHAN SENGKOL II,70037448,Jln. Raya Mantang,AIK DAREQ,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Rosyidatusshaulatiyah Alibrahimi Sengkol,AC7354,AHU.0014162.AH.01.04.tAHUN 2022,06-07-2022,421.3/385.PSMA/Dikbud,25-01-2023,Lihat SK Operasional,2023-06-22 08,,"465,806",1. -,2. -,PLN,,,,,.000000000000,.000000000000,5,8,7,2,Pagi/6 hari,,2022/2023-2,"2,400",1,0,0,1,0,0,6,0,5,0,0,0,0,5,0,2,3,2,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,SMA 2013 IPS,Tidak Ada,1,1,0,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8FC8406E-16F8-40FA-9BB0-B7180E6A54A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003432,SLB NEGERI 4 LOMBOK TENGAH,70003432,JL. RAYA SELEBUNG  BATUKLIANG LOMBOK TENGAH,SELEBUNG,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.8-470 TAHUN 2020,11-05-2020,421.8-470 TAHUN 2020,11-06-2020,Silakan Upload SK (link file tidak valid) => [479937-902390--],2021-07-29 09,,"10,000",1. Telkom Speedy,2. Telkom Astinet,PLN,,,slbn4lomboktengah@gmail.com,,.000000000000,.000000000000,10,49,44,23,Pagi/6 hari,,2022/2023-2,"1,400",8,0,0,2,4,0,1,5,7,0,2,1,4,6,0,8,2,4,3,0,0,0,2,1,3,7,0,0,8,1,0,0,0,0,Pendidikan Khusus SMALB 2013,Telkom Speedy,2,0,1,"SDLB, SMPLB,  dan SMLB",4,3,3,1,2,2,4,0,1,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B4FE7BF-F90C-48E4-8A99-DF149F7E26D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69949667,SMA ISLAM AL YAUM,69949667,Gubuk Belimbing,TAMPAK SIRING,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan RABITHATUSSA'ADAH,AF8850,030/SMA I.YA/VII/2016,17-07-2016,274 TAHUN 2016,13-09-2016,Lihat SK Operasional,2021-08-26 22,C,900,1. XL (GSM),2. XL (GSM),PLN,,,Smaislamalyuam@gmail.com,,-8.605065000000,116.331555000000,7,24,13,3,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,0,0,7,0,7,0,0,0,0,7,0,3,4,2,3,1,0,1,0,0,1,6,3,0,0,0,0,0,0,0,SMA 2013 IPS,XL (GSM),1,1,1,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EC049DE-6A0C-42FE-BB4F-EACC22D4F5DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69884124,SMA ISLAM NURUL YAQIN NW TUNDUNG,69884124,Mantang Kecamatan Batukliang Kabupaten Lombok Tengah,MANTANG,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUL YAQIN NW TUNDUNG,AC7379,02,16-10-2014,484 Tahun 2014,23-12-2014,Lihat SK Operasional,2015-01-15 10,B,"1,600",1. XL (GSM),2. Smartfren,PLN,,,smanurulyaqin@gmail.com,,-8.619378300000,116.327133300000,22,45,37,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,0,0,0,23,0,22,0,0,0,0,22,0,17,5,5,5,8,2,1,1,0,7,15,0,3,0,0,0,1,0,0,SMA 2013 IPS,XL (GSM),1,1,1,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7637B902-76EF-4D67-9BA9-BAC9BF56073B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010191,SMA ISLAM SYARIF IMAMUZZAHIDIN,70010191,Dusun Klanjuh Daye,MANTANG,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SYARIF IMAMUZZAHIDIN,AF8832,08/YPP.SYARMA/V/2019,21-05-2019,188.4/967.PSMA/DIKBUD,31-03-2021,Lihat SK Operasional,2022-01-14 06,B,0,1. -,2. Telkomsel Flash,PLN,,,smaislam.syarma@gmail.com,,-8.622200000000,116.315800000000,24,87,96,7,Pagi/6 hari,,2022/2023-2,"2,200",7,0,0,0,0,2,21,3,24,0,0,0,2,22,0,20,4,8,10,2,3,1,0,0,13,11,7,0,0,0,0,0,0,0,SMA 2013 MIPA,Tidak Ada,2,3,2,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69E84FFB-EF17-4136-B7F3-8010067C3897,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845928,SMA NURUL IMAN NW KEMBANG KERANG,69845928,DESA AIK DAREK KEC.BATUKLIANG,AIK DAREQ,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Nurul Iman NW Kembang Kerang,AC7387,212.III TAHUN 2014,05-06-2014,043/SMA-NI/NW/KK/,19-07-2011,Silakan Upload SK (link file tidak valid) => [327291-493767--],2020-08-24 19,C,"2,976",1. XL (GSM),2. Telkom Astinet,PLN,,,smanwkembangkerang@gmail.com,http,-8.596355000000,116.297840000000,10,54,16,3,Pagi/6 hari,,2022/2023-2,891,1,0,1,0,0,0,10,1,10,0,0,0,0,10,0,7,3,0,0,4,2,1,1,2,4,6,0,0,1,2,0,1,0,0,SMA 2013 Bhs&Budaya,XL (GSM),1,1,1,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC5E239B-DF88-4F2F-AC77-8682E20AF6A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50201396,SMAN 1 BATUKLIANG,50201396,JLN. PENDIDIKAN NO. 3 MANTANG,MANTANG,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0266/O/1994,05-10-1994,0266/O/1994,05-10-1994,Lihat SK Operasional,2018-03-07 13,A,"11,220",1. XL (GSM),2. Telkom Speedy,PLN,,,smanbatukliang@yahoo.com,http,-8.615606700000,116.316915000000,59,390,421,26,Pagi/6 hari,,2022/2023-2,"11,000",24,3,1,0,22,15,2,20,39,0,14,6,24,35,0,52,7,5,11,19,10,6,7,1,27,32,0,4,20,0,0,0,1,0,SMA 2013 Bhs&Budaya,XL (GSM),9,9,8,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/605B6CC4-68A1-4B55-865A-61CE66932A8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205212,SMAS ISLAM USWATUN HASANAH,50205212,JL. NEGARA MATARAM-LABUAN,AIK DAREQ,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Uswatun Hasanah,AC7358,69,10-09-2005,69 Tahun 2005,10-09-2005,Silakan Upload SK (link file tidak valid) => [390042-892202--],2020-10-16 07,B,"3,000",1. -,2. -,Lainnya,087864662127,,smaislam.yuha@yahoo.com,http,-8.609500000000,116.304400000000,9,36,30,3,Pagi/6 hari,,2022/2023-2,0,7,1,1,1,0,0,9,1,9,0,0,0,0,9,0,6,3,2,3,4,0,0,0,0,5,4,6,1,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,Tidak Ada,1,1,1,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/443CC98A-7D1F-488E-846C-308373C9423D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50201383,SMAS NW LENDANG KEKAH,50201383,TAMPAK SIRING BATUKLIANG LOMBOK TENGAH,TAMPAK SIRING,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PONDOK PESANTREN ISHLAHUL UMMAH NW LENDANG KEKAH,AF8846,688/120.G4/KP/2000,26-01-2000,688/120.G4/2000,26-01-2000,Lihat SK Operasional,2019-11-28 12,A,"4,200",1. Telkom Speedy,2. Jardiknas,PLN & Diesel,,,smanwlendangkekah@gmail.com,,-8.595576700000,116.328708300000,28,141,147,9,Double Shift/6 hari,,2022/2023-2,"3,500",6,1,1,1,0,1,22,7,28,0,0,0,1,27,0,24,4,2,5,7,2,4,1,7,27,1,0,4,2,2,1,0,0,0,SMA 2013 MIPA,Telkom Speedy,3,3,3,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31662363-C488-4927-8A7D-7C7A385C2731,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205215,SMAS NW PAGUTAN,50205215,Jln. Desa Pagutan (Barabali-Pringgarata),PAGUTAN,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Ponpes Amir Murni Nahdlatul Wathan Pagutan,AF8836,05,10-05-2006,180 TAHUN 2006,03-07-2006,Lihat SK Operasional,2019-11-15 11,C,"3,480",1. XL (GSM),2. Telkomsel Flash,PLN,081805276735,,psmanw@yahoo.com,http,-8.627900000000,116.283200000000,21,71,113,5,Pagi/6 hari,,2022/2023-2,"1,200",4,0,0,0,1,1,11,9,20,0,1,0,4,17,0,17,4,9,4,3,3,1,1,0,9,12,4,0,0,0,0,0,0,0,SMA 2013 MIPA,XL (GSM),1,2,2,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/115E5F21-32F9-4B96-A988-C2C9A62FE761,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69889029,SMK DARUS SHIDDIQIEN NW MERTAK PAOK,69889029,"Mertakpaok, Desa Mekar Bersatu, Kec. Batukliang, Kab. Lombok tengah, NTB",MEKAR BERSATU,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan DARUS SHIDDIQIEN NW MERTAKPAOK,AC7385,421/981.III/Dikpora,01-04-2014,45 Tahun 2015,16-02-2015,Lihat SK Operasional,2023-02-16 20,B,"1,833",1. XL (Serat Optik),2. Telkom Speedy,PLN,,,smkdarusshiddiqiennw@gmail.com,http,-8.604873300000,116.292910000000,12,27,32,6,Pagi/6 hari,,2022/2023-2,"1,300",4,0,1,1,0,0,13,0,12,0,0,0,0,12,0,8,4,5,2,4,0,1,0,0,6,6,4,0,0,0,0,1,0,0,SMK 2013 REV.  Tata Busana,XL (Serat Optik),2,2,2,,,,,,,,,,,0
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE13DA45-2191-46B2-B368-E5D2AA1294FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883510,SMK Islam Qiyamu At - Tarbiyah,69883510,Gerantung,BEBER,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AN NAHL PONDOK PESANTREN DARUL FALAH,AC7355,11 Tahun 2014,21-06-2014,491 Tahun 2014,23-12-2014,Silakan Upload SK (link file tidak valid) => [494342-828297--],2021-08-18 14,C,"3,640",1. -,2. Telkomsel Flash,PLN,,,smkiqita14@gmail.com,,-8.605176600000,116.294231600000,19,26,35,3,Sehari Penuh/6 hari,,2022/2023-2,900,3,0,0,2,0,4,9,7,19,0,0,0,3,16,1,15,3,2,6,6,2,2,0,1,7,12,0,0,3,0,0,0,0,0,SMK 2013 REV.  Tata Boga,Tidak Ada,1,1,1,,,,,,,,,,,0
Nusa Tenggara Barat,Kab. Lombok Tengah,Batukliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC47D153-D3FC-474C-9396-15ADF2A86105,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50219592,SMKN 1 BATUKLIANG,50219592,JLN. KEMBANG KERANG,AIK DAREQ,KEC. BATUKLIANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1585,28-09-2008,1585,28-09-2008,Lihat SK Operasional,2022-03-28 14,B,"9,500",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,082339893969,,smkn1batukliang@gmail.com,http,-8.594095000000,116.301056700000,46,364,156,19,Pagi/6 hari,,2022/2023-2,"13,200",18,1,1,0,15,7,0,24,36,0,8,2,15,31,2,39,5,7,15,13,4,3,4,0,27,19,18,0,0,0,1,0,0,0,SMK 2013 REV. Multimedia,Lainnya (Serat Optik),6,5,8,,,,,,,,,,,0
