prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_13
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6877B53A-17AC-4A16-9062-4CFD6F4BC065,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845936,SKH SAHABAT KITA,69845936,Jl. Jurang Mangu  Rt.02/02 No.33.,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Daarul Hidayah Pondok Aren,AL1029,800/045-Dispend/2014,13-01-2014,800//045-Dispend/2014,13-01-2014,Lihat SK Operasional,2022-06-09 05,B,600,1. -,2. Telkom Speedy,PLN,,02173690224,skh_sahabatkita@yahoo.com,http,-6.268200000000,106.723900000000,5,31,14,10,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"22,000",4,0,0,2,0,0,7,0,5,0,0,0,1,4,0,2,3,0,3,0,0,2,0,0,1,4,1,1,0,2,2,0,0,0,0,0,0,"SDLB, SMPLB,  dan SMLB",1,0,1,2,1,1,1,1,0,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83D55404-3A83-405F-9360-4D84EC354331,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70030255,SKh.Kak Seto,70030255,Jl.Raya Parigi Lama No.3A,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KAZETO PUTRA PERKASA,AX3871,421/522-Dindikbud/2022,27-06-2022,570/4/TOPsKhs/DPMPTSP/VI/2022,29-06-2022,Lihat SK Operasional,2022-07-04 16,,"2,071",1. Lainnya,2. Telkom Speedy,PLN,,0217451183,info@sekolahkhususkakseto.sch.id,http,-6.274300000000,106.694300000000,5,13,7,15,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"38,000",6,0,0,0,0,0,1,5,5,0,0,0,0,5,0,5,0,4,1,0,0,0,0,0,1,4,0,0,0,6,0,0,0,0,0,0,0,TKLB dan SDLB,4,4,2,4,1,0,0,0,0,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BC6A059-4D01-41BB-B74E-9C0038C6B000,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896654,SMA BRITISH SCHOOL JAKARTA,69896654,"Bintaro Jaya Sektor IX, Jl. Raya Jombang",PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan British School Jakarta,AL1030,2133/D/KEP/KP/2014,01-01-1900,13795/C/KS/2020,23-12-2020,Lihat SK Operasional,2022-01-06 04,A,"150,000",1. Lainnya (Wavelan),2. Lainnya (Serat Optik),PLN & Diesel,7451671,7451670,vivi_lestari@bsj.sch.id,http,-6.272500000000,106.705700000000,37,44,43,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Wavelan),"80,000",34,1,1,2,0,0,38,0,37,0,0,0,0,37,0,37,0,0,0,7,14,4,6,6,27,10,1,3,1,34,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40651878-E7C6-4322-ADC1-7CA68E9E8C4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613551,SMA GLOBAL JAYA,20613551,BINTARO JAYA SEKTOR IX,PONDOK PUCUNG,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Jaya,AJ5128,1941/D/KEP/KP/2014,21-11-2014,2160/D/KEP/KP/2014,21-11-2014,Lihat SK Operasional,2020-09-16 23,A,"60,903",1. Linknet,2. Lainnya (Serat Optik),PLN & Diesel,0217457561,0217457562,tanti@globaljaya.com,http,-6.282000000000,106.698200000000,11,113,117,12,International  Baccalaureate (IB),Sehari Penuh/5 hari,,2022/2023-2,Linknet,"10,000",20,4,2,2,0,0,12,0,11,0,0,0,6,5,0,10,1,0,0,0,2,4,5,0,4,7,4,4,4,20,0,0,0,2,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EBB7DFA-4C91-4C41-A082-F2DCE463FFD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614003,SMA IT AL-QURANIYYAH,20614003,JL. PANTI ASUHAN KP. CEGER,JURANG MANGGU TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPI Al-Qur'aniyyah,AJ5149,421.31 586/dispen/2008,10-10-2008,421.31 586/dispen/2008,10-10-2008,Lihat SK Operasional,2022-09-01 01,A,"1,320",1. Telkom Speedy,2. Telkom Speedy,PLN,73440835,7319421,smaitalquraniyyah@yahoo.co.id,http,-6.255300000000,106.729900000000,20,182,164,10,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"23,000",16,3,1,2,1,0,23,4,20,0,0,0,3,17,0,18,2,12,1,1,1,2,3,0,12,8,3,4,3,16,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E6D1FAB-92F4-4949-A54E-0F2CA5567D64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987928,SMA IT INSAN MADANI 8,69987928,Jl. Japos Raya No. 79 RT/RW 001/013,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam & Sosial Harapan Bangsa (YPI-SOHABA),AJ5192,AHU-8116.AH.01.04.Tahun 2013,13-12-2013,800/2387-Dindikbud/2019,24-05-2019,Lihat SK Operasional,2020-08-31 13,B,"2,500",1. -,2. Lainnya (Serat Optik),PLN,0217312924,0217312924,sma.it_im8@yahoo.com,http,-6.257900000000,106.719600000000,16,94,76,6,SMA 2013 IPS,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"11,000",6,1,1,2,0,0,8,9,16,0,0,0,2,14,0,11,5,10,3,1,1,0,0,1,7,9,2,2,2,6,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/197C510F-6BF7-47C9-BB9E-22EBAF1A7BAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70026487,SMA MANBA UL ULUM BOARDING SCHOOL,70026487,JL. Swadaya No 41 RT.002 RW.013,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN MANBA'UL 'ULUM AL MUBAROK,AX3069,04.01/MUBS/XI/2021,09-11-2021,570/10/IOPSMA/DPMPTSP/II/2022,23-02-2022,Lihat SK Operasional,2023-06-07 13,,853 m2,1. -,2. Telkom Speedy,PLN,,,sma.mubs@gmail.com,,106.716300000000,6.254700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B62C1EC8-C6C2-4CFD-91E8-09558A8497A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967458,SMA MUTIARA HARAPAN,69967458,Jl. Raya Pondok Kacang No. 2 Bintaro,PONDOK KACANG TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Mutiara Harapan Bangsa,AJ5182,34/SR/N/2004,29-04-2009,570/06-OPS.Dindik/DPMPTSP/II/2017,22-02-2017,Lihat SK Operasional,2017-09-29 09,A,600,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,02174867788,02174860451,secondary@mutiaraharapan.sch.id,http,-6.258800000000,106.691500000000,8,14,13,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"105,600",4,4,1,2,0,0,3,7,8,0,0,0,0,8,0,5,3,5,1,0,2,0,0,0,3,5,1,2,1,4,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66D9C81C-093B-44C7-9376-DF9CBE6A402C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000397,SMA PLUS BINA INSANI,70000397,Jl. Manunggal V No.27 RT.02/04,PERIGI BARU,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Islamiyah,AL1040,AHU-0003221.AH.01.04.Tahun 2015,04-03-2015,570/4-OPS.Dindik/DPMPTSP/II/2020,14-02-2020,Lihat SK Operasional,2020-08-24 19,,"1,600",1. 3 (Tri),2. Telkom Speedy,PLN,,02129040000,info@alislamiyah.sch.id,http,-6.273600000000,106.689100000000,5,43,47,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,3 (Tri),"4,400",5,0,1,2,0,0,11,0,5,0,0,0,0,5,0,4,1,5,0,0,0,0,0,0,0,5,2,2,2,5,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/961E8830-F787-49DC-8605-50EC57E0E8C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603312,SMAN 5 KOTA TANGERANG SELATAN,20603312,PURI BINTARO HIJAU BLOK F IV,PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1901,420/Kep.170-Huk/2004,11-03-2006,Silakan Upload SK (link file tidak valid) => [441308-124920--],2021-04-27 08,A,"5,000",1. Telkom Astinet,2. Lainnya (Satelit),PLN,73461415,73461414,sman5kotatangsel@gmail.com,http,-6.249800000000,106.709200000000,48,433,590,24,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"55,000",24,3,1,3,35,6,0,7,18,1,22,7,33,15,2,44,2,5,3,3,8,6,10,13,24,24,8,8,8,21,3,0,0,0,1,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D71058E-F749-4549-A6CD-84E810A9C3BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971030,SMAS AL BARKAH,69971030,Pondok Aren Raya Rt.05/05,PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ABDUSSHOMAD,AL0971,AHU-3050.AH.01.04. Tahun 2014,06-06-2014,570/51-Ops.Dindik/DPMPTSP/XI/2017,30-11-2017,Lihat SK Operasional,2020-08-31 15,C,"239,200",1. -,2. Lainnya (Serat Optik),PLN,,,smaalbarkah@gmail.com,,-6.259148100000,106.743866000000,10,21,15,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"7,500",3,0,1,0,0,0,13,3,10,0,0,0,1,9,0,6,4,1,2,2,1,0,2,2,8,2,1,1,1,3,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C026CC40-4F50-46C9-91EF-E2D07A849F20,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603157,SMAS AL MUBARAK,20603157,Jl. Jombang Raya No. 15,PONDOK KACANG TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ALMUBARAK,AL1009,811/I02/Kep/E/94,26-10-1994,145.41/124-Ekbang/III/2020,12-03-2020,Lihat SK Operasional,2021-01-11 15,A,"9,200",1. Firstmedia,2. Telkom Astinet,PLN,,02174864847,humas@albin.sch.id,http,-6.266700000000,106.705800000000,24,119,136,10,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Firstmedia,"15,998",16,1,1,2,0,0,25,2,23,0,1,0,11,13,0,19,5,6,4,4,5,2,1,2,14,10,4,3,3,16,0,0,0,0,0,1,0,,,,,,,,,,,
