prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92369F6A-6520-43EA-9053-3AC06F440250,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69752273,SMAS TIMPOLMAS,69752273,JL. Frans Seda No. 038,OEBOBO,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lewohari,AG0255,,,DISPPO.801/SEK/158/2013,,Silakan Upload SK,,C,"1,000",1. Lainnya,2. Telkom Speedy,PLN,,,timpolmas@gmail.com,http,-10.156800000000,123.626900000000,8,10,11,5,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Lainnya,"1,200",8,0,0,2,0,0,0,8,8,0,0,0,0,8,0,7,1,0,3,3,1,0,0,1,3,5,2,2,1,0,0,8,0,0,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83FE8554-66D2-44AF-A2D8-2E005D8B0364,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304942,SMK UYELINDO KUPANG,50304942,JL. PERINTIS KEMERDEKAAN 19 OEBUFU,KAYU PUTIH,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Uyelewun Indonesia (UYELINDO),AG0233,23/Kep/KU/Y-UI/VI/2003,12-06-2003,848/310/Pen/2017,10-10-2017,Lihat SK Operasional,2018-03-26 09,Sertifikat Kedaluwarsa,"69,840",1. Telkom Speedy,2. Telkom Speedy,PLN,0380826856,03808084848,smkuyelindo@yahoo.com,,-10.171225000000,123.620203000000,13,18,23,9,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"10,600",12,0,1,1,0,0,3,11,13,0,0,0,0,13,0,12,1,3,4,3,2,0,1,0,4,9,3,3,3,12,0,0,0,1,0,0,0,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B58B1AD-49DA-4C96-93AA-C9522C04AF71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304998,SMKN 1 KUPANG,50304998,JL. PROF. DR. W.Z. JOHANES,OETETE,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,4575 / III / B / 54,01-08-1954,4575 / III / B / 54,01-08-1954,Lihat SK Operasional,2019-06-13 15,A,"10,807",1. XL (Serat Optik),2. Telkom Speedy,PLN,0380821150,0380821150,smkn1kotakupang@gmail.com,http,-10.166500000000,123.588200000000,147,894,"1,338",62,SMK 2013 REV. Teknik Komputer dan Jaringan,Sehari Penuh/5 hari,,2022/2023-2,XL (Serat Optik),"66,000",52,1,0,0,52,44,0,51,102,0,34,11,55,92,0,126,21,26,32,22,34,14,13,6,52,95,21,20,21,0,1,51,19,0,0,0,3,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/567252CC-51A3-462F-8D7E-936B94609293,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304992,SMKN 4 KUPANG,50304992,JL. BAJAWA OEPOI OEBOBO,OEBOBO,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0313/O/1993,10-08-1993,0313/O/1993,10-08-1993,Lihat SK Operasional,2022-03-27 00,Sertifikat Kedaluwarsa,"13,606",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,,smknegeri4kupang@gmail.com,https,-10.169700000000,123.615500000000,56,420,331,25,SMK 2013 REV.  Desain Interior dan Teknik Furnitur,Sehari Penuh/6 hari,,2022/2023-2,Lainnya (Serat Optik),"35,000",4,3,1,0,20,10,0,26,36,0,14,6,19,37,0,37,19,11,11,14,8,5,5,2,27,29,8,8,8,0,2,2,0,0,1,0,0,1
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E93BDBC-3787-4413-AA94-0E842ED95D1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304994,SMKS KARYA KUPANG,50304994,JL. BAKTI KARYA,OEBOBO,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Karya Agung,AG0277,001/PP.AP/1971,03-09-1971,001/YASP./Ij.OP/1975,15-08-1975,Lihat SK Operasional,2020-08-28 15,Sertifikat Kedaluwarsa,"1,885",1. -,2. Telkom Speedy,PLN,0,380825676,smkkarya4@gmail.com,,-10.164718000000,123.599272000000,14,47,2,6,SMK 2013 REV. Desain Pemodelan dan Informasi Bangunan,Pagi/6 hari,,2022/2023-2,Tidak Ada,"6,600",6,0,1,1,2,1,4,10,12,0,1,1,6,8,0,13,1,2,2,0,3,1,1,5,5,9,2,2,2,6,0,0,0,1,0,0,0,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEAEAB78-8819-4F0B-9131-9858A852B4C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50308643,SMKS KESEHATAN NUSANTARA,50308643,JALAN NUSANTARA No. 99,OEBOBO,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kunci Ilmu,AG0232,139/KEP/HK/2010,24-09-2010,No.Dis.PPO.421.1/956a/2010,21-09-2010,Lihat SK Operasional,2015-09-17 11,Sertifikat Kedaluwarsa,"1,500",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN & Diesel,0380828233,0380828233,smkkesehatannusantarakupang@gmail.com,http,-10.168728000000,123.644017000000,13,3,18,3,SMK 2013 REV. Asisten Keperawatan,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"10,000",3,0,0,2,1,0,6,7,12,0,0,1,1,12,0,10,3,4,5,1,0,1,2,0,7,6,1,1,1,3,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AADA26DB-D3D7-45AF-9D55-84F634966B2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304941,SMKS MUHAMADIYAH KUPANG,50304941,JL. KH. AHMAD DAHLAN NO. 17A,KAYU PUTIH,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Nusa Tenggara Timur,AG0268,23532-58,,525252,,Silakan Upload SK,,B,"6,076,225",1. -,2. Telkom Speedy,PLN,0,,smksmuhammdiyahkupang@gmail.com,http,-10.162632000000,123.620850000000,14,78,39,3,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,0,2,1,5,8,11,0,2,1,3,11,0,13,1,1,5,2,3,0,0,3,7,7,1,1,1,0,1,2,0,0,0,0,0,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AEF9DD8-1A8E-447C-A34F-32B5926278D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304970,SMKS WIRAKARYA KUPANG,50304970,JL. MH. THAMRIN KAYU PUTIH KOTA KUPANG,KAYU PUTIH,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN WIRA KARYA KUPANG,AG0283,669/II 21.1/Ie-1984,05-07-1984,Ksr.022.4/7608/1984,07-08-1984,Lihat SK Operasional,2015-09-10 21,Sertifikat Kedaluwarsa,"11,826",1. -,2. Telkom Speedy,PLN,0380832609,0380832609,smkwirakaryakupang@gmail.com,http,-10.165048000000,123.616152000000,16,46,47,10,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,000",9,0,1,2,4,0,6,8,12,0,1,3,5,11,0,13,3,2,3,5,2,0,0,4,4,12,4,3,3,0,9,0,0,0,1,0,0,0
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEF90E9E-9EC9-48DC-8B9E-C9980AE6CD82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888453,SMTK KAYAPE KOTA KUPANG,69888453,Jl. Jembatan Petuk 1 Kel. Kolhua Kec. Maulafa Kupang-NTT,OEBUFU,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMTK,Kementerian Agama,YAYASAN STMK KAYAPE,AC8608,DJ.III/Kep/HK.00.5/434/20,19-11-2014,DJ.III/Kep/HK.00.5/434/20,19-11-2014,Silakan Upload SK (link file tidak valid) => [825930-963854--],2023-05-26 10,C,"2,400",1. -,2. Smartfren,PLN,,,smtkkayape@gmail.com,http,-10.199400000000,123.635000000000,8,12,19,3,SMA 2013 IPS,Siang/6 hari,,2022/2023-2,Tidak Ada,"1,200",3,0,1,2,0,0,8,1,8,0,0,0,0,8,0,4,4,2,4,0,1,1,0,0,5,3,,,,3,0,0,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Oebobo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/251424B6-BCAB-42C6-8AEA-DE7A5CE1E3D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69763283,SMTK KOTA KUPANG,69763283,Jl. Frans Seda  No.07 Wali Kota,KAYU PUTIH,KEC. OEBOBO,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMTK,Kementerian Agama,Yayasan Pendidikan Kristen Lunu Jaya,AG0269,146 A/KEP/HK/2011,26-03-2014,DJ.III/Kep/HK.00.5/49/2014,24-03-2014,Lihat SK Operasional,2021-08-02 20,C,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smtkkota11.kupang@yahoo.com,http,-10.156500000000,123.630000000000,19,25,40,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,0,3,1,1,1,0,0,3,16,19,0,0,0,2,17,0,13,6,2,5,5,5,2,0,0,7,12,,,,0,3,0,0,0,1,0,0,
